Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00019086,2.673354897,2.48e-17,WBGene00019086,WBGene00019086,History: N.A.
WBGene00017736,2.673120627,8.63e-28,WBGene00017736,WBGene00017736,History: N.A.
WBGene00017589,2.669538989,9.31e-18,WBGene00017589,WBGene00017589,History: N.A.
WBGene00015908,2.668631459,3.42e-09,WBGene00015908,WBGene00015908,History: N.A.
WBGene00015634,2.664024533,8.56e-21,WBGene00015634,WBGene00015634,History: N.A.
WBGene00022079,2.663032716,8.35e-17,WBGene00022079,WBGene00022079,History: N.A.
WBGene00016414,2.662874024,1.53e-11,WBGene00016414,WBGene00016414,History: N.A.
WBGene00016358,2.66206313,4.06e-19,WBGene00016358,WBGene00016358,History: N.A.
WBGene00014168,2.661378881,3.21e-15,WBGene00014168,WBGene00014168,History: N.A.
WBGene00002193,2.661254423,3.4200000000000005e-21,WBGene00002193,WBGene00002193,History: N.A.
WBGene00011467,2.658740802,1.03e-17,WBGene00011467,WBGene00011467,History: N.A.
WBGene00016125,2.658667163,2.95e-13,WBGene00016125,WBGene00016125,History: N.A.
WBGene00012912,2.656422957,1.64e-14,WBGene00012912,WBGene00012912,History: N.A.
WBGene00020265,2.655090661,5.83e-12,WBGene00020265,WBGene00020265,History: N.A.
WBGene00001565,2.655022261,2.51e-22,WBGene00001565,WBGene00001565,History: N.A.
WBGene00020890,2.654266799,7.79e-13,WBGene00020890,WBGene00020890,History: N.A.
WBGene00014103,2.652904397,1.64e-11,WBGene00014103,WBGene00014103,History: N.A.
WBGene00015893,2.650757941,3.77e-08,WBGene00015893,WBGene00015893,History: N.A.
WBGene00017384,2.649867028,7.01e-15,WBGene00017384,WBGene00017384,History: N.A.
WBGene00012012,2.648419674,6.06e-19,WBGene00012012,WBGene00012012,History: N.A.
WBGene00020864,2.647260457,8.3e-17,WBGene00020864,WBGene00020864,History: N.A.
WBGene00010035,2.646934435,2.35e-13,WBGene00010035,WBGene00010035,History: N.A.
WBGene00021871,2.644332585,2.78e-07,WBGene00021871,WBGene00021871,"History: Split into dib-1(WBGene00235102). History of WBGene00021871: Split into ""WBGene00235102"" on 2012-12-21"
WBGene00015765,2.641142877,1.7700000000000002e-26,WBGene00015765,WBGene00015765,History: N.A.
WBGene00022157,2.640453077,1.29e-07,WBGene00022157,WBGene00022157,History: N.A.
WBGene00016312,2.637179094,1.91e-15,WBGene00016312,WBGene00016312,History: N.A.
WBGene00019461,2.632438328,1.73e-11,WBGene00019461,WBGene00019461,History: N.A.
WBGene00016286,2.631635635,2.58e-25,WBGene00016286,WBGene00016286,History: N.A.
WBGene00016085,2.63159534,2.63e-19,WBGene00016085,WBGene00016085,History: N.A.
WBGene00020867,2.625785227,4.93e-12,WBGene00020867,WBGene00020867,History: N.A.
WBGene00021639,2.620384333,5.02e-23,WBGene00021639,WBGene00021639,History: N.A.
WBGene00016081,2.619183781,2.03e-07,WBGene00016081,WBGene00016081,History: N.A.
WBGene00004901,2.618870348,1.57e-14,WBGene00004901,WBGene00004901,History: N.A.
WBGene00020066,2.618721782,3.53e-09,WBGene00020066,WBGene00020066,History: N.A.
WBGene00017195,2.617271362,6.61e-22,WBGene00017195,WBGene00017195,History: N.A.
WBGene00009160,2.616345399,1.12e-11,WBGene00009160,WBGene00009160,History: N.A.
WBGene00010254,2.610884583,4.74e-14,WBGene00010254,WBGene00010254,History: N.A.
WBGene00011493,2.607013099,2.09e-16,WBGene00011493,WBGene00011493,History: N.A.
WBGene00021386,2.606805106,2.71e-08,WBGene00021386,WBGene00021386,History: N.A.
WBGene00009344,2.604737909,2.86e-18,WBGene00009344,WBGene00009344,History: N.A.
WBGene00020443,2.603748499,1.66e-15,WBGene00020443,WBGene00020443,History: N.A.
WBGene00012401,2.602634587,1.25e-09,WBGene00012401,WBGene00012401,History: N.A.
WBGene00017441,2.602097971,3.76e-20,WBGene00017441,WBGene00017441,History: N.A.
WBGene00001487,2.601512534,7.99e-17,WBGene00001487,WBGene00001487,History: N.A.
WBGene00002227,2.601198287,1.71e-13,WBGene00002227,WBGene00002227,"History: Split into cisd-1(WBGene00044026). History of WBGene00002227: Split into ""WBGene00044026"" on 2004-12-14"
WBGene00018134,2.601030955,3.2200000000000007e-21,WBGene00018134,WBGene00018134,History: N.A.
WBGene00022090,2.600673223,6.989999999999999e-24,WBGene00022090,WBGene00022090,History: N.A.
WBGene00007715,2.600213603,1.05e-17,WBGene00007715,WBGene00007715,History: N.A.
WBGene00000530,2.597334996,1.48e-11,WBGene00000530,WBGene00000530,History: N.A.
WBGene00020356,2.596963261,2.34e-10,WBGene00020356,WBGene00020356,History: N.A.
WBGene00017215,2.596691553,2.83e-15,WBGene00017215,WBGene00017215,History: N.A.
WBGene00007714,2.596106601,7.53e-12,WBGene00007714,WBGene00007714,History: N.A.
WBGene00044674,2.595791485,3.46e-13,WBGene00044674,WBGene00044674,History: N.A.
WBGene00008383,2.592023539,8.26e-10,WBGene00008383,WBGene00008383,History: N.A.
WBGene00016429,2.59108255,5.29e-14,WBGene00016429,WBGene00016429,History: N.A.
WBGene00013192,2.581357259,1.31e-11,WBGene00013192,WBGene00013192,History: N.A.
WBGene00021153,2.579655093,7.05e-11,WBGene00021153,WBGene00021153,History: N.A.
WBGene00019769,2.579035844,8.96e-16,WBGene00019769,WBGene00019769,History: N.A.
WBGene00014681,2.577997964,3.37e-18,WBGene00014681,WBGene00014681,History: N.A.
WBGene00004969,2.577700516,5.47e-20,WBGene00004969,WBGene00004969,History: N.A.
WBGene00012637,2.575482902,5.4e-15,WBGene00012637,WBGene00012637,History: N.A.
WBGene00001605,2.575114849,1.06e-11,WBGene00001605,WBGene00001605,History: N.A.
WBGene00010136,2.574803593,3.94e-07,WBGene00010136,WBGene00010136,History: N.A.
WBGene00009390,2.574591319,3.22e-09,WBGene00009390,WBGene00009390,History: N.A.
WBGene00012937,2.574571514,1.37e-12,WBGene00012937,WBGene00012937,History: N.A.
WBGene00016516,2.573309745,1.68e-11,WBGene00016516,WBGene00016516,History: N.A.
WBGene00016963,2.572810695,1.95e-14,WBGene00016963,WBGene00016963,History: N.A.
WBGene00018232,2.57199158,7.62e-14,WBGene00018232,WBGene00018232,History: N.A.
WBGene00009402,2.569883321,3.98e-12,WBGene00009402,WBGene00009402,History: N.A.
WBGene00013995,2.567707524,1.83e-10,WBGene00013995,WBGene00013995,History: N.A.
WBGene00011918,2.566881962,1.56e-14,WBGene00011918,WBGene00011918,History: N.A.
WBGene00020381,2.566414605,1.14e-07,WBGene00020381,WBGene00020381,History: N.A.
WBGene00007239,2.564073993,1.47e-12,WBGene00007239,WBGene00007239,"History: Split into C01G10.19(WBGene00077584). History of WBGene00007239: Split into ""WBGene00077584"" on 2008-02-06"
WBGene00022140,2.556764976,4.35e-09,WBGene00022140,WBGene00022140,History: N.A.
WBGene00000981,2.556659675,2.37e-12,WBGene00000981,WBGene00000981,History: N.A.
WBGene00013290,2.55630247,3.79e-22,WBGene00013290,WBGene00013290,History: N.A.
WBGene00044448,2.555824821,3.96e-12,WBGene00044448,WBGene00044448,History: N.A.
WBGene00020990,2.555414856,7.68e-14,WBGene00020990,WBGene00020990,History: N.A.
WBGene00016161,2.554936553,3.09e-11,WBGene00016161,WBGene00016161,History: N.A.
WBGene00004904,2.553683442,2.8e-16,WBGene00004904,WBGene00004904,History: N.A.
WBGene00014024,2.549262122,2.84e-08,WBGene00014024,WBGene00014024,History: N.A.
WBGene00003019,2.549120646,4.52e-15,WBGene00003019,WBGene00003019,History: N.A.
WBGene00020293,2.547460051,4.22e-14,WBGene00020293,WBGene00020293,History: N.A.
WBGene00010155,2.547101826,1.55e-13,WBGene00010155,WBGene00010155,History: N.A.
WBGene00007269,2.543424828,1.42e-11,WBGene00007269,WBGene00007269,History: N.A.
WBGene00016680,2.542740316,8.3e-11,WBGene00016680,WBGene00016680,History: N.A.
WBGene00012173,2.542687862,1.12e-07,WBGene00012173,WBGene00012173,History: N.A.
WBGene00011218,2.541020013,1.03e-19,WBGene00011218,WBGene00011218,History: N.A.
WBGene00002120,2.539962635,4.78e-10,WBGene00002120,WBGene00002120,History: N.A.
WBGene00017941,2.539232355,7.58e-13,WBGene00017941,WBGene00017941,History: N.A.
WBGene00021265,2.538371781,6.2e-13,WBGene00021265,WBGene00021265,History: N.A.
WBGene00000389,2.536953308,5.89e-12,WBGene00000389,WBGene00000389,History: N.A.
WBGene00017559,2.528124084,1.84e-12,WBGene00017559,WBGene00017559,History: N.A.
WBGene00019586,2.526819271,1.5899999999999998e-23,WBGene00019586,WBGene00019586,History: N.A.
WBGene00018652,2.525179445,3e-10,WBGene00018652,WBGene00018652,History: N.A.
WBGene00009489,2.524368822,2.32e-14,WBGene00009489,WBGene00009489,History: N.A.
WBGene00015026,2.523921647,1.27e-14,WBGene00015026,WBGene00015026,History: N.A.
WBGene00009182,2.522197005,9.27e-14,WBGene00009182,WBGene00009182,"History: Split into dsb-2(WBGene00194892). History of WBGene00009182: Split into ""WBGene00194892"" on 2009-12-08"
WBGene00012296,2.517750184,2.22e-14,WBGene00012296,WBGene00012296,History: N.A.
WBGene00018163,2.517342302,9.99e-09,WBGene00018163,WBGene00018163,History: N.A.
WBGene00004960,2.516595173,7.18e-15,WBGene00004960,WBGene00004960,History: N.A.
WBGene00001371,2.516480736,1.05e-17,WBGene00001371,WBGene00001371,History: N.A.
WBGene00017802,2.511593504,3.15e-19,WBGene00017802,WBGene00017802,History: N.A.
WBGene00007688,2.510976307,2e-21,WBGene00007688,WBGene00007688,History: N.A.
WBGene00008725,2.510670495,1.12e-13,WBGene00008725,WBGene00008725,History: N.A.
WBGene00014238,2.509562073,6.86e-17,WBGene00014238,WBGene00014238,History: N.A.
WBGene00006689,2.508244684,2.41e-06,WBGene00006689,WBGene00006689,History: N.A.
WBGene00022707,2.506251236,1.63e-10,WBGene00022707,WBGene00022707,History: N.A.
WBGene00020187,2.505902128,2.5e-16,WBGene00020187,WBGene00020187,History: N.A.
WBGene00008657,2.504999513,2.92e-09,WBGene00008657,WBGene00008657,History: N.A.
WBGene00008092,2.504952678,4.72e-15,WBGene00008092,WBGene00008092,History: Renamed on 2014-11-12
WBGene00007197,2.50419867,1.01e-18,WBGene00007197,WBGene00007197,History: N.A.
WBGene00022888,2.503796445,7.64e-15,WBGene00022888,WBGene00022888,History: N.A.
WBGene00018471,2.502801311,9.91e-15,WBGene00018471,WBGene00018471,History: N.A.
WBGene00001503,2.502638675,6.89e-19,WBGene00001503,WBGene00001503,History: N.A.
WBGene00012609,2.502287905,8.5e-12,WBGene00012609,WBGene00012609,History: N.A.
WBGene00022818,2.501785807,9.94e-10,WBGene00022818,WBGene00022818,History: N.A.
WBGene00017392,2.501470833,3.23e-06,WBGene00017392,WBGene00017392,History: N.A.
WBGene00196376,2.499969852,5.9e-10,WBGene00196376,WBGene00196376,History: N.A.
WBGene00009471,2.499392258,2.71e-24,WBGene00009471,WBGene00009471,History: N.A.
WBGene00008498,2.499234123,1.22e-13,WBGene00008498,WBGene00008498,History: N.A.
WBGene00022700,2.498329116,9.52e-10,WBGene00022700,WBGene00022700,History: N.A.
WBGene00007117,2.498135317,1.15e-11,WBGene00007117,WBGene00007117,History: N.A.
WBGene00018158,2.497072941,2.71e-09,WBGene00018158,WBGene00018158,History: N.A.
WBGene00011954,2.496146946,3.08e-16,WBGene00011954,WBGene00011954,History: N.A.
WBGene00021010,2.495867342,2.1e-12,WBGene00021010,WBGene00021010,History: N.A.
WBGene00016462,2.495251455,8.21e-16,WBGene00016462,WBGene00016462,History: N.A.
WBGene00022589,2.492770518,1.07e-20,WBGene00022589,WBGene00022589,History: N.A.
WBGene00021996,2.491321598,2.17e-14,WBGene00021996,WBGene00021996,History: N.A.
WBGene00004965,2.49038099,2.72e-09,WBGene00004965,WBGene00004965,History: N.A.
WBGene00020985,2.49016902,2.41e-15,WBGene00020985,WBGene00020985,History: N.A.
WBGene00013890,2.490048673,2.4e-07,WBGene00013890,WBGene00013890,History: N.A.
WBGene00006052,2.489045538,2.16e-10,WBGene00006052,WBGene00006052,History: N.A.
WBGene00020802,2.487363401,3.67e-18,WBGene00020802,WBGene00020802,History: N.A.
WBGene00011808,2.486748702,5.33e-12,WBGene00011808,WBGene00011808,History: N.A.
WBGene00001538,2.48388826,2.6600000000000002e-21,WBGene00001538,WBGene00001538,History: N.A.
WBGene00044696,2.481071165,5.2600000000000004e-21,WBGene00044696,WBGene00044696,History: N.A.
WBGene00009738,2.476714838,1.01e-18,WBGene00009738,WBGene00009738,History: N.A.
WBGene00006644,2.475821522,2.59e-09,WBGene00006644,WBGene00006644,History: N.A.
WBGene00044896,2.475356776,7.57e-07,WBGene00044896,WBGene00044896,History: N.A.
WBGene00003466,2.475194912,3.08e-13,WBGene00003466,WBGene00003466,History: N.A.
WBGene00010574,2.474326322,1.91e-13,WBGene00010574,WBGene00010574,History: N.A.
WBGene00007169,2.473922783,5.45e-16,WBGene00007169,WBGene00007169,History: N.A.
WBGene00007987,2.473718856,5.43e-17,WBGene00007987,WBGene00007987,History: N.A.
WBGene00012689,2.473564201,5.65e-17,WBGene00012689,WBGene00012689,History: N.A.
WBGene00014665,2.471876533,9.54e-15,WBGene00014665,WBGene00014665,History: N.A.
WBGene00006449,2.463947838,3.91e-08,WBGene00006449,WBGene00006449,History: Renamed on 2013-12-23
WBGene00015688,2.463526326,1.87e-16,WBGene00015688,WBGene00015688,History: N.A.
WBGene00017050,2.463143791,1.47e-12,WBGene00017050,WBGene00017050,History: N.A.
WBGene00008660,2.461820731,1.55e-09,WBGene00008660,WBGene00008660,History: N.A.
WBGene00011587,2.456678831,4.67e-19,WBGene00011587,WBGene00011587,History: N.A.
WBGene00219493,2.456574796,3.5e-16,WBGene00219493,WBGene00219493,History: N.A.
WBGene00019667,2.455729836,3.91e-10,WBGene00019667,WBGene00019667,History: Renamed on 2017-10-11
WBGene00011919,2.451060163,4.39e-09,WBGene00011919,WBGene00011919,History: N.A.
WBGene00022650,2.449194797,1.67e-09,WBGene00022650,WBGene00022650,History: N.A.
WBGene00007305,2.446406533,8.64e-13,WBGene00007305,WBGene00007305,History: N.A.
WBGene00001414,2.446372585,1.4399999999999997e-23,WBGene00001414,WBGene00001414,History: N.A.
WBGene00021296,2.44398225,4.43e-14,WBGene00021296,WBGene00021296,History: N.A.
WBGene00020414,2.443170431,1.81e-16,WBGene00020414,WBGene00020414,History: N.A.
WBGene00010247,2.44228542,1.71e-10,WBGene00010247,WBGene00010247,History: N.A.
WBGene00022108,2.440476803,2.17e-18,WBGene00022108,WBGene00022108,History: N.A.
WBGene00007917,2.439575527,3.2e-21,WBGene00007917,WBGene00007917,History: N.A.
WBGene00020713,2.438681551,5.41e-14,WBGene00020713,WBGene00020713,History: N.A.
WBGene00020991,2.438325573,6.54e-13,WBGene00020991,WBGene00020991,History: N.A.
WBGene00007639,2.436929724,7.88e-07,WBGene00007639,WBGene00007639,History: N.A.
WBGene00018895,2.436809784,8.89e-12,WBGene00018895,WBGene00018895,History: N.A.
WBGene00020661,2.435864616,7.24e-14,WBGene00020661,WBGene00020661,History: N.A.
WBGene00016541,2.433371156,9.82e-13,WBGene00016541,WBGene00016541,History: N.A.
WBGene00010072,2.43237684,1.94e-17,WBGene00010072,WBGene00010072,History: N.A.
WBGene00000150,2.432048847,3.61e-12,WBGene00000150,WBGene00000150,History: Renamed on 2015-03-05
WBGene00013175,2.430519223,3.44e-10,WBGene00013175,WBGene00013175,History: N.A.
WBGene00012930,2.429467797,2.11e-25,WBGene00012930,WBGene00012930,History: N.A.
WBGene00194691,2.42838965,2.86e-09,WBGene00194691,WBGene00194691,History: N.A.
WBGene00010378,2.427068147,3.66e-07,WBGene00010378,WBGene00010378,History: N.A.
WBGene00000771,2.425762534,4.46e-18,WBGene00000771,WBGene00000771,History: N.A.
WBGene00008912,2.423411629,9.72e-18,WBGene00008912,WBGene00008912,History: N.A.
WBGene00021298,2.423363595,9.79e-10,WBGene00021298,WBGene00021298,History: N.A.
WBGene00004906,2.422974159,1.05e-14,WBGene00004906,WBGene00004906,History: N.A.
WBGene00008424,2.422902881,4.18e-12,WBGene00008424,WBGene00008424,History: N.A.
WBGene00009956,2.421325195,5.72e-09,WBGene00009956,WBGene00009956,History: N.A.
WBGene00235359,2.420124393,2.27e-13,WBGene00235359,WBGene00235359,History: N.A.
WBGene00019785,2.418640051,1.45e-17,WBGene00019785,WBGene00019785,History: N.A.
WBGene00004958,2.418330825,3.67e-15,WBGene00004958,WBGene00004958,History: N.A.
WBGene00219326,2.417466728,1.29e-11,WBGene00219326,WBGene00219326,History: N.A.
WBGene00015661,2.415539799,8.13e-08,WBGene00015661,WBGene00015661,History: N.A.
WBGene00014241,2.413346309,2.18e-11,WBGene00014241,WBGene00014241,History: N.A.
WBGene00019257,2.412345976,2.23e-13,WBGene00019257,WBGene00019257,History: N.A.
WBGene00003426,2.412128449,1.34e-12,WBGene00003426,WBGene00003426,History: N.A.
WBGene00019229,2.411853172,2.75e-09,WBGene00019229,WBGene00019229,History: N.A.
WBGene00022849,2.410102417,1.32e-15,WBGene00022849,WBGene00022849,History: N.A.
WBGene00007574,2.407787543,1.83e-15,WBGene00007574,WBGene00007574,History: N.A.
WBGene00014229,2.402817599,4.23e-14,WBGene00014229,WBGene00014229,History: N.A.
WBGene00013956,2.401455079,3.43e-09,WBGene00013956,WBGene00013956,History: N.A.
WBGene00019812,2.399653171,2.26e-14,WBGene00019812,WBGene00019812,History: N.A.
WBGene00016040,2.396758869,7.53e-11,WBGene00016040,WBGene00016040,History: N.A.
WBGene00009031,2.396672724,5.2e-12,WBGene00009031,WBGene00009031,History: N.A.
WBGene00019216,2.390300278,1.61e-14,WBGene00019216,WBGene00019216,History: N.A.
WBGene00019151,2.387508391,8.63e-13,WBGene00019151,WBGene00019151,History: N.A.
WBGene00014029,2.38621183,1.25e-12,WBGene00014029,WBGene00014029,History: N.A.
WBGene00007301,2.386205505,1.25e-11,WBGene00007301,WBGene00007301,History: N.A.
WBGene00013701,2.385857628,1.51e-09,WBGene00013701,WBGene00013701,History: N.A.
WBGene00010786,2.383019105,9.5e-09,WBGene00010786,WBGene00010786,History: N.A.
WBGene00011176,2.381756895,2.7e-17,WBGene00011176,WBGene00011176,History: N.A.
WBGene00017271,2.381488522,5.99e-08,WBGene00017271,WBGene00017271,History: N.A.
WBGene00021110,2.38008192,6.24e-07,WBGene00021110,WBGene00021110,History: N.A.
WBGene00015421,2.379716222,1.74e-09,WBGene00015421,WBGene00015421,History: N.A.
WBGene00010082,2.379446463,1.54e-11,WBGene00010082,WBGene00010082,History: N.A.
WBGene00044384,2.378767142,4.94e-08,WBGene00044384,WBGene00044384,History: N.A.
WBGene00011401,2.378166527,1.14e-10,WBGene00011401,WBGene00011401,"History: Split into T03F6.10(WBGene00185005). History of WBGene00011401: Split into ""WBGene00185005"" on 2009-02-27"
WBGene00010366,2.377831941,5.89e-10,WBGene00010366,WBGene00010366,History: N.A.
WBGene00022876,2.376352475,1.83e-12,WBGene00022876,WBGene00022876,History: N.A.
WBGene00011120,2.375896265,4.16e-17,WBGene00011120,WBGene00011120,History: N.A.
WBGene00011617,2.375318792,1.66e-07,WBGene00011617,WBGene00011617,History: N.A.
WBGene00019744,2.374690563,6.45e-10,WBGene00019744,WBGene00019744,History: N.A.
WBGene00017803,2.370623415,3.33e-13,WBGene00017803,WBGene00017803,History: N.A.
WBGene00018004,2.368039658,1.71e-11,WBGene00018004,WBGene00018004,History: N.A.
WBGene00009513,2.365853298,1.65e-08,WBGene00009513,WBGene00009513,History: N.A.
WBGene00020042,2.364652191,6.55e-08,WBGene00020042,WBGene00020042,History: N.A.
WBGene00007948,2.361922944,6.75e-15,WBGene00007948,WBGene00007948,History: N.A.
WBGene00015934,2.360431091,1.4e-07,WBGene00015934,WBGene00015934,History: N.A.
WBGene00009178,2.360347248,2.71e-08,WBGene00009178,WBGene00009178,History: N.A.
WBGene00018135,2.359563028,9.96e-14,WBGene00018135,WBGene00018135,History: N.A.
WBGene00019410,2.359330941,8.51e-09,WBGene00019410,WBGene00019410,History: N.A.
WBGene00011669,2.358485789,8.29e-14,WBGene00011669,WBGene00011669,History: N.A.
WBGene00017059,2.35734547,3.08e-13,WBGene00017059,WBGene00017059,History: N.A.
WBGene00015051,2.357175085,5.96e-10,WBGene00015051,WBGene00015051,History: N.A.
WBGene00013437,2.357128538,6.09e-12,WBGene00013437,WBGene00013437,History: N.A.
WBGene00017545,2.357076598,3.87e-14,WBGene00017545,WBGene00017545,History: N.A.
WBGene00012870,2.355358664,5.26e-09,WBGene00012870,WBGene00012870,History: N.A.
WBGene00007446,2.355132107,1.04e-10,WBGene00007446,WBGene00007446,History: N.A.
WBGene00016839,2.353067264,1.96e-13,WBGene00016839,WBGene00016839,History: N.A.
WBGene00013304,2.348747034,3.92e-13,WBGene00013304,WBGene00013304,History: N.A.
WBGene00018127,2.347599121,2.27e-14,WBGene00018127,WBGene00018127,History: N.A.
WBGene00017058,2.347316711,8.51e-11,WBGene00017058,WBGene00017058,History: N.A.
WBGene00022634,2.344952488,1.56e-13,WBGene00022634,WBGene00022634,History: N.A.
WBGene00017703,2.344632459,1.37e-10,WBGene00017703,WBGene00017703,History: N.A.
WBGene00010612,2.343912944,2.19e-15,WBGene00010612,WBGene00010612,History: N.A.
WBGene00021288,2.343024498,3.29e-13,WBGene00021288,WBGene00021288,History: N.A.
WBGene00010324,2.34230891,2.05e-08,WBGene00010324,WBGene00010324,"History: Split into F59C6.14(WBGene00044792). History of WBGene00010324: Split into ""WBGene00044792"" on 2006-03-20"
WBGene00013747,2.342303245,7.54e-08,WBGene00013747,WBGene00013747,History: N.A.
WBGene00015860,2.342076121,3.98e-11,WBGene00015860,WBGene00015860,History: N.A.
WBGene00019949,2.340165763,3.28e-09,WBGene00019949,WBGene00019949,History: N.A.
WBGene00001501,2.340004017,1.5899999999999999e-24,WBGene00001501,WBGene00001501,History: N.A.
WBGene00006051,2.339424954,1.63e-14,WBGene00006051,WBGene00006051,History: N.A.
WBGene00000020,2.339358515,9.7e-18,WBGene00000020,WBGene00000020,History: N.A.
WBGene00015024,2.339176814,8.3e-14,WBGene00015024,WBGene00015024,History: N.A.
WBGene00012721,2.338519721,2.03e-06,WBGene00012721,WBGene00012721,History: N.A.
WBGene00009193,2.335885208,5.92e-11,WBGene00009193,WBGene00009193,History: N.A.
WBGene00015628,2.335802037,2.76e-08,WBGene00015628,WBGene00015628,"History: Split into C09B9.85(WBGene00220250). History of WBGene00015628: Split into ""WBGene00220250"" on 2012-08-17"
WBGene00013823,2.335777223,9.82e-10,WBGene00013823,WBGene00013823,History: N.A.
WBGene00019783,2.334621782,1.37e-18,WBGene00019783,WBGene00019783,History: N.A.
WBGene00012784,2.333507241,5.78e-08,WBGene00012784,WBGene00012784,History: N.A.
WBGene00016410,2.331443181,3.6e-09,WBGene00016410,WBGene00016410,History: N.A.
WBGene00019556,2.329850428,8.23e-15,WBGene00019556,WBGene00019556,History: N.A.
WBGene00044347,2.32977632,4.21e-11,WBGene00044347,WBGene00044347,History: N.A.
WBGene00019773,2.328867727,3.49e-15,WBGene00019773,WBGene00019773,History: N.A.
WBGene00017869,2.326928002,6.12e-11,WBGene00017869,WBGene00017869,History: N.A.
WBGene00019834,2.325305529,8.22e-07,WBGene00019834,WBGene00019834,History: N.A.
WBGene00018999,2.315954202,8.7e-15,WBGene00018999,WBGene00018999,History: N.A.
WBGene00008063,2.314311984,1.02e-09,WBGene00008063,WBGene00008063,History: N.A.
WBGene00004964,2.312192074,6.65e-09,WBGene00004964,WBGene00004964,History: N.A.
WBGene00007080,2.310706677,1.79e-06,WBGene00007080,WBGene00007080,History: N.A.
WBGene00008590,2.30863541,2.59e-07,WBGene00008590,WBGene00008590,History: N.A.
WBGene00018502,2.304189538,1.12e-10,WBGene00018502,WBGene00018502,History: N.A.
WBGene00010246,2.302914866,4.17e-12,WBGene00010246,WBGene00010246,History: N.A.
WBGene00010634,2.302373916,9.26e-10,WBGene00010634,WBGene00010634,History: N.A.
WBGene00012785,2.299405457,6.84e-08,WBGene00012785,WBGene00012785,History: N.A.
WBGene00018841,2.299324039,7.51e-10,WBGene00018841,WBGene00018841,"History: Split into F54H5.14(WBGene00255600). History of WBGene00018841: Split into ""WBGene00255600"" on 2014-11-13"
WBGene00015192,2.296208508,2.32e-07,WBGene00015192,WBGene00015192,History: N.A.
WBGene00021878,2.294905256,5.61e-10,WBGene00021878,WBGene00021878,History: N.A.
WBGene00018122,2.294642581,6.77e-12,WBGene00018122,WBGene00018122,History: N.A.
WBGene00017853,2.294407949,7.81e-10,WBGene00017853,WBGene00017853,History: N.A.
WBGene00010755,2.294025752,3.54e-12,WBGene00010755,WBGene00010755,History: N.A.
WBGene00012605,2.293373269,4.42e-13,WBGene00012605,WBGene00012605,History: N.A.
WBGene00044392,2.292151909,6.59e-10,WBGene00044392,WBGene00044392,History: N.A.
WBGene00016753,2.292110588,1.54e-07,WBGene00016753,WBGene00016753,History: N.A.
WBGene00194816,2.287900644,5.99e-09,WBGene00194816,WBGene00194816,History: N.A.
WBGene00008724,2.287442531,9.58e-10,WBGene00008724,WBGene00008724,History: N.A.
WBGene00013809,2.285549542,1.59e-07,WBGene00013809,WBGene00013809,History: N.A.
WBGene00235369,2.285062306,1.26e-06,WBGene00235369,WBGene00235369,History: N.A.
WBGene00018198,2.282838341,9.18e-14,WBGene00018198,WBGene00018198,History: N.A.
WBGene00014197,2.282453081,7.01e-10,WBGene00014197,WBGene00014197,History: N.A.
WBGene00010883,2.279856079,3.17e-08,WBGene00010883,WBGene00010883,History: N.A.
WBGene00002130,2.276986191,3.1e-11,WBGene00002130,WBGene00002130,History: N.A.
WBGene00021382,2.275912452,5.54e-08,WBGene00021382,WBGene00021382,History: N.A.
WBGene00019095,2.275776416,1.15e-11,WBGene00019095,WBGene00019095,History: N.A.
WBGene00020377,2.27572042,2.79e-10,WBGene00020377,WBGene00020377,History: N.A.
WBGene00017647,2.274032329,9.76e-11,WBGene00017647,WBGene00017647,History: N.A.
WBGene00019459,2.273922851,9.73e-08,WBGene00019459,WBGene00019459,History: N.A.
WBGene00007503,2.272195026,2.08e-13,WBGene00007503,WBGene00007503,History: N.A.
WBGene00009049,2.271644754,6.19e-12,WBGene00009049,WBGene00009049,History: N.A.
WBGene00043743,2.269977218,4.46e-13,WBGene00043743,WBGene00043743,History: Killed on 2004-10-04; Resurrected on 2005-06-22
WBGene00009043,2.269731375,7.25e-09,WBGene00009043,WBGene00009043,History: N.A.
WBGene00000007,2.266110693,7.26e-13,WBGene00000007,WBGene00000007,History: N.A.
WBGene00022751,2.264813579,5.83e-12,WBGene00022751,WBGene00022751,History: N.A.
WBGene00007548,2.263850454,1.33e-07,WBGene00007548,WBGene00007548,History: N.A.
WBGene00017387,2.263727688,2.39e-18,WBGene00017387,WBGene00017387,History: N.A.
WBGene00001912,2.261742551,4.27e-12,WBGene00001912,WBGene00001912,History: N.A.
WBGene00009749,2.261134465,2.67e-07,WBGene00009749,WBGene00009749,History: N.A.
WBGene00022102,2.260458955,4.17e-09,WBGene00022102,WBGene00022102,History: N.A.
WBGene00018926,2.259819864,8.66e-08,WBGene00018926,WBGene00018926,History: N.A.
WBGene00008214,2.25644882,3.92e-07,WBGene00008214,WBGene00008214,"History: Split into C49F8.14(WBGene00303047). History of WBGene00008214: Split into ""WBGene00303047"" on 2018-03-02"
WBGene00012615,2.256323348,1.87e-26,WBGene00012615,WBGene00012615,History: N.A.
WBGene00010633,2.255557415,1.73e-11,WBGene00010633,WBGene00010633,History: N.A.
WBGene00020071,2.25499566,2.7e-12,WBGene00020071,WBGene00020071,History: N.A.
