ProbeName,Fold change([1] vs Zero),Regulation([1] vs Zero),[1](normalized),Common name,gene,Description,GenbankAccession,ControlType,fold change,Input,Suggested Match,History,Input,Suggested Match,History
A_12_P113797,6.938085,up,2.7945375,C17F4.2,C17F4.2,,,FALSE,2.7945375,,,,,,
A_12_P118370,3.6344569,up,1.8617398,C17F4.3,C17F4.3,,,FALSE,1.8617398,,,,,,
A_12_P106141,4.3285704,up,2.1138906,C17G1.1,C17G1.1,,,FALSE,2.1138906,,,,,,
A_12_P101046,2.264968,up,1.1794907,C17G1.5,C17G1.5,,,FALSE,1.1794907,,,,,,
A_12_P101797,2.0698738,up,1.0495428,C17G1.6,C17G1.6,zinc metalloprotease [C17G1.6],,FALSE,1.0495428,,,,,,
A_12_P101344,2.2350311,up,1.1602949,C17G10.7,C17G10.7,,,FALSE,1.1602949,,,,,,
A_12_P116621,2.2063375,up,1.1416534,C17H12.10,C17H12.10,,,FALSE,1.1416534,,,,,,
A_12_P116851,2.3684704,up,1.2439556,C18C4.5b,C18C4.5b,,,FALSE,1.2439556,,,,,,
A_12_P102069,2.753075,up,1.4610438,C18C4.9.2,C18C4.9.2,,,FALSE,1.4610438,,,,,,
A_12_P114362,3.6097305,up,1.8518912,C18E9.7,C18E9.7,protein-tyrosine phosphatase like [C18E9.7],,FALSE,1.8518912,,,,,,
A_12_P106707,2.5643845,up,1.3586125,C18H2.3,C18H2.3,,,FALSE,1.3586125,,,,,,
A_12_P107650,3.0615273,up,1.6142515,C18H2.4,C18H2.4,,,FALSE,1.6142515,,,,,,
A_12_P105668,3.498069,up,1.8065587,C18H7.1.2,C18H7.1.2,,,FALSE,1.8065587,,,,,,
A_12_P100657,9.410554,up,3.2342796,C18H7.3,C18H7.3,cuticular collagen [C18H7.3],,FALSE,3.2342796,,,,,,
A_12_P110883,9.519653,up,3.250909,C18H9.1,C18H9.1,Initiation factor (IF-2) [C18H9.1],,FALSE,3.250909,,,,,,
A_12_P108440,2.4628315,up,1.3003179,C18H9.5,C18H9.5,sodium/phosphate transport protein [C18H9.5],,FALSE,1.3003179,,,,,,
A_12_P104728,2.3641796,up,1.2413397,C23G10.6,C23G10.6,UDP-glucosyltransferase [C23G10.6],,FALSE,1.2413397,,,,,,
A_12_P106595,9.45592,up,3.2412179,C23H3.9c,C23H3.9c,,,FALSE,3.2412179,,,,,,
A_12_P100561,2.3402193,up,1.2266437,C23H5.8b,C23H5.8b,,,FALSE,1.2266437,,,,,,
A_12_P108655,3.6913798,up,1.8841602,C23H5.9,C23H5.9,,,FALSE,1.8841602,,,,,,
A_12_P108051,2.4059823,up,1.266626,C24A1.1,C24A1.1,,,FALSE,1.266626,,,,,,
A_12_P105290,2.380229,up,1.2511004,C24B5.1,C24B5.1,,,FALSE,1.2511004,,,,,,
A_12_P108452,3.8641698,up,1.9501585,C24B5.3,C24B5.3,,,FALSE,1.9501585,,,,,,
A_12_P111649,2.3395567,up,1.2262352,C24F3.3,C24F3.3,zinc metallopeptidase (M12A family) [C24F3.3],,FALSE,1.2262352,,,,,,
A_12_P112498,2.3578465,up,1.2374698,C24G6.2b,C24G6.2b,protein kinase [C24G6.2b],,FALSE,1.2374698,,,,,,
A_12_P112180,3.0332363,up,1.6008579,C24G6.7,C24G6.7,,,FALSE,1.6008579,,,,,,
A_12_P112227,2.0567956,up,1.0403985,C24H11.1,C24H11.1,Protein  phosphatase-1 (PP1) [C24H11.1],,FALSE,1.0403985,,,,,,
A_12_P109353,2.1214414,up,1.0850449,C25A11.4b,C25A11.4b,,,FALSE,1.0850449,,,,,,
A_12_P109756,2.3315191,up,1.2212702,C25B8.6.1,C25B8.6.1,,,FALSE,1.2212702,,,,,,
A_12_P104287,2.431696,up,1.2819629,C25D7.2,C25D7.2,,,FALSE,1.2819629,,,,,,
A_12_P119024,2.3253329,up,1.2174373,C25E10.11,C25E10.11,,,FALSE,1.2174373,,,,,,
A_12_P112835,3.1592145,up,1.6595659,C25E10.4,C25E10.4,,,FALSE,1.6595659,,,,,,
A_12_P116377,3.193039,up,1.6749301,C25E10.5,C25E10.5,,,FALSE,1.6749301,,,,,,
A_12_P115845,5.047345,up,2.3355248,C25F6.6,C25F6.6,,,FALSE,2.3355248,,,,,,
A_12_P114425,6.7651515,up,2.7581222,C25F6.7b,C25F6.7b,,,FALSE,2.7581222,,,,,,
A_12_P103671,4.2020445,up,2.0710914,C26B2.8,C26B2.8,,,FALSE,2.0710914,,,,,,
A_12_P109590,5.4933534,up,2.4576871,C26B9.2,C26B9.2,,,FALSE,2.4576871,,,,,,
A_12_P118498,8.909787,up,3.155391,C26B9.3,C26B9.3,,,FALSE,3.155391,,,,,,
A_12_P102690,2.9808776,up,1.5757371,C26C6.3,C26C6.3,zinc metalloprotease [C26C6.3],,FALSE,1.5757371,,,,,,
A_12_P102615,5.3192687,up,2.411228,C26D10.5a,C26D10.5a,,,FALSE,2.411228,,,,,,
A_12_P107787,4.225301,up,2.079054,C26D10.5b,C26D10.5b,,,FALSE,2.079054,,,,,,
A_12_P102306,3.029174,up,1.5989245,C26F1.1a,C26F1.1a,,,FALSE,1.5989245,,,,,,
A_12_P103781,5.742537,up,2.5216882,C26F1.5,C26F1.5,,,FALSE,2.5216882,,,,,,
A_12_P106611,2.2703438,up,1.1829108,C27A12.5,C27A12.5,homeobox protein [C27A12.5],,FALSE,1.1829108,,,,,,
A_12_P113157,2.1796424,up,1.1240915,C27A2.4,C27A2.4,acid phosphotase [C27A2.4],,FALSE,1.1240915,,,,,,
A_12_P119362,4.7426047,up,2.2456796,C27A2.5,C27A2.5,,,FALSE,2.2456796,,,,,,
A_12_P111803,2.5463474,up,1.3484292,C27D9.2,C27D9.2,,,FALSE,1.3484292,,,,,,
A_12_P106359,2.2779891,up,1.1877608,C27H5.1,C27H5.1,,,FALSE,1.1877608,,,,,,
A_12_P108744,2.691462,up,1.42839,C27H5.2a,C27H5.2a,,,FALSE,1.42839,,,,,,
A_12_P113417,2.5669022,up,1.3600283,C27H5.2b,C27H5.2b,,,FALSE,1.3600283,,,,,,
A_12_P112910,2.721963,up,1.4446474,C27H5.2d,C27H5.2d,,,FALSE,1.4446474,,,,,,
A_12_P113968,2.84118,up,1.5064902,C28C12.3,C28C12.3,,,FALSE,1.5064902,,,,,,
A_12_P106227,2.4432116,up,1.2887788,C28C12.4,C28C12.4,,,FALSE,1.2887788,,,,,,
A_12_P110267,3.2568102,up,1.7034596,C28H8.11a,C28H8.11a,"tryptophan 2,3-dioxygenase [C28H8.11a]",,FALSE,1.7034596,,,,,,
A_12_P104896,3.064439,up,1.615623,C28H8.11b.2,C28H8.11b.2,,,FALSE,1.615623,,,,,,
A_12_P107080,7.754855,up,2.9550998,C28H8.5,C28H8.5,,,FALSE,2.9550998,,,,,,
A_12_P115025,2.777149,up,1.4736046,C29A12.6,C29A12.6,,,FALSE,1.4736046,,,,,,
A_12_P117774,7.2949123,up,2.8668907,C29E4.1,C29E4.1,Cuticle collagen [C29E4.1],,FALSE,2.8668907,,,,,,
A_12_P115875,10.063555,up,3.331068,C29E6.1,C29E6.1,LET-653 mucin like protein [C29E6.1],,FALSE,3.331068,,,,,,
A_12_P117543,2.5451257,up,1.347737,C29E6.2,C29E6.2,ankyrin repeats [C29E6.2],,FALSE,1.347737,,,,,,
A_12_P110064,3.4407408,up,1.7827193,C29E6.5,C29E6.5,"Zinc finger, C4 type (two domains) [C29E6.5]",,FALSE,1.7827193,,,,,,
A_12_P109571,3.2104306,up,1.6827668,C29F3.2,C29F3.2,Hint module [C29F3.2],,FALSE,1.6827668,,,,,,
A_12_P111434,3.118992,up,1.6410799,C29F3.3,C29F3.3,,,FALSE,1.6410799,,,,,,
A_12_P109814,3.1077378,up,1.6358647,C29F3.5,C29F3.5,,,FALSE,1.6358647,,,,,,
A_12_P106368,4.957467,up,2.3096032,C29F4.1,C29F4.1,collagen [C29F4.1],,FALSE,2.3096032,,,,,,
A_12_P118060,2.9336703,up,1.5527067,C29F9.2,C29F9.2,,,FALSE,1.5527067,,,,,,
A_12_P101043,2.8455667,up,1.508716,C29F9.5,C29F9.5,,,FALSE,1.508716,,,,,,
A_12_P100457,2.0989041,up,1.0696363,C30A5.4,C30A5.4,Protein phosphatase [R13A5.11],,FALSE,1.0696363,,,,,,
A_12_P103171,2.3664618,up,1.2427316,C30B5.3,C30B5.3,C. elegans protein C40H1.1 [C30B5.3],,FALSE,1.2427316,,,,,,
A_12_P108034,3.179915,up,1.6689882,C30F8.3,C30F8.3,,,FALSE,1.6689882,,,,,,
A_12_P106811,7.730219,up,2.9505093,C30G12.4,C30G12.4,,,FALSE,2.9505093,,,,,,
A_12_P119899,2.5260887,up,1.3369054,C30H6.10,C30H6.10,,,FALSE,1.3369054,,,,,,
A_12_P113217,2.721816,up,1.4445696,C30H6.2,C30H6.2,,,FALSE,1.4445696,,,,,,
A_12_P116922,3.2231166,up,1.6884564,C30H6.5,C30H6.5,,,FALSE,1.6884564,,,,,,
A_12_P100005,3.2930357,up,1.7194182,C31A11.7,C31A11.7,,,FALSE,1.7194182,,,,,,
A_12_P109797,2.189917,up,1.1308762,C31C9.2.5,C31C9.2.5,D-3-Phosphoglycerate dehydrogenase [C31C9.2.5],,FALSE,1.1308762,,,,,,
A_12_P114353,3.8499634,up,1.9448447,C31E10.2,C31E10.2,reverse transcriptase [C31E10.2],,FALSE,1.9448447,,,,,,
A_12_P112371,10.15641,up,3.3443186,C31H2.2,C31H2.2,collagen alpha (weak) [C31H2.2],,FALSE,3.3443186,,,,,,
A_12_P105474,4.29409,up,2.1023524,C32D5.12,C32D5.12,,,FALSE,2.1023524,,,,,,
A_12_P105452,2.1049004,up,1.0737519,C32D5.7,C32D5.7,,,FALSE,1.0737519,,,,,,
A_12_P115009,10.876403,up,3.4431295,C32E12.3,C32E12.3,,,FALSE,3.4431295,,,,,,
A_12_P119198,3.770843,up,1.9148871,C32E12.5.2,C32E12.5.2,,,FALSE,1.9148871,,,,,,
A_12_P103568,5.050285,up,2.3363647,C32H11.11,C32H11.11,,,FALSE,2.3363647,,,,,,
A_12_P102435,8.061051,up,3.010968,C32H11.6,C32H11.6,,,FALSE,3.010968,,,,,,
A_12_P117850,2.4321082,up,1.2822074,C33A12.4,C33A12.4,,,FALSE,1.2822074,,,,,,
A_12_P117404,10.574049,up,3.402456,C33B4.2,C33B4.2,,,FALSE,3.402456,,,,,,
A_12_P113269,2.2667475,up,1.1806237,C33B4.3b,C33B4.3b,ankyrin and proline rich domains [C33B4.3a],,FALSE,1.1806237,,,,,,
A_12_P110752,5.85615,up,2.5499525,C33B4.5,C33B4.5,,,FALSE,2.5499525,,,,,,
A_12_P112213,5.2735114,up,2.398764,C33D3.4,C33D3.4,,,FALSE,2.398764,,,,,,
A_12_P107152,2.300714,up,1.2020817,C33D9.3b,C33D9.3b,,,FALSE,1.2020817,,,,,,
A_12_P116976,2.3945441,up,1.259751,C33D9.8,C33D9.8,Human CLIP-170 like protein [C33D9.8],,FALSE,1.259751,,,,,,
A_12_P113362,2.4616082,up,1.2996012,C33F10.5b,C33F10.5b,"fibronectin, IG-like domains of NCAM [C33F10.5a]",,FALSE,1.2996012,,,,,,
A_12_P119165,2.50304,up,1.3236814,C33F10.7,C33F10.7,esterase and beta-lactamase [C33F10.7],,FALSE,1.3236814,,,,,,
A_12_P111332,6.614766,up,2.7256901,C33G3.3,C33G3.3,,,FALSE,2.7256901,,,,,,
A_12_P110991,3.7311406,up,1.8996167,C33G3.5,C33G3.5,,,FALSE,1.8996167,,,,,,
A_12_P113938,5.2517757,up,2.3928053,C33H5.1,C33H5.1,,,FALSE,2.3928053,,,,,,
A_12_P100886,18.33094,up,4.196209,C33H5.2,C33H5.2,,,FALSE,4.196209,,,,,,
A_12_P113301,3.1520128,up,1.6562734,C34B2.11,C34B2.11,,,FALSE,1.6562734,,,,,,
A_12_P118547,2.8663032,up,1.5191913,C34B2.9,C34B2.9,,,FALSE,1.5191913,,,,,,
A_12_P120231,5.6523957,up,2.4988625,C34C12.6.1,C34C12.6.1,,,FALSE,2.4988625,,,,,,
A_12_P117592,2.7051706,up,1.4357196,C34C12.7,C34C12.7,,,FALSE,1.4357196,,,,,,
A_12_P101768,3.4201574,up,1.7740628,C34C6.3,C34C6.3,EGF receptor/notch-like protein [C34C6.3],,FALSE,1.7740628,,,,,,
A_12_P108179,4.4897327,up,2.1666296,C34D4.15,C34D4.15,,,FALSE,2.1666296,,,,,,
A_12_P116465,3.4709303,up,1.7953224,C34D4.9,C34D4.9,,,FALSE,1.7953224,,,,,,
A_12_P106540,2.5504348,up,1.3507432,C34E7.1.2,C34E7.1.2,,,FALSE,1.3507432,,,,,,
A_12_P113415,4.432378,up,2.1480808,C34E7.4,C34E7.4,,,FALSE,2.1480808,,,,,,
A_12_P119227,10.323689,up,3.3678868,C34F6.1,C34F6.1,Kunitz/Bovine pancreatic trypsin inhibitor domain (8 domains) [C34F6.1],,FALSE,3.3678868,,,,,,
A_12_P110567,16.135176,up,4.0121374,C34G6.6b,C34G6.6b,,,FALSE,4.0121374,,,,,,
A_12_P117928,2.7083023,up,1.4373888,C34H4.1,C34H4.1,,,FALSE,1.4373888,,,,,,
A_12_P109743,2.2519171,up,1.1711537,C34H4.2,C34H4.2,,,FALSE,1.1711537,,,,,,
A_12_P113416,3.9537537,up,1.983223,C34H4.4a,C34H4.4a,cuticular collagen [C34H4.4a],,FALSE,1.983223,,,,,,
A_12_P100329,3.5768375,up,1.8386846,C34H4.4a,C34H4.4a,cuticular collagen [C34H4.4a],,FALSE,1.8386846,,,,,,
A_12_P108825,8.627877,up,3.1090057,C35A11.2,C35A11.2,,,FALSE,3.1090057,,,,,,
A_12_P113932,3.4929152,up,1.8044316,C35A5.3,C35A5.3,sodium/phosphate transport protein [C35A5.3],,FALSE,1.8044316,,,,,,
A_12_P102479,5.363634,up,2.4232109,C35A5.5,C35A5.5,,,FALSE,2.4232109,,,,,,
A_12_P102323,2.577123,up,1.3657614,C35A5.7,C35A5.7,transmembranous domains [C35A5.7],,FALSE,1.3657614,,,,,,
A_12_P115280,7.4430456,up,2.895893,C35B8.1,C35B8.1,Cuticle collagen [C35B8.1],,FALSE,2.895893,,,,,,
A_12_P110128,9.470364,up,3.24342,C35D6.5,C35D6.5,,,FALSE,3.24342,,,,,,
A_12_P109906,2.1931732,up,1.1330198,C36H8.1,C36H8.1,major sperm protein like [C36H8.1],,FALSE,1.1330198,,,,,,
A_12_P120065,2.6002212,up,1.3786343,C36H8.3,C36H8.3,,,FALSE,1.3786343,,,,,,
A_12_P118460,13.858204,up,3.7926683,C37A5.8,C37A5.8,,,FALSE,3.7926683,,,,,,
A_12_P107372,2.9810908,up,1.5758404,C37C3.13,C37C3.13,,,FALSE,1.5758404,,,,,,
A_12_P104559,2.4411256,up,1.2875465,C37C3.6b,C37C3.6b,protease inhibitor [C37C3.6b],,FALSE,1.2875465,,,,,,
A_12_P100818,2.9878685,up,1.5791167,C37C3.7,C37C3.7,,,FALSE,1.5791167,,,,,,
A_12_P119334,5.3390102,up,2.4165723,C37E2.2,C37E2.2,androgen-dependent expressed protein like [C37E2.2],,FALSE,2.4165723,,,,,,
A_12_P100149,2.6905692,up,1.4279114,C37H5.1,C37H5.1,annexin [C37H5.1],,FALSE,1.4279114,,,,,,
A_12_P115089,2.2439244,up,1.1660241,C38C3.7,C38C3.7,,,FALSE,1.1660241,,,,,,
A_12_P101178,10.022098,up,3.3251126,C38C6.3,C38C6.3,,,FALSE,3.3251126,,,,,,
A_12_P112974,2.4302802,up,1.2811227,C38C6.5,C38C6.5,,,FALSE,1.2811227,,,,,,
A_12_P109031,7.5544896,up,2.9173343,C38C6.6.2,C38C6.6.2,,,FALSE,2.9173343,,,,,,
A_12_P103507,2.2415807,up,1.1645164,C38D9.2,C38D9.2,,,FALSE,1.1645164,,,,,,
A_12_P112888,2.0952094,up,1.0670944,C39B10.1,C39B10.1,G-protein coupled receptor [C39B10.1],,FALSE,1.0670944,,,,,,
A_12_P110993,6.2309265,up,2.6394467,C39E9.3,C39E9.3,collagen [C39E9.3],,FALSE,2.6394467,,,,,,
A_12_P108617,6.381134,up,2.6738129,C39E9.5,C39E9.5,testis-specific protein TPX-1 like [C39E9.5],,FALSE,2.6738129,,,,,,
A_12_P101168,3.5837822,up,1.841483,C39E9.6,C39E9.6,testis-specific protein TPX-1 like [C39E9.6],,FALSE,1.841483,,,,,,
A_12_P110124,4.510496,up,2.1732862,C40H1.4,C40H1.4,Yeast hypothetical YCR34W [C40H1.4],,FALSE,2.1732862,,,,,,
A_12_P109452,2.3536413,up,1.2348944,C40H1.8,C40H1.8,,,FALSE,1.2348944,,,,,,
A_12_P105294,2.7276607,up,1.4476641,C41D7.2,C41D7.2,,,FALSE,1.4476641,,,,,,
A_12_P110242,7.7763176,up,2.9590871,C41G6.13,C41G6.13,,,FALSE,2.9590871,,,,,,
A_12_P103266,7.053434,up,2.8183258,C42D4.13,C42D4.13,,,FALSE,2.8183258,,,,,,
A_12_P109170,4.3857603,up,2.132827,C42D4.3,C42D4.3,,,FALSE,2.132827,,,,,,
A_12_P112724,6.553256,up,2.7122118,C42D8.5.2,C42D8.5.2,peptidase [C42D8.5.2],,FALSE,2.7122118,,,,,,
A_12_P114765,2.012924,up,1.0092927,C42D8.8a.1,C42D8.8a.1,,,FALSE,1.0092927,,,,,,
A_12_P107184,2.0462008,up,1.0329477,C42D8.8a.1,C42D8.8a.1,,,FALSE,1.0329477,,,,,,
A_12_P116117,2.2943819,up,1.1981055,C43C3.1.2,C43C3.1.2,intermediate filament protein [C43C3.1.2],,FALSE,1.1981055,,,,,,
A_12_P106730,2.15549,up,1.1080158,C43E11.5,C43E11.5,,,FALSE,1.1080158,,,,,,
A_12_P101058,2.7328496,up,1.4504061,C43F9.8,C43F9.8,,,FALSE,1.4504061,,,,,,
A_12_P107724,2.745334,up,1.4569817,C43F9.9,C43F9.9,,,FALSE,1.4569817,,,,,,
A_12_P106888,2.696463,up,1.4310683,C44B7.3.2,C44B7.3.2,,,FALSE,1.4310683,,,,,,
A_12_P117418,2.2119458,up,1.145316,C44B7.7,C44B7.7,,,FALSE,1.145316,,,,,,
A_12_P106656,3.7856572,up,1.9205438,C44C10.1,C44C10.1,collagen [C44C10.1],,FALSE,1.9205438,,,,,,
A_12_P105391,3.0699344,up,1.6182078,C44F1.2,C44F1.2,SAND domain [C44F1.2],,FALSE,1.6182078,,,,,,
A_12_P113698,4.5069823,up,2.1721618,C44H4.1,C44H4.1,Leucine Rich Repeat (2 copies) (6 domains) [C44H4.1],,FALSE,2.1721618,,,,,,
A_12_P101409,7.29235,up,2.8663838,C44H4.2,C44H4.2,Drosophila chaoptin protein like [C44H4.2],,FALSE,2.8663838,,,,,,
A_12_P108671,15.103839,up,3.9168434,C44H4.3,C44H4.3,Drosophila chaoptin protein like [C44H4.3],,FALSE,3.9168434,,,,,,
A_12_P105236,3.1220236,up,1.6424814,C45B11.2,C45B11.2,epoxide hydrolase like [C45B11.2],,FALSE,1.6424814,,,,,,
A_12_P106786,5.146716,up,2.3636522,C45B2.2,C45B2.2,,,FALSE,2.3636522,,,,,,
A_12_P115263,9.967758,up,3.317269,C45B2.7,C45B2.7,,,FALSE,3.317269,,,,,,
A_12_P120269,2.7364767,up,1.4523195,C45G7.4,C45G7.4,zinc finger protein [C45G7.4],,FALSE,1.4523195,,,,,,
A_12_P115580,2.954795,up,1.563058,C45G9.12,C45G9.12,,,FALSE,1.563058,,,,,,
A_12_P113366,2.620355,up,1.3897623,C45G9.4,C45G9.4,,,FALSE,1.3897623,,,,,,
A_12_P117179,3.285043,up,1.7159122,C45G9.6a,C45G9.6a,,,FALSE,1.7159122,,,,,,
A_12_P119020,2.9442346,up,1.5578927,C45G9.8,C45G9.8,,,FALSE,1.5578927,,,,,,
A_12_P108002,6.2881,up,2.6526241,C46A5.3,C46A5.3,cuticular collagen [C46A5.3],,FALSE,2.6526241,,,,,,
A_12_P116381,2.1974015,up,1.1357985,C46C2.6,C46C2.6,,,FALSE,1.1357985,,,,,,
A_12_P113179,2.8860373,up,1.5290899,C46E1.2,C46E1.2,"GUANYLATE CYCLASE SOLUBLE, BETA-2 CHAIN (EC 4.6.1.2) (76 KD CHAIN) [C46E1.2]",,FALSE,1.5290899,,,,,,
A_12_P111847,4.256016,up,2.0895035,C46H11.8,C46H11.8,,,FALSE,2.0895035,,,,,,
A_12_P118333,4.0131817,up,2.0047464,C46H11.9,C46H11.9,,,FALSE,2.0047464,,,,,,
A_12_P114269,5.661361,up,2.501149,C47E12.6b,C47E12.6b,,,FALSE,2.501149,,,,,,
A_12_P101998,4.6496596,up,2.2171252,C47F8.5,C47F8.5,,,FALSE,2.2171252,,,,,,
A_12_P117960,4.7757177,up,2.2557175,C47G2.1,C47G2.1,cuticulin [C47G2.1],,FALSE,2.2557175,,,,,,
A_12_P103301,3.8162816,up,1.9321676,C48B4.12b,C48B4.12b,,,FALSE,1.9321676,,,,,,
A_12_P111051,4.8229294,up,2.2699096,C48B4.13,C48B4.13,,,FALSE,2.2699096,,,,,,
A_12_P108450,2.2016468,up,1.1385831,C48D5.2b,C48D5.2b,protein tyrosine phosphatase (non receptor type) and band 4.1-like domain [C48D5.2a],,FALSE,1.1385831,,,,,,
A_12_P116477,9.881352,up,3.3047085,C48D5.3,C48D5.3,,,FALSE,3.3047085,,,,,,
A_12_P116526,2.2363458,up,1.1611433,C49A1.3,C49A1.3,Putative membrane protein [C49A1.3],,FALSE,1.1611433,,,,,,
A_12_P113333,2.5339923,up,1.3414122,C49C3.11,C49C3.11,,,FALSE,1.3414122,,,,,,
A_12_P113786,5.6462817,up,2.497301,C49C3.12,C49C3.12,Lectin C-type domain [C49C3.12],,FALSE,2.497301,,,,,,
A_12_P100102,3.752479,up,1.9078441,C49F8.1,C49F8.1,,,FALSE,1.9078441,,,,,,
A_12_P105765,6.183781,up,2.6284893,C49F8.3,C49F8.3,,,FALSE,2.6284893,,,,,,
A_12_P111859,2.394666,up,1.2598244,C49G7.1,C49G7.1,,,FALSE,1.2598244,,,,,,
A_12_P108821,2.9007874,up,1.5364445,C49G7.10,C49G7.10,,,FALSE,1.5364445,,,,,,
A_12_P111014,3.0533695,up,1.6104022,C49G7.5,C49G7.5,,,FALSE,1.6104022,,,,,,
A_12_P112481,4.6755667,up,2.2251413,C49G7.7,C49G7.7,,,FALSE,2.2251413,,,,,,
A_12_P112241,2.2890453,up,1.194746,C50B6.9,C50B6.9,,,FALSE,1.194746,,,,,,
A_12_P104720,6.228461,up,2.6388757,C50D2.1,C50D2.1,,,FALSE,2.6388757,,,,,,
A_12_P118189,2.0243883,up,1.017486,C50D2.2,C50D2.2,amino acid permease [C50D2.2],,FALSE,1.017486,,,,,,
A_12_P105937,2.2215233,up,1.1515493,C50E10.1,C50E10.1,,,FALSE,1.1515493,,,,,,
A_12_P107664,6.5213184,up,2.7051637,C50F2.6b.1,C50F2.6b.1,,,FALSE,2.7051637,,,,,,
A_12_P103763,4.5894766,up,2.1983297,C50F4.3,C50F4.3,thiol protease [C50F4.3],,FALSE,2.1983297,,,,,,
A_12_P100424,2.4338226,up,1.283224,C50F4.5,C50F4.5,histone H2B [C50F4.5],,FALSE,1.283224,,,,,,
A_12_P108177,2.2678828,up,1.181346,C50F4.7,C50F4.7,histone H4 [C50F4.7],,FALSE,1.181346,,,,,,
A_12_P118155,2.9473155,up,1.5594015,C50F4.8,C50F4.8,,,FALSE,1.5594015,,,,,,
A_12_P108663,4.4229307,up,2.1450026,C50F7.9,C50F7.9,,,FALSE,2.1450026,,,,,,
A_12_P114369,2.2706354,up,1.183096,C50H2.12,C50H2.12,,,FALSE,1.183096,,,,,,
A_12_P106205,2.2126036,up,1.145745,C51E3.10,C51E3.10,,,FALSE,1.145745,,,,,,
A_12_P119414,2.7740817,up,1.4720103,C52B9.11,C52B9.11,,,FALSE,1.4720103,,,,,,
A_12_P103007,5.8771324,up,2.5551124,C52D10.13,C52D10.13,cuticular collagen [C52D10.13],,FALSE,2.5551124,,,,,,
A_12_P118181,2.0925875,up,1.065288,C52E12.2a.1,C52E12.2a.1,kinesin-like protein [C52E12.2a.1],,FALSE,1.065288,,,,,,
A_12_P111689,5.1396947,up,2.3616827,C52G5.2,C52G5.2,,,FALSE,2.3616827,,,,,,
A_12_P101436,2.7363522,up,1.4522539,C53A3.2,C53A3.2,nitrophenylphosphatase [K09H11.7],,FALSE,1.4522539,,,,,,
A_12_P100172,2.1525319,up,1.1060346,C53A5.4,C53A5.4,serine/threonine kinase [C53A5.4],,FALSE,1.1060346,,,,,,
A_12_P105367,3.5224106,up,1.8165631,C53B4.7b,C53B4.7b,,,FALSE,1.8165631,,,,,,
A_12_P119142,5.549552,up,2.4723713,C53B4.8,C53B4.8,,,FALSE,2.4723713,,,,,,
A_12_P103287,2.1750124,up,1.1210237,C53D5.2,C53D5.2,,,FALSE,1.1210237,,,,,,
A_12_P105684,2.4867806,up,1.3142792,C53D6.2,C53D6.2,bone morphogenetic protein like [C53D6.2],,FALSE,1.3142792,,,,,,
A_12_P102691,5.267498,up,2.3971179,C54A12.1,C54A12.1,,,FALSE,2.3971179,,,,,,
A_12_P118312,3.4979784,up,1.8065214,C54D1.1,C54D1.1,multidrug-resistance protein [C54D1.1],,FALSE,1.8065214,,,,,,
A_12_P117864,2.6501782,up,1.4060894,C54D10.10,C54D10.10,serine protease inhibitor [C54D10.10],,FALSE,1.4060894,,,,,,
A_12_P103195,2.1551406,up,1.107782,C54D10.5,C54D10.5,,,FALSE,1.107782,,,,,,
A_12_P120320,2.8316822,up,1.5016594,C54D10.7,C54D10.7,,,FALSE,1.5016594,,,,,,
A_12_P104858,2.8407865,up,1.5062904,C54D10.9,C54D10.9,,,FALSE,1.5062904,,,,,,
A_12_P104168,3.2615542,up,1.7055596,C54D2.1,C54D2.1,,,FALSE,1.7055596,,,,,,
A_12_P109591,3.4035408,up,1.7670364,C54F6.10,C54F6.10,"7TM chemoreceptor, str family [C54F6.10]",,FALSE,1.7670364,,,,,,
A_12_P119064,3.2295768,up,1.6913451,C54F6.13b,C54F6.13b,,,FALSE,1.6913451,,,,,,
A_12_P117410,6.406276,up,2.679486,C54F6.3,C54F6.3,,,FALSE,2.679486,,,,,,
A_12_P114820,3.5124393,up,1.8124733,C54G7.3a,C54G7.3a,,,FALSE,1.8124733,,,,,,
A_12_P118331,3.5943713,up,1.8457395,C54G7.3b,C54G7.3b,,,FALSE,1.8457395,,,,,,
A_12_P109574,11.822724,up,3.5634906,C55B7.4b.4,C55B7.4b.4,,,FALSE,3.5634906,,,,,,
A_12_P110783,2.1180093,up,1.082709,C55F2.2,C55F2.2,,,FALSE,1.082709,,,,,,
A_12_P111923,6.354908,up,2.6678712,C56A3.1,C56A3.1,,,FALSE,2.6678712,,,,,,
A_12_P108922,6.5074396,up,2.70209,C56C10.4,C56C10.4,,,FALSE,2.70209,,,,,,
A_12_P110908,2.438917,up,1.2862406,CD4.5,CD4.5,,,FALSE,1.2862406,,,,,,
A_12_P100637,2.6588492,up,1.410802,D1005.2,D1005.2,,,FALSE,1.410802,,,,,,
A_12_P116159,3.359013,up,1.7480375,D1007.1,D1007.1,homeobox protein [D1007.1],,FALSE,1.7480375,,,,,,
A_12_P115626,4.0401444,up,2.014407,D1007.13,D1007.13,,,FALSE,2.014407,,,,,,
A_12_P109343,3.029773,up,1.5992097,D1007.2,D1007.2,,,FALSE,1.5992097,,,,,,
A_12_P116887,8.204353,up,3.0363896,D1014.5,D1014.5,,,FALSE,3.0363896,,,,,,
A_12_P112685,6.7154164,up,2.7474768,D1022.2,D1022.2,,,FALSE,2.7474768,,,,,,
