Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00003062,3.349059486,1.6500000000000002e-31,WBGene00003062,WBGene00003062,History: N.A.
WBGene00021914,3.348060394,8.6e-22,WBGene00021914,WBGene00021914,History: Renamed on 2012-02-07; Renamed on 2021-09-06
WBGene00001358,3.344932137,3.16e-11,WBGene00001358,WBGene00001358,History: N.A.
WBGene00006994,3.342891527,7.980000000000001e-47,WBGene00006994,WBGene00006994,History: N.A.
WBGene00013006,3.34229817,3.26e-14,WBGene00013006,WBGene00013006,History: N.A.
WBGene00000868,3.342206336,3.95e-38,WBGene00000868,WBGene00000868,History: N.A.
WBGene00016323,3.34218838,3.05e-16,WBGene00016323,WBGene00016323,History: N.A.
WBGene00000923,3.339517116,2.21e-24,WBGene00000923,WBGene00000923,History: N.A.
WBGene00022301,3.339509128,6.85e-39,WBGene00022301,WBGene00022301,History: N.A.
WBGene00020894,3.338733759,4.84e-35,WBGene00020894,WBGene00020894,History: N.A.
WBGene00021660,3.338286133,2.76e-32,WBGene00021660,WBGene00021660,History: N.A.
WBGene00004744,3.337278642,9.18e-35,WBGene00004744,WBGene00004744,History: N.A.
WBGene00004510,3.337158152,4.09e-38,WBGene00004510,WBGene00004510,History: Renamed on 2016-06-06
WBGene00000227,3.335447879,1.21e-36,WBGene00000227,WBGene00000227,History: N.A.
WBGene00018370,3.333296385,2.58e-13,WBGene00018370,WBGene00018370,History: N.A.
WBGene00003160,3.331815967,2.21e-41,WBGene00003160,WBGene00003160,History: Renamed on 2013-11-19
WBGene00010054,3.331712766,2.48e-20,WBGene00010054,WBGene00010054,History: N.A.
WBGene00012497,3.331704881,2.92e-31,WBGene00012497,WBGene00012497,History: N.A.
WBGene00020091,3.330963577,9.39e-34,WBGene00020091,WBGene00020091,History: N.A.
WBGene00004737,3.330372118,1.1399999999999999e-48,WBGene00004737,WBGene00004737,History: N.A.
WBGene00013349,3.328047161,3.1500000000000004e-21,WBGene00013349,WBGene00013349,History: N.A.
WBGene00004015,3.327857341,9.09e-39,WBGene00004015,WBGene00004015,History: N.A.
WBGene00009341,3.32671138,1.0100000000000002e-21,WBGene00009341,WBGene00009341,History: N.A.
WBGene00001635,3.326337679,5.87e-35,WBGene00001635,WBGene00001635,History: N.A.
WBGene00004743,3.325212527,1.34e-17,WBGene00004743,WBGene00004743,History: N.A.
WBGene00022351,3.324315389,4.5800000000000004e-29,WBGene00022351,WBGene00022351,History: N.A.
WBGene00008171,3.323835752,3.82e-17,WBGene00008171,WBGene00008171,History: N.A.
WBGene00004955,3.323073999,8.28e-44,WBGene00004955,WBGene00004955,History: N.A.
WBGene00019162,3.322145999,1.06e-38,WBGene00019162,WBGene00019162,History: N.A.
WBGene00004896,3.319883305,5.68e-30,WBGene00004896,WBGene00004896,History: N.A.
WBGene00008441,3.318934543,9.22e-24,WBGene00008441,WBGene00008441,History: N.A.
WBGene00007168,3.318854205,3.07e-27,WBGene00007168,WBGene00007168,History: N.A.
WBGene00011320,3.318673726,3.0700000000000002e-21,WBGene00011320,WBGene00011320,History: N.A.
WBGene00012652,3.3185392,9.49e-19,WBGene00012652,WBGene00012652,History: N.A.
WBGene00022390,3.317971621,1.16e-19,WBGene00022390,WBGene00022390,History: N.A.
WBGene00013209,3.317649462,9.63e-24,WBGene00013209,WBGene00013209,History: N.A.
WBGene00011155,3.317381617,1.86e-44,WBGene00011155,WBGene00011155,History: N.A.
WBGene00020588,3.313866927,6.07e-41,WBGene00020588,WBGene00020588,History: N.A.
WBGene00016326,3.311552447,3.31e-39,WBGene00016326,WBGene00016326,History: N.A.
WBGene00019077,3.309934895,8.13e-21,WBGene00019077,WBGene00019077,History: N.A.
WBGene00021512,3.309174252,4.92e-27,WBGene00021512,WBGene00021512,History: N.A.
WBGene00021905,3.309109001,1.49e-37,WBGene00021905,WBGene00021905,History: Renamed on 2012-02-17
WBGene00021681,3.309089398,1.63e-37,WBGene00021681,WBGene00021681,History: N.A.
WBGene00000379,3.308747235,2.3e-29,WBGene00000379,WBGene00000379,History: N.A.
WBGene00006311,3.307498427,9.63e-41,WBGene00006311,WBGene00006311,History: N.A.
WBGene00001568,3.307277646,3.39e-35,WBGene00001568,WBGene00001568,History: Renamed on 2013-07-04
WBGene00021392,3.306776369,3.2600000000000004e-27,WBGene00021392,WBGene00021392,History: N.A.
WBGene00010428,3.304711108,7.58e-24,WBGene00010428,WBGene00010428,History: N.A.
WBGene00004503,3.303674278,2.79e-26,WBGene00004503,WBGene00004503,History: N.A.
WBGene00004465,3.300713204,2e-36,WBGene00004465,WBGene00004465,History: N.A.
WBGene00020970,3.299512787,9.99e-14,WBGene00020970,WBGene00020970,History: N.A.
WBGene00015810,3.297371512,6.5e-22,WBGene00015810,WBGene00015810,History: N.A.
WBGene00000772,3.295923164,9.22e-43,WBGene00000772,WBGene00000772,History: N.A.
WBGene00006516,3.295537119,5.85e-29,WBGene00006516,WBGene00006516,History: N.A.
WBGene00003922,3.295461606,2.12e-28,WBGene00003922,WBGene00003922,History: N.A.
WBGene00012468,3.294199594,2.36e-13,WBGene00012468,WBGene00012468,History: N.A.
WBGene00013703,3.291559082,9.86e-30,WBGene00013703,WBGene00013703,History: N.A.
WBGene00015927,3.290738415,2.2e-31,WBGene00015927,WBGene00015927,History: N.A.
WBGene00018154,3.290392567,4.78e-32,WBGene00018154,WBGene00018154,History: N.A.
WBGene00000939,3.290081351,2.76e-39,WBGene00000939,WBGene00000939,History: N.A.
WBGene00021004,3.289424852,8.820000000000001e-32,WBGene00021004,WBGene00021004,History: N.A.
WBGene00002034,3.289339129,1.19e-40,WBGene00002034,WBGene00002034,History: N.A.
WBGene00018512,3.286654295,9.329999999999999e-39,WBGene00018512,WBGene00018512,History: N.A.
WBGene00008035,3.285892715,4.49e-36,WBGene00008035,WBGene00008035,History: N.A.
WBGene00015731,3.28575924,3.57e-08,WBGene00015731,WBGene00015731,History: N.A.
WBGene00010806,3.285155657,3.0000000000000003e-31,WBGene00010806,WBGene00010806,History: N.A.
WBGene00021061,3.284913966,2.89e-16,WBGene00021061,WBGene00021061,History: N.A.
WBGene00021845,3.284352797,3.42e-30,WBGene00021845,WBGene00021845,History: N.A.
WBGene00003801,3.280599223,3.81e-39,WBGene00003801,WBGene00003801,History: N.A.
WBGene00006447,3.277924006,4.35e-23,WBGene00006447,WBGene00006447,History: N.A.
WBGene00018762,3.276555868,2.11e-21,WBGene00018762,WBGene00018762,History: N.A.
WBGene00022286,3.275141738,2.04e-34,WBGene00022286,WBGene00022286,History: N.A.
WBGene00010537,3.275036113,4.05e-20,WBGene00010537,WBGene00010537,History: N.A.
WBGene00021155,3.273438224,4.22e-28,WBGene00021155,WBGene00021155,History: N.A.
WBGene00006567,3.273114191,2.32e-26,WBGene00006567,WBGene00006567,History: N.A.
WBGene00009220,3.272619462,5.52e-16,WBGene00009220,WBGene00009220,"History: Split into pigl-1(WBGene00013131). History of WBGene00009220: Split into ""WBGene00013131"" on 2010-03-11"
WBGene00021277,3.271369545,2.4299999999999998e-34,WBGene00021277,WBGene00021277,History: N.A.
WBGene00001601,3.27133933,5.27e-44,WBGene00001601,WBGene00001601,History: N.A.
WBGene00001088,3.26982934,1.7799999999999994e-24,WBGene00001088,WBGene00001088,History: N.A.
WBGene00044789,3.26961787,1.86e-41,WBGene00044789,WBGene00044789,History: N.A.
WBGene00005007,3.269322712,5.68e-22,WBGene00005007,WBGene00005007,History: N.A.
WBGene00003792,3.268805133,7.31e-44,WBGene00003792,WBGene00003792,History: Renamed on 2015-03-05
WBGene00003950,3.268037519,7.27e-22,WBGene00003950,WBGene00003950,History: N.A.
WBGene00003406,3.267855415,1.39e-36,WBGene00003406,WBGene00003406,History: N.A.
WBGene00003216,3.267737286,5.55e-23,WBGene00003216,WBGene00003216,History: Renamed on 2016-10-14
WBGene00013719,3.267573019,3.68e-25,WBGene00013719,WBGene00013719,History: N.A.
WBGene00007624,3.267476227,5.74e-44,WBGene00007624,WBGene00007624,History: Renamed on 2012-08-29
WBGene00009731,3.266656479,9.55e-23,WBGene00009731,WBGene00009731,History: N.A.
WBGene00006711,3.265417808,7.22e-13,WBGene00006711,WBGene00006711,History: N.A.
WBGene00006715,3.265250977,3.04e-30,WBGene00006715,WBGene00006715,History: N.A.
WBGene00022192,3.26512307,5.63e-19,WBGene00022192,WBGene00022192,History: N.A.
WBGene00004502,3.262596696,3.5499999999999996e-30,WBGene00004502,WBGene00004502,History: N.A.
WBGene00012928,3.26179916,5.67e-24,WBGene00012928,WBGene00012928,History: N.A.
WBGene00003224,3.261485359,2.91e-24,WBGene00003224,WBGene00003224,History: N.A.
WBGene00011333,3.261457553,4.92e-50,WBGene00011333,WBGene00011333,History: N.A.
WBGene00008147,3.261380638,5.61e-16,WBGene00008147,WBGene00008147,History: N.A.
WBGene00020190,3.259681536,2.48e-30,WBGene00020190,WBGene00020190,History: N.A.
WBGene00019537,3.259313731,1.33e-34,WBGene00019537,WBGene00019537,History: N.A.
WBGene00001600,3.25915153,1.14e-32,WBGene00001600,WBGene00001600,History: N.A.
WBGene00013924,3.25894237,4.15e-33,WBGene00013924,WBGene00013924,History: N.A.
WBGene00003795,3.25733434,1.23e-36,WBGene00003795,WBGene00003795,History: N.A.
WBGene00011631,3.255639266,4.6699999999999993e-23,WBGene00011631,WBGene00011631,History: N.A.
WBGene00019429,3.254976065,3.73e-29,WBGene00019429,WBGene00019429,History: N.A.
WBGene00000854,3.254415613,1.55e-17,WBGene00000854,WBGene00000854,History: N.A.
WBGene00012094,3.254246083,4.08e-28,WBGene00012094,WBGene00012094,History: N.A.
WBGene00175030,3.25371158,1.91e-15,WBGene00175030,WBGene00175030,History: N.A.
WBGene00018967,3.252228156,2.0299999999999997e-42,WBGene00018967,WBGene00018967,History: N.A.
WBGene00013143,3.252066592,1.63e-38,WBGene00013143,WBGene00013143,History: N.A.
WBGene00018391,3.251865709,2.55e-14,WBGene00018391,WBGene00018391,History: N.A.
WBGene00022831,3.251634452,5.15e-32,WBGene00022831,WBGene00022831,History: N.A.
WBGene00001214,3.251324116,1.19e-45,WBGene00001214,WBGene00001214,History: N.A.
WBGene00013208,3.251062527,2.79e-10,WBGene00013208,WBGene00013208,History: N.A.
WBGene00017770,3.250188349,8.9e-18,WBGene00017770,WBGene00017770,History: N.A.
WBGene00001320,3.248265722,6.43e-28,WBGene00001320,WBGene00001320,History: N.A.
WBGene00020103,3.248226703,1.68e-17,WBGene00020103,WBGene00020103,History: N.A.
WBGene00022466,3.247206559,1.05e-26,WBGene00022466,WBGene00022466,History: N.A.
WBGene00006932,3.246451756,2.44e-33,WBGene00006932,WBGene00006932,History: N.A.
WBGene00018408,3.246007238,5.33e-18,WBGene00018408,WBGene00018408,History: N.A.
WBGene00013354,3.244657853,2.3299999999999996e-23,WBGene00013354,WBGene00013354,History: N.A.
WBGene00004920,3.244289546,1.17e-20,WBGene00004920,WBGene00004920,History: N.A.
WBGene00020403,3.243498216,4.15e-45,WBGene00020403,WBGene00020403,History: N.A.
WBGene00006976,3.24287925,4.24e-22,WBGene00006976,WBGene00006976,History: N.A.
WBGene00021522,3.240124675,2.55e-25,WBGene00021522,WBGene00021522,History: N.A.
WBGene00020499,3.239898673,5.63e-16,WBGene00020499,WBGene00020499,History: N.A.
WBGene00000271,3.238805657,4.0800000000000003e-29,WBGene00000271,WBGene00000271,History: N.A.
WBGene00016390,3.236995127,1.41e-16,WBGene00016390,WBGene00016390,History: N.A.
WBGene00008670,3.236957848,3.48e-28,WBGene00008670,WBGene00008670,History: N.A.
WBGene00001483,3.236675688,6.96e-16,WBGene00001483,WBGene00001483,History: N.A.
WBGene00008318,3.23493565,3.22e-16,WBGene00008318,WBGene00008318,History: N.A.
WBGene00012964,3.232475808,3.52e-21,WBGene00012964,WBGene00012964,History: N.A.
WBGene00009113,3.23227211,4.24e-46,WBGene00009113,WBGene00009113,History: N.A.
WBGene00008878,3.231601577,3.25e-41,WBGene00008878,WBGene00008878,History: N.A.
WBGene00016701,3.229951749,3.49e-29,WBGene00016701,WBGene00016701,History: N.A.
WBGene00004458,3.22993085,1.36e-42,WBGene00004458,WBGene00004458,History: N.A.
WBGene00012767,3.228055622,7.28e-27,WBGene00012767,WBGene00012767,History: N.A.
WBGene00018239,3.227048661,4.02e-13,WBGene00018239,WBGene00018239,History: Split into F40G9.17(WBGene00185078). History of WBGene00018239: N.A.
WBGene00013591,3.225956635,1.12e-43,WBGene00013591,WBGene00013591,History: N.A.
WBGene00012828,3.225775824,7.74e-11,WBGene00012828,WBGene00012828,History: N.A.
WBGene00021759,3.224965045,3e-11,WBGene00021759,WBGene00021752,"History: Merged into ""WBGene00021752"" on 2017-11-24"
WBGene00019295,3.22319174,6.4e-26,WBGene00019295,WBGene00019295,History: N.A.
WBGene00006392,3.221079056,1.3700000000000002e-21,WBGene00006392,WBGene00006392,History: N.A.
WBGene00007333,3.220886979,1.95e-30,WBGene00007333,WBGene00007333,History: N.A.
WBGene00018963,3.219922196,4.12e-28,WBGene00018963,WBGene00018963,History: N.A.
WBGene00010542,3.219629024,6.89e-11,WBGene00010542,WBGene00010542,History: N.A.
WBGene00001860,3.218788176,1.88e-36,WBGene00001860,WBGene00001860,History: N.A.
WBGene00013144,3.218166204,5.64e-31,WBGene00013144,WBGene00013144,History: N.A.
WBGene00004272,3.217496618,7.030000000000001e-21,WBGene00004272,WBGene00004272,History: N.A.
WBGene00000896,3.216356794,4.1500000000000003e-22,WBGene00000896,WBGene00000896,History: N.A.
WBGene00008641,3.214812288,6.58e-18,WBGene00008641,WBGene00008641,History: N.A.
WBGene00003136,3.214525609,2e-24,WBGene00003136,WBGene00003136,History: N.A.
WBGene00001229,3.212727596,2.5e-28,WBGene00001229,WBGene00001229,History: N.A.
WBGene00016443,3.211548679,3.11e-19,WBGene00016443,WBGene00016443,History: N.A.
WBGene00012769,3.211515051,2.97e-39,WBGene00012769,WBGene00012769,History: N.A.
WBGene00018302,3.211427554,7.5e-13,WBGene00018302,WBGene00018302,History: N.A.
WBGene00001161,3.210256651,4.0400000000000015e-31,WBGene00001161,WBGene00001161,History: N.A.
WBGene00007971,3.208670221,2.48e-22,WBGene00007971,WBGene00007971,"History: Split into C36B1.14(WBGene00044614), B0252.8(WBGene00044615). History of WBGene00007971: Split into ""WBGene00044615"" on 2005-08-22"
WBGene00000880,3.208595312,3.0900000000000007e-21,WBGene00000880,WBGene00000880,History: N.A.
WBGene00013447,3.208116088,1.06e-18,WBGene00013447,WBGene00013447,History: N.A.
WBGene00010814,3.20535055,7.42e-19,WBGene00010814,WBGene00010814,History: N.A.
WBGene00003082,3.204687312,1.87e-19,WBGene00003082,WBGene00003082,History: N.A.
WBGene00014075,3.20426857,9.339999999999999e-28,WBGene00014075,WBGene00014075,History: N.A.
WBGene00004302,3.203039411,2.34e-36,WBGene00004302,WBGene00004302,History: N.A.
WBGene00021857,3.202849849,2.74e-35,WBGene00021857,WBGene00021857,History: N.A.
WBGene00019121,3.202186074,3.1799999999999997e-23,WBGene00019121,WBGene00019121,History: N.A.
WBGene00010676,3.201943966,5.6800000000000006e-27,WBGene00010676,WBGene00010676,History: N.A.
WBGene00008405,3.200951649,7.84e-25,WBGene00008405,WBGene00008405,History: Renamed on 2007-05-29
WBGene00014209,3.199521444,1.7e-37,WBGene00014209,WBGene00014209,History: N.A.
WBGene00016844,3.197912775,6.3599999999999996e-24,WBGene00016844,WBGene00016844,History: N.A.
WBGene00021844,3.19673219,1.4e-20,WBGene00021844,WBGene00021844,History: N.A.
WBGene00021901,3.196586789,1.26e-24,WBGene00021901,WBGene00021901,History: Renamed on 2017-12-07
WBGene00007043,3.194502561,3.83e-13,WBGene00007043,WBGene00007043,History: Renamed on 2018-11-12
WBGene00004244,3.194140408,4.44e-37,WBGene00004244,WBGene00004244,History: Renamed on 2012-08-14
WBGene00016245,3.194129257,2.23e-15,WBGene00016245,WBGene00016245,History: N.A.
WBGene00019698,3.194001235,1.19e-26,WBGene00019698,WBGene00019698,History: Renamed on 2019-07-02
WBGene00022335,3.193888274,2.51e-22,WBGene00022335,WBGene00022335,History: N.A.
WBGene00010279,3.193703934,5.87e-36,WBGene00010279,WBGene00010279,History: N.A.
WBGene00003052,3.193265382,1.1099999999999999e-41,WBGene00003052,WBGene00003052,History: N.A.
WBGene00006773,3.190975704,1.29e-23,WBGene00006773,WBGene00006773,History: N.A.
WBGene00017605,3.189571976,8.690000000000001e-32,WBGene00017605,WBGene00017605,History: Renamed on 2021-04-19
WBGene00020868,3.18908128,3.9e-27,WBGene00020868,WBGene00020868,"History: Split into pigb-1(WBGene00194986). History of WBGene00020868: Split into ""WBGene00194986"" on 2010-02-19"
WBGene00013038,3.188994978,8.86e-41,WBGene00013038,WBGene00013038,History: N.A.
WBGene00001151,3.186856981,3.09e-17,WBGene00001151,WBGene00001151,History: N.A.
WBGene00016015,3.186078895,1.6e-35,WBGene00016015,WBGene00016015,History: N.A.
WBGene00019199,3.185701719,1.12e-24,WBGene00019199,WBGene00019199,History: N.A.
WBGene00003992,3.185080933,8.349999999999999e-46,WBGene00003992,WBGene00003992,History: N.A.
WBGene00003123,3.184303309,9.89e-35,WBGene00003123,WBGene00003123,History: N.A.
WBGene00020821,3.184179938,3.98e-46,WBGene00020821,WBGene00020821,History: N.A.
WBGene00012879,3.18283463,9.54e-19,WBGene00012879,WBGene00012879,History: N.A.
WBGene00013324,3.182624925,4.57e-19,WBGene00013324,WBGene00013324,History: N.A.
WBGene00018599,3.182542908,1.01e-20,WBGene00018599,WBGene00018599,History: N.A.
WBGene00000115,3.182062848,9.64e-32,WBGene00000115,WBGene00000115,History: N.A.
WBGene00018700,3.181349299,4.13e-24,WBGene00018700,WBGene00018700,History: Renamed on 2014-08-08
WBGene00007684,3.181027922,2.75e-20,WBGene00007684,WBGene00007684,History: N.A.
WBGene00022042,3.181000932,7.82e-37,WBGene00022042,WBGene00022042,History: N.A.
WBGene00021460,3.180636634,7.63e-30,WBGene00021460,WBGene00021460,History: N.A.
WBGene00010263,3.179915896,1.78e-46,WBGene00010263,WBGene00010263,History: N.A.
WBGene00006542,3.178788809,4.48e-27,WBGene00006542,WBGene00006542,History: N.A.
WBGene00004918,3.178670536,1.29e-26,WBGene00004918,WBGene00004918,History: N.A.
WBGene00016449,3.176309155,1.47e-16,WBGene00016449,WBGene00016449,History: N.A.
WBGene00018901,3.176177333,1.19e-19,WBGene00018901,WBGene00018901,History: N.A.
WBGene00013558,3.176171482,2.6900000000000003e-31,WBGene00013558,WBGene00013558,History: N.A.
WBGene00018124,3.17592157,3.29e-34,WBGene00018124,WBGene00018124,History: N.A.
WBGene00255594,3.175350978,1e-31,WBGene00255594,WBGene00255594,History: N.A.
WBGene00017916,3.175167702,4.4199999999999994e-23,WBGene00017916,WBGene00017916,History: N.A.
WBGene00021868,3.174544656,1.88e-24,WBGene00021868,WBGene00021868,History: N.A.
WBGene00004888,3.172462604,5.9500000000000004e-33,WBGene00004888,WBGene00004888,History: N.A.
WBGene00022762,3.171932582,9.52e-18,WBGene00022762,WBGene00022762,History: N.A.
WBGene00021508,3.171673132,1e-11,WBGene00021508,WBGene00021508,History: N.A.
WBGene00004298,3.171612461,5.97e-26,WBGene00004298,WBGene00004298,History: Renamed on 2019-07-04
WBGene00007144,3.171057678,7.01e-22,WBGene00007144,WBGene00007144,History: N.A.
WBGene00007731,3.170897143,1.66e-10,WBGene00007731,WBGene00007731,History: N.A.
WBGene00021826,3.170696619,9.69e-23,WBGene00021826,WBGene00021826,History: N.A.
WBGene00018015,3.169617082,8.79e-22,WBGene00018015,WBGene00018015,History: N.A.
WBGene00006709,3.16950694,2.27e-07,WBGene00006709,WBGene00006709,History: N.A.
WBGene00007092,3.168730528,7.800000000000001e-38,WBGene00007092,WBGene00007092,History: N.A.
WBGene00002229,3.165176689,2.8899999999999995e-42,WBGene00002229,WBGene00002229,History: N.A.
WBGene00020111,3.164672457,5.39e-26,WBGene00020111,WBGene00020111,History: N.A.
WBGene00020441,3.164162097,1.48e-17,WBGene00020441,WBGene00020441,History: N.A.
WBGene00001689,3.163935099,6.7700000000000014e-37,WBGene00001689,WBGene00001689,History: N.A.
WBGene00018638,3.163594431,1.7700000000000003e-21,WBGene00018638,WBGene00018638,History: N.A.
WBGene00011636,3.162590665,1.3800000000000002e-27,WBGene00011636,WBGene00011636,History: Renamed on 2013-11-11
WBGene00001431,3.161690884,3.42e-27,WBGene00001431,WBGene00001431,History: N.A.
WBGene00021638,3.161414382,1.05e-17,WBGene00021638,WBGene00021638,History: N.A.
WBGene00011410,3.161392727,3.05e-25,WBGene00011410,WBGene00011410,History: N.A.
WBGene00010579,3.161128108,2.08e-33,WBGene00010579,WBGene00010579,History: N.A.
WBGene00003413,3.159894116,3.52e-30,WBGene00003413,WBGene00003413,History: N.A.
WBGene00012562,3.159770971,1.61e-30,WBGene00012562,WBGene00012562,History: N.A.
WBGene00006729,3.159093067,3.93e-14,WBGene00006729,WBGene00006729,History: Renamed on 2016-04-27
WBGene00013094,3.158564332,3.3e-23,WBGene00013094,WBGene00013094,History: N.A.
WBGene00010006,3.157769413,4.35e-20,WBGene00010006,WBGene00010006,History: N.A.
WBGene00013156,3.157765411,3.45e-39,WBGene00013156,WBGene00013156,History: N.A.
WBGene00013598,3.157621396,1.74e-14,WBGene00013598,WBGene00013598,History: N.A.
WBGene00018088,3.15704325,4.99e-14,WBGene00018088,WBGene00018088,History: N.A.
WBGene00022678,3.156815198,1.93e-30,WBGene00022678,WBGene00022678,History: N.A.
WBGene00021815,3.156738652,6.8e-15,WBGene00021815,WBGene00021815,History: N.A.
WBGene00022836,3.155748225,1.3e-13,WBGene00022836,WBGene00022836,History: N.A.
WBGene00012558,3.155271189,6.73e-18,WBGene00012558,WBGene00012558,History: N.A.
WBGene00017163,3.154560331,1.92e-24,WBGene00017163,WBGene00017163,History: N.A.
WBGene00003926,3.154291054,6.240000000000001e-26,WBGene00003926,WBGene00003926,History: Renamed on 2009-01-09
WBGene00012697,3.153630764,1.32e-22,WBGene00012697,WBGene00012697,History: N.A.
WBGene00020389,3.153539176,1.51e-28,WBGene00020389,WBGene00020389,History: N.A.
WBGene00013095,3.152416405,7.6e-22,WBGene00013095,WBGene00013095,History: N.A.
WBGene00002994,3.152396046,1.55e-34,WBGene00002994,WBGene00002994,History: N.A.
WBGene00001514,3.152216761,2.58e-35,WBGene00001514,WBGene00001514,History: Renamed on 2008-09-15
WBGene00020172,3.151987617,4.03e-25,WBGene00020172,WBGene00020172,History: N.A.
WBGene00004704,3.150885852,8.760000000000001e-29,WBGene00004704,WBGene00004704,History: N.A.
WBGene00022051,3.148938467,1.19e-13,WBGene00022051,WBGene00022051,History: N.A.
WBGene00018362,3.148236304,3.35e-32,WBGene00018362,WBGene00018362,History: N.A.
WBGene00004699,3.148180541,4.2199999999999995e-30,WBGene00004699,WBGene00004699,History: N.A.
WBGene00022881,3.146656876,5.77e-14,WBGene00022881,WBGene00022881,History: N.A.
WBGene00021595,3.146324224,3.8e-36,WBGene00021595,WBGene00021595,History: N.A.
WBGene00007927,3.145299108,3.22e-17,WBGene00007927,WBGene00007927,History: N.A.
WBGene00015754,3.145154136,3.3999999999999997e-35,WBGene00015754,WBGene00015754,History: N.A.
WBGene00001983,3.144543171,1.78e-28,WBGene00001983,WBGene00001983,History: N.A.
WBGene00009452,3.144185296,7.57e-22,WBGene00009452,WBGene00009452,History: N.A.
WBGene00010141,3.144114974,1.08e-11,WBGene00010141,WBGene00010141,History: N.A.
WBGene00006988,3.143762967,1.84e-25,WBGene00006988,WBGene00006988,History: N.A.
WBGene00000804,3.143697877,1.05e-16,WBGene00000804,WBGene00000804,History: N.A.
WBGene00016167,3.142733602,1.4e-18,WBGene00016167,WBGene00016167,History: N.A.
WBGene00001007,3.142432246,4.25e-29,WBGene00001007,WBGene00001007,History: N.A.
WBGene00016412,3.14157727,8.51e-28,WBGene00016412,WBGene00016412,History: N.A.
WBGene00007499,3.141361168,4.1e-20,WBGene00007499,WBGene00007499,History: N.A.
WBGene00020348,3.139897396,6.09e-19,WBGene00020348,WBGene00020348,History: N.A.
WBGene00011464,3.139837309,3.09e-37,WBGene00011464,WBGene00011464,History: N.A.
WBGene00016236,3.139708044,3.08e-33,WBGene00016236,WBGene00016236,History: Renamed on 2018-06-11
WBGene00007587,3.139365496,3.2e-32,WBGene00007587,WBGene00007587,History: N.A.
WBGene00008781,3.13932501,1.25e-33,WBGene00008781,WBGene00008781,History: N.A.
WBGene00012097,3.139023189,1.65e-35,WBGene00012097,WBGene00012097,History: N.A.
WBGene00020392,3.138918714,3.08e-40,WBGene00020392,WBGene00020392,History: N.A.
WBGene00004891,3.138734015,2.9400000000000006e-21,WBGene00004891,WBGene00004891,History: N.A.
WBGene00013224,3.138458844,9.89e-14,WBGene00013224,WBGene00013224,History: N.A.
WBGene00020716,3.134319053,2.53e-13,WBGene00020716,WBGene00020716,History: N.A.
WBGene00018071,3.133937523,8.64e-09,WBGene00018071,WBGene00018071,History: N.A.
WBGene00007352,3.132572324,1.47e-41,WBGene00007352,WBGene00007352,History: Renamed on 2005-03-17
WBGene00013096,3.132447956,1.9899999999999999e-25,WBGene00013096,WBGene00013096,History: N.A.
WBGene00006446,3.13219785,2.07e-30,WBGene00006446,WBGene00006446,History: N.A.
WBGene00016002,3.131657528,1.8e-25,WBGene00016002,WBGene00016002,History: N.A.
WBGene00004824,3.131545276,3.36e-25,WBGene00004824,WBGene00004824,History: N.A.
WBGene00000846,3.130429918,1.59e-16,WBGene00000846,WBGene00000846,History: N.A.
WBGene00007135,3.128722518,1.56e-19,WBGene00007135,WBGene00007135,History: N.A.
WBGene00015941,3.12795417,3.91e-22,WBGene00015941,WBGene00015941,History: N.A.
WBGene00003241,3.126219293,1.68e-27,WBGene00003241,WBGene00003241,History: N.A.
WBGene00012694,3.124603484,7.76e-16,WBGene00012694,WBGene00012694,History: N.A.
WBGene00000206,3.123314111,6.75e-20,WBGene00000206,WBGene00000206,History: N.A.
WBGene00235206,3.123069389,3.27e-14,WBGene00235206,WBGene00235206,History: N.A.
WBGene00004338,3.122708712,1.86e-20,WBGene00004338,WBGene00004338,History: N.A.
WBGene00006492,3.121917412,4.37e-17,WBGene00006492,WBGene00006492,History: Renamed on 2015-03-03
WBGene00020932,3.121814162,2.34e-28,WBGene00020932,WBGene00020932,History: N.A.
WBGene00008385,3.120529714,5.85e-39,WBGene00008385,WBGene00008385,History: N.A.
WBGene00016353,3.119705434,2.24e-09,WBGene00016353,WBGene00016353,History: N.A.
WBGene00000496,3.119635913,1.03e-24,WBGene00000496,WBGene00000496,History: N.A.
WBGene00015815,3.117668057,3.43e-19,WBGene00015815,WBGene00015815,History: N.A.
WBGene00013728,3.117614989,3.98e-19,WBGene00013728,WBGene00013728,History: N.A.
WBGene00022970,3.117077476,2.45e-15,WBGene00022970,WBGene00022970,History: N.A.
WBGene00009661,3.117044735,7.14e-31,WBGene00009661,WBGene00009661,History: N.A.
WBGene00021784,3.114245553,1.11e-23,WBGene00021784,WBGene00021784,"History: Split into Y51H7C.41(WBGene00302984). History of WBGene00021784: Split into ""WBGene00302984"" on 2018-03-06"
WBGene00003421,3.114105735,5.1e-34,WBGene00003421,WBGene00003421,History: N.A.
WBGene00015809,3.113309316,4.08e-26,WBGene00015809,WBGene00015809,History: N.A.
WBGene00017769,3.112832093,8.3e-31,WBGene00017769,WBGene00017769,History: Renamed on 2005-03-17
WBGene00022783,3.111314328,9.04e-16,WBGene00022783,WBGene00022783,History: N.A.
WBGene00005153,3.11105036,1.19e-15,WBGene00005153,WBGene00005153,History: N.A.
WBGene00004873,3.110041055,9.55e-28,WBGene00004873,WBGene00004873,History: N.A.
