WB.ID,GO.term,Input,Suggested Match,History
WBGene00010056,meiotic cell cycle GO:0051321,WBGene00010056,WBGene00010056,History: N.A.
WBGene00000871,meiotic cell cycle GO:0051321,WBGene00000871,WBGene00000871,History: Renamed on 2015-03-05
WBGene00002228,meiotic cell cycle GO:0051321,WBGene00002228,WBGene00002228,History: N.A.
WBGene00006976,meiotic cell cycle GO:0051321,WBGene00006976,WBGene00006976,History: N.A.
WBGene00020652,meiotic cell cycle GO:0051321,WBGene00020652,WBGene00020652,History: N.A.
WBGene00022390,meiotic cell cycle GO:0051321,WBGene00022390,WBGene00022390,History: N.A.
WBGene00003401,meiotic cell cycle GO:0051321,WBGene00003401,WBGene00003401,History: N.A.
WBGene00000145,meiotic cell cycle GO:0051321,WBGene00000145,WBGene00000145,History: N.A.
WBGene00006571,meiotic cell cycle GO:0051321,WBGene00006571,WBGene00006571,History: N.A.
WBGene00001085,meiotic cell cycle GO:0051321,WBGene00001085,WBGene00001085,History: N.A.
WBGene00000804,meiotic cell cycle GO:0051321,WBGene00000804,WBGene00000804,History: N.A.
WBGene00003864,meiotic cell cycle GO:0051321,WBGene00003864,WBGene00003864,History: N.A.
WBGene00010785,meiotic cell cycle GO:0051321,WBGene00010785,WBGene00010785,History: Renamed on 2015-07-16
WBGene00004085,meiotic cell cycle GO:0051321,WBGene00004085,WBGene00004085,History: N.A.
WBGene00001874,meiotic cell cycle GO:0051321,WBGene00001874,WBGene00001874,History: N.A.
WBGene00013443,meiotic cell cycle GO:0051321,WBGene00013443,WBGene00013443,History: Renamed on 2013-09-25
WBGene00015698,meiotic cell cycle GO:0051321,WBGene00015698,WBGene00015698,History: N.A.
WBGene00007278,meiotic cell cycle GO:0051321,WBGene00007278,WBGene00007278,History: N.A.
WBGene00004043,meiotic cell cycle GO:0051321,WBGene00004043,WBGene00004043,History: N.A.
WBGene00000264,meiotic cell cycle GO:0051321,WBGene00000264,WBGene00000264,History: N.A.
WBGene00001236,meiotic cell cycle GO:0051321,WBGene00001236,WBGene00001236,History: N.A.
WBGene00001597,meiotic cell cycle GO:0051321,WBGene00001597,WBGene00001597,History: N.A.
WBGene00010354,meiotic cell cycle GO:0051321,WBGene00010354,WBGene00010354,History: N.A.
WBGene00018867,meiotic cell cycle GO:0051321,WBGene00018867,WBGene00018867,History: N.A.
WBGene00020035,meiotic cell cycle GO:0051321,WBGene00020035,WBGene00020035,History: N.A.
WBGene00011601,meiotic cell cycle GO:0051321,WBGene00011601,WBGene00011601,History: N.A.
WBGene00006375,meiotic cell cycle GO:0051321,WBGene00006375,WBGene00006375,History: N.A.
WBGene00000386,meiotic cell cycle GO:0051321,WBGene00000386,WBGene00000386,History: N.A.
WBGene00021560,meiotic cell cycle GO:0051321,WBGene00021560,WBGene00021560,History: N.A.
WBGene00021200,meiotic cell cycle GO:0051321,WBGene00021200,WBGene00021200,History: N.A.
WBGene00004737,meiotic cell cycle GO:0051321,WBGene00004737,WBGene00004737,History: N.A.
WBGene00008781,membrane-enclosed lumen GO:0031974,WBGene00008781,WBGene00008781,History: N.A.
WBGene00003421,membrane-enclosed lumen GO:0031974,WBGene00003421,WBGene00003421,History: N.A.
WBGene00005014,membrane-enclosed lumen GO:0031974,WBGene00005014,WBGene00005014,History: N.A.
WBGene00016978,membrane-enclosed lumen GO:0031974,WBGene00016978,WBGene00016978,"History: Split into C56G2.22(WBGene00303050). History of WBGene00016978: Split into ""WBGene00303050"" on 2018-03-02"
WBGene00018769,membrane-enclosed lumen GO:0031974,WBGene00018769,WBGene00018769,"History: Split into F53G2.12(WBGene00302998). History of WBGene00018769: Split into ""WBGene00302998"" on 2018-03-06"
WBGene00008081,membrane-enclosed lumen GO:0031974,WBGene00008081,WBGene00008081,History: N.A.
WBGene00015232,membrane-enclosed lumen GO:0031974,WBGene00015232,WBGene00015232,History: N.A.
WBGene00004887,membrane-enclosed lumen GO:0031974,WBGene00004887,WBGene00004887,History: N.A.
WBGene00019712,membrane-enclosed lumen GO:0031974,WBGene00019712,WBGene00019712,History: N.A.
WBGene00006964,membrane-enclosed lumen GO:0031974,WBGene00006964,WBGene00006964,History: N.A.
WBGene00010990,membrane-enclosed lumen GO:0031974,WBGene00010990,WBGene00010990,History: N.A.
WBGene00013441,membrane-enclosed lumen GO:0031974,WBGene00013441,WBGene00013441,History: N.A.
WBGene00001867,membrane-enclosed lumen GO:0031974,WBGene00001867,WBGene00001867,History: N.A.
WBGene00021888,membrane-enclosed lumen GO:0031974,WBGene00021888,WBGene00021888,History: N.A.
WBGene00017352,membrane-enclosed lumen GO:0031974,WBGene00017352,WBGene00017352,History: N.A.
WBGene00004482,membrane-enclosed lumen GO:0031974,WBGene00004482,WBGene00004482,History: N.A.
WBGene00023405,membrane-enclosed lumen GO:0031974,WBGene00023405,WBGene00023405,History: Renamed on 2005-03-17
WBGene00011062,membrane-enclosed lumen GO:0031974,WBGene00011062,WBGene00011062,History: N.A.
WBGene00012978,membrane-enclosed lumen GO:0031974,WBGene00012978,WBGene00012978,History: N.A.
WBGene00001973,membrane-enclosed lumen GO:0031974,WBGene00001973,WBGene00001973,History: N.A.
WBGene00012458,membrane-enclosed lumen GO:0031974,WBGene00012458,WBGene00012458,History: N.A.
WBGene00004105,membrane-enclosed lumen GO:0031974,WBGene00004105,WBGene00004105,History: Renamed on 2008-10-08
WBGene00004297,membrane-enclosed lumen GO:0031974,WBGene00004297,WBGene00004297,History: N.A.
WBGene00004702,membrane-enclosed lumen GO:0031974,WBGene00004702,WBGene00004702,History: N.A.
WBGene00013676,membrane-enclosed lumen GO:0031974,WBGene00013676,WBGene00013676,History: N.A.
WBGene00010420,membrane-enclosed lumen GO:0031974,WBGene00010420,WBGene00010420,History: N.A.
WBGene00007355,membrane-enclosed lumen GO:0031974,WBGene00007355,WBGene00007355,History: N.A.
WBGene00011597,membrane-enclosed lumen GO:0031974,WBGene00011597,WBGene00011597,History: N.A.
WBGene00011247,membrane-enclosed lumen GO:0031974,WBGene00011247,WBGene00011247,History: N.A.
WBGene00022774,membrane-enclosed lumen GO:0031974,WBGene00022774,WBGene00022774,History: Renamed on 2011-02-11
WBGene00001503,membrane-enclosed lumen GO:0031974,WBGene00001503,WBGene00001503,History: N.A.
WBGene00020604,membrane-enclosed lumen GO:0031974,WBGene00020604,WBGene00020604,History: N.A.
WBGene00014177,membrane-enclosed lumen GO:0031974,WBGene00014177,WBGene00014177,History: N.A.
WBGene00001481,membrane-enclosed lumen GO:0031974,WBGene00001481,WBGene00001481,History: N.A.
WBGene00019629,membrane-enclosed lumen GO:0031974,WBGene00019629,WBGene00019629,History: Renamed on 2007-05-15; Renamed on 2010-02-04
WBGene00013892,membrane-enclosed lumen GO:0031974,WBGene00013892,WBGene00013892,History: N.A.
WBGene00017546,membrane-enclosed lumen GO:0031974,WBGene00017546,WBGene00017546,History: N.A.
WBGene00008684,membrane-enclosed lumen GO:0031974,WBGene00008684,WBGene00008684,History: N.A.
WBGene00019079,membrane-enclosed lumen GO:0031974,WBGene00019079,WBGene00019079,History: N.A.
WBGene00010056,membrane-enclosed lumen GO:0031974,WBGene00010056,WBGene00010056,History: N.A.
WBGene00020320,membrane-enclosed lumen GO:0031974,WBGene00020320,WBGene00020320,History: N.A.
WBGene00002717,membrane-enclosed lumen GO:0031974,WBGene00002717,WBGene00002717,History: Renamed on 2008-02-07; Renamed on 2008-02-07; Renamed on 2011-02-11; Renamed on 2014-09-04; Renamed on 2014-09-04
WBGene00022531,membrane-enclosed lumen GO:0031974,WBGene00022531,WBGene00022531,History: N.A.
WBGene00009211,membrane-enclosed lumen GO:0031974,WBGene00009211,WBGene00009211,History: N.A.
WBGene00000774,membrane-enclosed lumen GO:0031974,WBGene00000774,WBGene00000774,History: N.A.
WBGene00001155,membrane-enclosed lumen GO:0031974,WBGene00001155,WBGene00001155,History: N.A.
WBGene00021205,membrane-enclosed lumen GO:0031974,WBGene00021205,WBGene00021205,History: N.A.
WBGene00001832,membrane-enclosed lumen GO:0031974,WBGene00001832,WBGene00001832,History: Renamed on 2015-03-05
WBGene00001974,membrane-enclosed lumen GO:0031974,WBGene00001974,WBGene00001974,History: N.A.
WBGene00006976,membrane-enclosed lumen GO:0031974,WBGene00006976,WBGene00006976,History: N.A.
WBGene00007784,membrane-enclosed lumen GO:0031974,WBGene00007784,WBGene00007784,History: N.A.
WBGene00003036,membrane-enclosed lumen GO:0031974,WBGene00003036,WBGene00003036,History: N.A.
WBGene00000366,membrane-enclosed lumen GO:0031974,WBGene00000366,WBGene00000366,History: N.A.
WBGene00007050,membrane-enclosed lumen GO:0031974,WBGene00007050,WBGene00007050,History: Renamed on 2016-02-19
WBGene00015971,membrane-enclosed lumen GO:0031974,WBGene00015971,WBGene00015971,History: N.A.
WBGene00004703,membrane-enclosed lumen GO:0031974,WBGene00004703,WBGene00004703,History: N.A.
WBGene00006571,membrane-enclosed lumen GO:0031974,WBGene00006571,WBGene00006571,History: N.A.
WBGene00012650,membrane-enclosed lumen GO:0031974,WBGene00012650,WBGene00012650,History: N.A.
WBGene00001085,membrane-enclosed lumen GO:0031974,WBGene00001085,WBGene00001085,History: N.A.
WBGene00000804,membrane-enclosed lumen GO:0031974,WBGene00000804,WBGene00000804,History: N.A.
WBGene00020601,membrane-enclosed lumen GO:0031974,WBGene00020601,WBGene00020601,History: N.A.
WBGene00008624,membrane-enclosed lumen GO:0031974,WBGene00008624,WBGene00008624,History: N.A.
WBGene00010785,membrane-enclosed lumen GO:0031974,WBGene00010785,WBGene00010785,History: Renamed on 2015-07-16
WBGene00018064,membrane-enclosed lumen GO:0031974,WBGene00018064,WBGene00018064,History: N.A.
WBGene00015233,membrane-enclosed lumen GO:0031974,WBGene00015233,WBGene00015233,History: N.A.
WBGene00018391,membrane-enclosed lumen GO:0031974,WBGene00018391,WBGene00018391,History: N.A.
WBGene00017121,membrane-enclosed lumen GO:0031974,WBGene00017121,WBGene00017121,History: N.A.
WBGene00006542,membrane-enclosed lumen GO:0031974,WBGene00006542,WBGene00006542,History: N.A.
WBGene00013151,membrane-enclosed lumen GO:0031974,WBGene00013151,WBGene00013151,"History: Split into metl-2(WBGene00044720). History of WBGene00013151: Split into ""WBGene00044720"" on 2006-01-16"
WBGene00004461,membrane-enclosed lumen GO:0031974,WBGene00004461,WBGene00004461,History: N.A.
WBGene00019168,membrane-enclosed lumen GO:0031974,WBGene00019168,WBGene00019168,History: N.A.
WBGene00020823,membrane-enclosed lumen GO:0031974,WBGene00020823,WBGene00020823,History: N.A.
WBGene00303021,membrane-enclosed lumen GO:0031974,WBGene00303021,WBGene00303021,History: Renamed on 2021-03-09; Renamed on 2021-06-23
WBGene00001236,membrane-enclosed lumen GO:0031974,WBGene00001236,WBGene00001236,History: N.A.
WBGene00014230,membrane-enclosed lumen GO:0031974,WBGene00014230,WBGene00014230,History: N.A.
WBGene00000933,membrane-enclosed lumen GO:0031974,WBGene00000933,WBGene00000933,History: Renamed on 2018-06-07
WBGene00018867,membrane-enclosed lumen GO:0031974,WBGene00018867,WBGene00018867,History: N.A.
WBGene00000833,membrane-enclosed lumen GO:0031974,WBGene00000833,WBGene00000833,History: N.A.
WBGene00001092,membrane-enclosed lumen GO:0031974,WBGene00001092,WBGene00001092,History: N.A.
WBGene00007971,membrane-enclosed lumen GO:0031974,WBGene00007971,WBGene00007971,"History: Split into C36B1.14(WBGene00044614), B0252.8(WBGene00044615). History of WBGene00007971: Split into ""WBGene00044615"" on 2005-08-22"
WBGene00018513,membrane-enclosed lumen GO:0031974,WBGene00018513,WBGene00018513,History: N.A.
WBGene00010054,membrane-enclosed lumen GO:0031974,WBGene00010054,WBGene00010054,History: N.A.
WBGene00011601,membrane-enclosed lumen GO:0031974,WBGene00011601,WBGene00011601,History: N.A.
WBGene00006375,membrane-enclosed lumen GO:0031974,WBGene00006375,WBGene00006375,History: N.A.
WBGene00011872,membrane-enclosed lumen GO:0031974,WBGene00011872,WBGene00011872,History: N.A.
WBGene00012885,membrane-enclosed lumen GO:0031974,WBGene00012885,WBGene00012885,History: N.A.
WBGene00004737,membrane-enclosed lumen GO:0031974,WBGene00004737,WBGene00004737,History: N.A.
WBGene00000465,embryo development ending in birth or egg hatching GO:0009792,WBGene00000465,WBGene00000465,History: Renamed on 2006-06-16; Renamed on 2008-01-14
WBGene00000186,embryo development ending in birth or egg hatching GO:0009792,WBGene00000186,WBGene00000186,History: N.A.
WBGene00006379,embryo development ending in birth or egg hatching GO:0009792,WBGene00006379,WBGene00006379,History: N.A.
WBGene00004887,embryo development ending in birth or egg hatching GO:0009792,WBGene00004887,WBGene00004887,History: N.A.
WBGene00006437,embryo development ending in birth or egg hatching GO:0009792,WBGene00006437,WBGene00006437,History: Renamed on 2008-07-18
WBGene00006311,embryo development ending in birth or egg hatching GO:0009792,WBGene00006311,WBGene00006311,History: N.A.
WBGene00006913,embryo development ending in birth or egg hatching GO:0009792,WBGene00006913,WBGene00006913,History: N.A.
WBGene00004980,embryo development ending in birth or egg hatching GO:0009792,WBGene00004980,WBGene00004980,History: N.A.
WBGene00002276,embryo development ending in birth or egg hatching GO:0009792,WBGene00002276,WBGene00002276,History: N.A.
WBGene00000411,embryo development ending in birth or egg hatching GO:0009792,WBGene00000411,WBGene00000411,History: N.A.
WBGene00004105,embryo development ending in birth or egg hatching GO:0009792,WBGene00004105,WBGene00004105,History: Renamed on 2008-10-08
WBGene00003799,embryo development ending in birth or egg hatching GO:0009792,WBGene00003799,WBGene00003799,History: N.A.
WBGene00004297,embryo development ending in birth or egg hatching GO:0009792,WBGene00004297,WBGene00004297,History: N.A.
WBGene00006996,embryo development ending in birth or egg hatching GO:0009792,WBGene00006996,WBGene00006996,History: N.A.
WBGene00017132,embryo development ending in birth or egg hatching GO:0009792,WBGene00017132,WBGene00017132,History: Renamed on 2006-10-16; Renamed on 2014-03-28; Renamed on 2014-09-02; Renamed on 2015-03-25; Renamed on 2015-03-25
WBGene00003228,embryo development ending in birth or egg hatching GO:0009792,WBGene00003228,WBGene00003228,History: N.A.
WBGene00004268,embryo development ending in birth or egg hatching GO:0009792,WBGene00004268,WBGene00004268,History: N.A.
WBGene00003797,embryo development ending in birth or egg hatching GO:0009792,WBGene00003797,WBGene00003797,History: N.A.
WBGene00000871,embryo development ending in birth or egg hatching GO:0009792,WBGene00000871,WBGene00000871,History: Renamed on 2015-03-05
WBGene00004274,embryo development ending in birth or egg hatching GO:0009792,WBGene00004274,WBGene00004274,History: N.A.
WBGene00005021,embryo development ending in birth or egg hatching GO:0009792,WBGene00005021,WBGene00005021,History: Renamed on 2019-09-11
WBGene00006976,embryo development ending in birth or egg hatching GO:0009792,WBGene00006976,WBGene00006976,History: N.A.
WBGene00003036,embryo development ending in birth or egg hatching GO:0009792,WBGene00003036,WBGene00003036,History: N.A.
WBGene00006910,embryo development ending in birth or egg hatching GO:0009792,WBGene00006910,WBGene00006910,History: Renamed on 2005-11-29; Renamed on 2006-01-12
WBGene00000366,embryo development ending in birth or egg hatching GO:0009792,WBGene00000366,WBGene00000366,History: N.A.
WBGene00003035,embryo development ending in birth or egg hatching GO:0009792,WBGene00003035,WBGene00003035,History: N.A.
WBGene00000145,embryo development ending in birth or egg hatching GO:0009792,WBGene00000145,WBGene00000145,History: N.A.
WBGene00006571,embryo development ending in birth or egg hatching GO:0009792,WBGene00006571,WBGene00006571,History: N.A.
WBGene00000090,embryo development ending in birth or egg hatching GO:0009792,WBGene00000090,WBGene00000090,History: N.A.
WBGene00003789,embryo development ending in birth or egg hatching GO:0009792,WBGene00003789,WBGene00003789,History: N.A.
WBGene00022492,embryo development ending in birth or egg hatching GO:0009792,WBGene00022492,WBGene00022492,History: N.A.
WBGene00004085,embryo development ending in birth or egg hatching GO:0009792,WBGene00004085,WBGene00004085,History: N.A.
WBGene00006736,embryo development ending in birth or egg hatching GO:0009792,WBGene00006736,WBGene00006736,History: N.A.
WBGene00002632,embryo development ending in birth or egg hatching GO:0009792,WBGene00002632,WBGene00002632,History: N.A.
WBGene00006700,embryo development ending in birth or egg hatching GO:0009792,WBGene00006700,WBGene00006700,History: N.A.
WBGene00015698,embryo development ending in birth or egg hatching GO:0009792,WBGene00015698,WBGene00015698,History: N.A.
WBGene00001985,embryo development ending in birth or egg hatching GO:0009792,WBGene00001985,WBGene00001985,History: N.A.
WBGene00002059,embryo development ending in birth or egg hatching GO:0009792,WBGene00002059,WBGene00002059,History: N.A.
WBGene00000264,embryo development ending in birth or egg hatching GO:0009792,WBGene00000264,WBGene00000264,History: N.A.
WBGene00001597,embryo development ending in birth or egg hatching GO:0009792,WBGene00001597,WBGene00001597,History: N.A.
WBGene00006977,embryo development ending in birth or egg hatching GO:0009792,WBGene00006977,WBGene00006977,History: N.A.
WBGene00003829,embryo development ending in birth or egg hatching GO:0009792,WBGene00003829,WBGene00003829,History: N.A.
WBGene00011559,embryo development ending in birth or egg hatching GO:0009792,WBGene00011559,WBGene00011559,History: Renamed on 2014-11-12
WBGene00004732,embryo development ending in birth or egg hatching GO:0009792,WBGene00004732,WBGene00004732,History: N.A.
WBGene00008140,damaged DNA binding GO:0003684,WBGene00008140,WBGene00008140,History: Renamed on 2013-10-11; Renamed on 2015-07-01
WBGene00017546,damaged DNA binding GO:0003684,WBGene00017546,WBGene00017546,History: N.A.
WBGene00010056,damaged DNA binding GO:0003684,WBGene00010056,WBGene00010056,History: N.A.
WBGene00006963,damaged DNA binding GO:0003684,WBGene00006963,WBGene00006963,History: Renamed on 2008-03-07
WBGene00008082,damaged DNA binding GO:0003684,WBGene00008082,WBGene00008082,"History: Split into fbxb-87(WBGene00043996). History of WBGene00008082: Split into ""WBGene00043996"" on 2004-11-08"
WBGene00004737,damaged DNA binding GO:0003684,WBGene00004737,WBGene00004737,History: N.A.
WBGene00004132,ribonucleoprotein granule GO:0035770,WBGene00004132,WBGene00004132,History: Renamed on 2011-08-12; Renamed on 2011-08-12
WBGene00022034,ribonucleoprotein granule GO:0035770,WBGene00022034,WBGene00022034,History: N.A.
WBGene00011061,ribonucleoprotein granule GO:0035770,WBGene00011061,WBGene00011061,History: N.A.
WBGene00014015,ribonucleoprotein granule GO:0035770,WBGene00014015,WBGene00014015,History: N.A.
WBGene00003918,ribonucleoprotein granule GO:0035770,WBGene00003918,WBGene00003918,History: N.A.
WBGene00003507,ribonucleoprotein granule GO:0035770,WBGene00003507,WBGene00003507,History: N.A.
WBGene00002244,ribonucleoprotein granule GO:0035770,WBGene00002244,WBGene00002244,History: N.A.
WBGene00003825,ribonucleoprotein granule GO:0035770,WBGene00003825,WBGene00003825,History: N.A.
WBGene00004916,ribonucleoprotein granule GO:0035770,WBGene00004916,WBGene00004916,History: N.A.
WBGene00003228,ribonucleoprotein granule GO:0035770,WBGene00003228,WBGene00003228,History: N.A.
WBGene00019629,ribonucleoprotein granule GO:0035770,WBGene00019629,WBGene00019629,History: Renamed on 2007-05-15; Renamed on 2010-02-04
WBGene00006499,ribonucleoprotein granule GO:0035770,WBGene00006499,WBGene00006499,History: N.A.
WBGene00001402,ribonucleoprotein granule GO:0035770,WBGene00001402,WBGene00001402,History: N.A.
WBGene00004178,ribonucleoprotein granule GO:0035770,WBGene00004178,WBGene00004178,History: N.A.
WBGene00012904,ribonucleoprotein granule GO:0035770,WBGene00012904,WBGene00012904,History: N.A.
WBGene00003864,ribonucleoprotein granule GO:0035770,WBGene00003864,WBGene00003864,History: N.A.
WBGene00018612,ribonucleoprotein granule GO:0035770,WBGene00018612,WBGene00018612,History: Renamed on 2017-03-13
WBGene00021287,ribonucleoprotein granule GO:0035770,WBGene00021287,WBGene00021287,History: N.A.
WBGene00018391,ribonucleoprotein granule GO:0035770,WBGene00018391,WBGene00018391,History: N.A.
WBGene00003231,ribonucleoprotein granule GO:0035770,WBGene00003231,WBGene00003231,History: N.A.
WBGene00002059,ribonucleoprotein granule GO:0035770,WBGene00002059,WBGene00002059,History: N.A.
WBGene00001597,ribonucleoprotein granule GO:0035770,WBGene00001597,WBGene00001597,History: N.A.
WBGene00011036,ribonucleoprotein granule GO:0035770,WBGene00011036,WBGene00011036,History: N.A.
WBGene00003076,ribonucleoprotein granule GO:0035770,WBGene00003076,WBGene00003076,History: N.A.
WBGene00000369,ribonucleoprotein granule GO:0035770,WBGene00000369,WBGene00000369,History: N.A.
WBGene00010734,ribonucleoprotein granule GO:0035770,WBGene00010734,WBGene00010734,History: N.A.
WBGene00004027,ribonucleoprotein granule GO:0035770,WBGene00004027,WBGene00004027,History: N.A.
WBGene00003918,establishment of mitotic spindle orientation GO:0000132,WBGene00003918,WBGene00003918,History: N.A.
WBGene00003799,establishment of mitotic spindle orientation GO:0000132,WBGene00003799,WBGene00003799,History: N.A.
WBGene00003797,establishment of mitotic spindle orientation GO:0000132,WBGene00003797,WBGene00003797,History: N.A.
WBGene00003395,establishment of mitotic spindle orientation GO:0000132,WBGene00003395,WBGene00003395,History: N.A.
WBGene00003789,establishment of mitotic spindle orientation GO:0000132,WBGene00003789,WBGene00003789,History: N.A.
WBGene00000420,establishment of mitotic spindle orientation GO:0000132,WBGene00000420,WBGene00000420,History: N.A.
WBGene00001678,establishment of mitotic spindle orientation GO:0000132,WBGene00001678,WBGene00001678,History: N.A.
WBGene00004732,establishment of mitotic spindle orientation GO:0000132,WBGene00004732,WBGene00004732,History: N.A.
WBGene00013985,Golgi organization GO:0007030,WBGene00013985,WBGene00013985,History: Renamed on 2019-09-11
WBGene00006437,Golgi organization GO:0007030,WBGene00006437,WBGene00006437,History: Renamed on 2008-07-18
WBGene00001526,Golgi organization GO:0007030,WBGene00001526,WBGene00001526,History: N.A.
WBGene00000585,Golgi organization GO:0007030,WBGene00000585,WBGene00000585,History: Renamed on 2006-01-17
WBGene00009829,Golgi organization GO:0007030,WBGene00009829,WBGene00009829,History: N.A.
WBGene00002070,Golgi organization GO:0007030,WBGene00002070,WBGene00002070,History: N.A.
WBGene00003421,homologous recombination GO:0035825,WBGene00003421,WBGene00003421,History: N.A.
WBGene00008140,homologous recombination GO:0035825,WBGene00008140,WBGene00008140,History: Renamed on 2013-10-11; Renamed on 2015-07-01
WBGene00019712,homologous recombination GO:0035825,WBGene00019712,WBGene00019712,History: N.A.
WBGene00002276,homologous recombination GO:0035825,WBGene00002276,WBGene00002276,History: N.A.
WBGene00004297,homologous recombination GO:0035825,WBGene00004297,WBGene00004297,History: N.A.
WBGene00006976,homologous recombination GO:0035825,WBGene00006976,WBGene00006976,History: N.A.
WBGene00010785,homologous recombination GO:0035825,WBGene00010785,WBGene00010785,History: Renamed on 2015-07-16
WBGene00004085,homologous recombination GO:0035825,WBGene00004085,WBGene00004085,History: N.A.
WBGene00001874,homologous recombination GO:0035825,WBGene00001874,WBGene00001874,History: N.A.
WBGene00018867,homologous recombination GO:0035825,WBGene00018867,WBGene00018867,History: N.A.
WBGene00006375,homologous recombination GO:0035825,WBGene00006375,WBGene00006375,History: N.A.
WBGene00004436,structural constituent of ribosome GO:0003735,WBGene00004436,WBGene00004436,History: N.A.
WBGene00004418,structural constituent of ribosome GO:0003735,WBGene00004418,WBGene00004418,History: N.A.
WBGene00004498,structural constituent of ribosome GO:0003735,WBGene00004498,WBGene00004498,History: N.A.
WBGene00004417,structural constituent of ribosome GO:0003735,WBGene00004417,WBGene00004417,History: N.A.
WBGene00022830,structural constituent of ribosome GO:0003735,WBGene00022830,WBGene00022830,History: N.A.
WBGene00004492,structural constituent of ribosome GO:0003735,WBGene00004492,WBGene00004492,History: N.A.
WBGene00004432,structural constituent of ribosome GO:0003735,WBGene00004432,WBGene00004432,History: N.A.
WBGene00004482,structural constituent of ribosome GO:0003735,WBGene00004482,WBGene00004482,History: N.A.
WBGene00011247,structural constituent of ribosome GO:0003735,WBGene00011247,WBGene00011247,History: N.A.
WBGene00004456,structural constituent of ribosome GO:0003735,WBGene00004456,WBGene00004456,History: N.A.
WBGene00004454,structural constituent of ribosome GO:0003735,WBGene00004454,WBGene00004454,History: Renamed on 2015-10-02
WBGene00004447,structural constituent of ribosome GO:0003735,WBGene00004447,WBGene00004447,History: N.A.
WBGene00004478,structural constituent of ribosome GO:0003735,WBGene00004478,WBGene00004478,History: N.A.
WBGene00004423,structural constituent of ribosome GO:0003735,WBGene00004423,WBGene00004423,History: N.A.
WBGene00004448,structural constituent of ribosome GO:0003735,WBGene00004448,WBGene00004448,History: N.A.
WBGene00004412,structural constituent of ribosome GO:0003735,WBGene00004412,WBGene00004412,History: Renamed on 2004-07-05
WBGene00004414,structural constituent of ribosome GO:0003735,WBGene00004414,WBGene00004414,History: N.A.
WBGene00004433,structural constituent of ribosome GO:0003735,WBGene00004433,WBGene00004433,History: N.A.
WBGene00004470,structural constituent of ribosome GO:0003735,WBGene00004470,WBGene00004470,History: N.A.
WBGene00004431,structural constituent of ribosome GO:0003735,WBGene00004431,WBGene00004431,History: N.A.
WBGene00004486,structural constituent of ribosome GO:0003735,WBGene00004486,WBGene00004486,History: N.A.
WBGene00000933,structural constituent of ribosome GO:0003735,WBGene00000933,WBGene00000933,History: Renamed on 2018-06-07
WBGene00004479,structural constituent of ribosome GO:0003735,WBGene00004479,WBGene00004479,History: N.A.
WBGene00006725,structural constituent of ribosome GO:0003735,WBGene00006725,WBGene00006725,History: N.A.
WBGene00006728,structural constituent of ribosome GO:0003735,WBGene00006728,WBGene00006728,History: N.A.
WBGene00001137,ATPase-coupled ion transmembrane transporter activity GO:0042625,WBGene00001137,WBGene00001137,History: N.A.
WBGene00006913,ATPase-coupled ion transmembrane transporter activity GO:0042625,WBGene00006913,WBGene00006913,History: N.A.
WBGene00018698,ATPase-coupled ion transmembrane transporter activity GO:0042625,WBGene00018698,WBGene00018698,History: N.A.
WBGene00006916,ATPase-coupled ion transmembrane transporter activity GO:0042625,WBGene00006916,WBGene00006916,History: N.A.
WBGene00012341,ATPase-coupled ion transmembrane transporter activity GO:0042625,WBGene00012341,WBGene00012341,History: N.A.
WBGene00006910,ATPase-coupled ion transmembrane transporter activity GO:0042625,WBGene00006910,WBGene00006910,History: Renamed on 2005-11-29; Renamed on 2006-01-12
WBGene00006911,ATPase-coupled ion transmembrane transporter activity GO:0042625,WBGene00006911,WBGene00006911,History: N.A.
WBGene00000411,mRNA transport GO:0051028,WBGene00000411,WBGene00000411,History: N.A.
WBGene00021813,mRNA transport GO:0051028,WBGene00021813,WBGene00021813,History: N.A.
WBGene00003799,mRNA transport GO:0051028,WBGene00003799,WBGene00003799,History: N.A.
WBGene00003835,mRNA transport GO:0051028,WBGene00003835,WBGene00003835,History: N.A.
WBGene00022492,mRNA transport GO:0051028,WBGene00022492,WBGene00022492,History: N.A.
WBGene00018391,mRNA transport GO:0051028,WBGene00018391,WBGene00018391,History: N.A.
WBGene00016171,mRNA transport GO:0051028,WBGene00016171,WBGene00016171,History: N.A.
WBGene00004132,pole plasm GO:0045495,WBGene00004132,WBGene00004132,History: Renamed on 2011-08-12; Renamed on 2011-08-12
WBGene00022034,pole plasm GO:0045495,WBGene00022034,WBGene00022034,History: N.A.
WBGene00011061,pole plasm GO:0045495,WBGene00011061,WBGene00011061,History: N.A.
WBGene00003918,pole plasm GO:0045495,WBGene00003918,WBGene00003918,History: N.A.
WBGene00003507,pole plasm GO:0045495,WBGene00003507,WBGene00003507,History: N.A.
WBGene00002244,pole plasm GO:0045495,WBGene00002244,WBGene00002244,History: N.A.
WBGene00004916,pole plasm GO:0045495,WBGene00004916,WBGene00004916,History: N.A.
WBGene00003228,pole plasm GO:0045495,WBGene00003228,WBGene00003228,History: N.A.
WBGene00019629,pole plasm GO:0045495,WBGene00019629,WBGene00019629,History: Renamed on 2007-05-15; Renamed on 2010-02-04
WBGene00001402,pole plasm GO:0045495,WBGene00001402,WBGene00001402,History: N.A.
