# 133 Genes with CSR-1-bound 22G RNA Homology,,,,,,,,,,,,,,,
gene ID,gene name,cosmid ID,Description (from Wormbase),log2FoldChange (SIN vs WT),Padj,gene length,N2 rep1 counts,N2 rep2 counts,N2 rpkm,WT rep1 counts,WT rep2 counts,WT rpkm,SIN rep1 counts,SIN rep2 counts,SIN rpkm,Input,Suggested Match,History
WBGene00003507,mut-14,C14C11.6,"mut-14 mutants exhibit germline transposon activation, a deficient response to RNAi, resistance to co-suppression, and transgene desilencing.",1.843528789,3.91e-57,1754.0,1341.0,1253.0,16.91900188,1731.0,1301.0,22.70541315,6383.0,5468.0,90.6211367,WBGene00003507,WBGene00003507,History: N.A.
WBGene00011323,mut-15,T01C3.8,mut-15 encodes a protein that localizes to mutator foci in the germline,1.443175151,1.39e-36,2147.0,2973.0,2376.0,28.43787933,2352.0,1903.0,26.13751197,6708.0,5852.0,78.51237394,WBGene00011323,WBGene00011323,History: Renamed on 2013-10-16
WBGene00003504,mut-7,ZK1098.8,"mut-7 encodes a homolog of RnaseD that represses transposition of Tc1, Tc3, Tc4, and Tc5, perhaps by degrading transposon-specific messages; also affects sperm development, sensitivity to RNAi of mainly germline expressed genes, silencing of some germline transgenes, X chromosome loss, and is required for cosuppression (functional silencing of chromosomal loci induced by transgenes) and for silencing induced by antisense RNA oligomers; cellular fractionation experiments indicate that MUT-7 is expressed in adult worms, and resides in a complex in both the cytosol and nucleus; in the cytosolic complex, MUT-7 interacts with RDE-2, a novel protein also required for RNA interference.",1.285702452,3.23e-14,2973.0,7457.0,5315.0,48.95682308,4823.0,3410.0,36.25239509,12677.0,9473.0,99.45320758,WBGene00003504,WBGene00003504,History: N.A.
WBGene00003596,ngp-1,T19A6.2,"ngp-1 encodes a protein orthologous to human GNL2 (guanine nucleotide binding protein-like 2 (nucleolar)); ngp-1 is predicted to have GTP binding activity, based on protein domain information.",1.028662184,2.37e-18,2918.0,6157.0,5591.0,46.03983712,4254.0,3741.0,36.30232391,9831.0,7909.0,81.36183774,WBGene00003596,WBGene00003596,History: N.A.
WBGene00012543,nkcc-1,Y37A1C.1,"The Y37A1C.1 gene encodes a homolog of the human gene NKCC2, which when mutated leads to hypokalemicalkalosis (OMIM:241200); the Y37A1C.1A protein is predicted to be mitochondrial with 52% accuracy.",1.031046323,4.6e-18,5091.0,6174.0,6041.0,27.46718978,5632.0,4868.0,27.30055915,12441.0,10819.0,61.3110699,WBGene00012543,WBGene00012543,History: N.A.
WBGene00017774,nop-1,F25B5.2,nop-1 encodes a protein localized to the nucleus and the cleavage furrow.,1.080014583,1.57e-13,3231.0,9338.0,6884.0,57.24321579,8833.0,6493.0,62.22881881,19618.0,15608.0,145.8514172,WBGene00017774,WBGene00017774,History: N.A.
WBGene00011333,nrde-2,T01E8.5,"nrde-2 encodes a protein containing a conserved domain of unknown function (DUF 1740), a serine/arginine-rich domain, and a half-a-tetratricopeptide (HAT)-like domain that is conserved in plants, fungi, insect, and mammals; NRDE-2 functions with NRDE-3 in the nuclear RNAi pathway to regulate gene expression via inhibition of RNA polymerase II during the elongation phase of transcription and via an NRDE-2-dependent enrichment of histone H3K9 methylation at genomic sites targeted by RNAi; an NRDE-2::GFP fusion protein localizes to the nucleus.",3.030588263,1.3599999999999999e-204,4057.0,7289.0,6053.0,37.55878454,7938.0,6378.0,46.52067044,66763.0,61537.0,425.2438692,WBGene00011333,WBGene00011333,History: N.A.
WBGene00017951,panl-2,F31E3.4,"panl-2 is an ortholog of human PAN2 (PAN2 poly(A) specific ribonuclease subunit); panl-2 is predicted to have nucleic acid binding activity and exonuclease activity, based on protein domain information.",1.198860248,1.16e-16,3724.0,5674.0,4068.0,29.81423974,4086.0,3206.0,25.78082135,9716.0,8527.0,65.75941432,WBGene00017951,WBGene00017951,History: N.A.
WBGene00021313,paqr-2,Y32H12A.5,paqr-2 is an ortholog of human ADIPOR1 (adiponectin receptor 1) and ADIPOR2 (adiponectin receptor 2); paqr-2 is localized to the plasma membrane.,1.052737917,5.58e-18,2224.0,3425.0,2685.0,31.35041734,2945.0,2309.0,31.10262333,6336.0,5437.0,71.00392132,WBGene00021313,WBGene00021313,History: Renamed on 2015-08-03
WBGene00011146,pde-2,R08D7.6,"pde-2 is an ortholog of human PDE2A (phosphodiesterase 2A, cGMP-stimulated); pde-2 is predicted to have 3',5'-cyclic-nucleotide phosphodiesterase activity, based on protein domain information.",1.179469634,5.260000000000001e-31,3429.0,10661.0,9431.0,66.98025316,9024.0,7350.0,63.00045855,20613.0,19282.0,156.5279141,WBGene00011146,WBGene00011146,History: N.A.
WBGene00012897,pisy-1,Y46G5A.5,"pisy-1 is an ortholog of human CDIPT (CDP-diacylglycerol--inositol 3-phosphatidyltransferase); pisy-1 is predicted to have phosphotransferase activity, for other substituted phosphate groups, based on protein domain information.",2.32212767,5.33e-65,925.0,2738.0,2762.0,68.09831663,3531.0,2863.0,91.17559967,20508.0,15341.0,517.3580021,WBGene00012897,WBGene00012897,History: N.A.
WBGene00004094,ppw-2,Y110A7A.18,"ppw-2 is an ortholog of human AGO1 (argonaute RISC catalytic component 1), AGO4 (argonaute RISC catalytic component 4), AGO3 (argonaute RISC catalytic component 3) and AGO2 (argonaute RISC catalytic component 2); ppw-2 is predicted to have nucleic acid binding activity, based on protein domain information.",1.702294388,8.76e-23,3228.0,2790.0,2482.0,18.67102491,3251.0,2840.0,24.99172075,10221.0,11903.0,92.91546272,WBGene00004094,WBGene00004094,History: Renamed on 2011-10-14
WBGene00008995,prde-1,F21A3.5,"prde-1 is an ortholog of human CSNK1E (casein kinase 1, epsilon) and CSNK1D (casein kinase 1, delta); prde-1 is involved in piRNA biosynthetic process; prde-1 is predicted to have transferase activity, transferring phosphorus-containing groups, based on protein domain information; prde-1 is localized to the autosome.",1.082771506,2.38e-11,1753.0,939.0,1003.0,12.69818418,998.0,822.0,13.7061172,2291.0,1936.0,32.32566789,WBGene00008995,WBGene00008995,History: N.A.
WBGene00004178,prg-1,D2030.6,"prg-1 encodes a novel, basic protein that is one of two C. elegans members of the Piwi subfamily of highly conserved Argonaut/Piwi proteins; during development, PRG-1 activity is essential for successful gametogenesis, normal levels of fertility, and accumulation of 21 U-RNAs (piRNAs), small RNAs expressed in the germ line; in addition, PRG-1 appears to act upstream of an siRNA pathway to regulate transposition of the Tc3 DNA transposon; PRG-1 physically interacts with 21 U-RNAs in vivo; PRG-1 localizes to P granules throughout development.",1.127309468,6.85e-26,2671.0,13974.0,11680.0,109.7027053,15496.0,12318.0,137.2023916,33582.0,31712.0,328.9909412,WBGene00004178,WBGene00004178,History: N.A.
WBGene00004315,rbd-1,T23F6.4,"rbd-1 encodes an ortholog of S. cerevisiae Mrd1p; RBD-1 is required for processing of 18S rRNA and subsequent formation of the 40S ribosomal subunit, and is essential for normal development; in addition, RBD-1 may suppress tumorous growth in the germ line by ensuring robust larval germline proliferation; like PRO-1, -2, and -3, RBD-1's role in ribosome biogenesis suggests a link between biogenesis in the distal sheath and control of cell division in the germ line; RBD-1 localizes to the nucleolus.",1.073840049,5.07e-16,3589.0,3175.0,3260.0,20.54005362,3229.0,2614.0,21.47198569,7042.0,6288.0,49.88737826,WBGene00004315,WBGene00004315,History: N.A.
WBGene00019600,rga-3,K09H11.3,"rga-3 encodes a GTPase-activating protein (GAP); RNAi experiments predicted to target rga-3 and the related rga-4 gene result in early embryonic defects, specifically defects in cortical contractility, non-muscle myosin NMY-2 distribution, and the relative size of PAR protein domains; in vitro, RGA-3 positively regulates RHO-1 GTPase activity, consistent with genetic studies showing that the rga-3/4(RNAi) phenotype requires RHO-1 activity; in early embryos, a YFP-RGA-3 fusion protein localizes to the cellular cortex and to centrosomes, with cortical localization segregating to the anterior during polarization.",1.248188875,8.39e-17,3784.0,8858.0,6228.0,45.42433821,9884.0,7484.0,60.31228397,23729.0,21249.0,159.6711599,WBGene00019600,WBGene00019600,History: N.A.
WBGene00008781,rpoa-2,F14B4.3,"rpoa-2 is an ortholog of human POLR1B (polymerase (RNA) I polypeptide B); rpoa-2 is predicted to have DNA binding activity, DNA-directed RNA polymerase activity, and ribonucleoside binding activity, based on protein domain information; rpoa-2 is localized to the nucleolus.",1.569659736,9.939999999999999e-52,3746.0,3427.0,3196.0,20.22596934,3098.0,2459.0,19.54380814,9460.0,8386.0,63.97301206,WBGene00008781,WBGene00008781,History: N.A.
WBGene00004737,scc-1,F10G7.4,"scc-1 encodes a member of the Rad21/Rec8-like family of cohesion proteins that affects embryonic viability, fertility, the rate of embryonic cell divisions and the incidence of male progeny; interacts with ATL-1, F56D12.5, and F11E6.1 based on yeast two-hybrid assays, and is expressed in nondividing embryonic and germline nuclei.",1.836641075,5.3899999999999996e-45,2135.0,4549.0,3402.0,42.46870015,5277.0,4114.0,57.89217097,20481.0,16462.0,231.5650644,WBGene00004737,WBGene00004737,History: N.A.
WBGene00004782,set-2,C26E6.9,"set-2 encodes a histone H3K4 methyltransferase closely related to the yeast Set1 and mammalian SET1/MLL proteins; SET-2 displays H3K4 methyltransferase activity in vitro and in C. elegans, regulates levels of H3K4; SET-2 plays a role in germline development, postembryonic development, negative regulation of lifespan in adult animals, and RNA interference; SET-2 localizes to nuclei.",1.085530297,3.19e-18,6377.0,6869.0,5266.0,21.70809956,5433.0,4399.0,20.33477995,11818.0,10741.0,47.5451619,WBGene00004782,WBGene00004782,History: N.A.
WBGene00021282,set-21,Y24D9A.2,"set-21 encodes a putative histone H3 lysine-9 methyltransferase that  postpones polyglutamine aggregation in vivo, and that is predicted to  function in transcriptional repression; SET-21 has no non-nematode  orthologs, but is paralogous to SET-6, SET-15, and SET-32; SET-21  protein is specifically cleaved by CED-3, both in a genomic expression  screen and in an in vitro assay; set-21(RNAi) has no obvious phenotype  other than premature aggregation of transgenic Q33/Q35-YFP.",1.629875355,4.71e-32,2024.0,997.0,833.0,10.32700149,937.0,704.0,10.64926847,3125.0,2459.0,36.89375286,WBGene00021282,WBGene00021282,History: N.A.
WBGene00007615,set-31,C15H11.5,"set-31 encodes a protein with an N-terminal Chromo domain, and a  C-terminal SET domain; SET-31 has no obvious non-nematode orthologs;  set-31(ok1482) has no obvious mutant phenotype, and SET-31 has no  obvious function in mass RNAi assays.",2.528552199,5.43e-85,1720.0,1262.0,1002.0,15.02325066,1545.0,1218.0,21.15561214,8949.0,8711.0,138.3273197,WBGene00007615,WBGene00007615,History: Renamed on 2007-05-03
WBGene00008062,set-32,C41G7.4,"set-32 encodes a divergent histone H3 lysine-9 (H3K9) methyltransferase  homolog with a SET domain; SET-32 has no obvious non-nematode orthologs,  but several paralogs (SET-6, SET-13, SET-15, SET-19, SET-20, and  SET-21); set-32(ok1457) has no obvious mutant phenotype, and SET-32 has  no obvious function in mass RNAi assays.",1.181293761,1.39e-10,1653.0,1030.0,935.0,13.59385775,1092.0,960.0,16.44742435,3131.0,2091.0,42.00766385,WBGene00008062,WBGene00008062,History: Renamed on 2007-05-03
WBGene00017482,set-9,F15E6.1,"set-9 encodes a large (1,655-residue) protein with a low-complexity  N-terminal region, followed by a PHD-zinc finger and a SET domain; SET-9  has no non-nematode orthologs, but has 96% identity (1616/1679 residues)  to its paralog SET-26; SET-9 is required for a normally short lifespan  and low spontaneous mutation rate; life extension by set-9(RNAi)  requires DAF-16, indicating that SET-9 limits normal lifespan by  negatively regulating DAF-16 (either directly or indirectly); otherwise,  neither set-9(n4949) nor set-9(RNAi) have any obvious phenotypes.",1.591443155,1.4999999999999999e-55,5569.0,4659.0,4074.0,17.92275453,4276.0,3295.0,17.88145325,12895.0,11717.0,59.39759955,WBGene00017482,WBGene00017482,History: N.A.
WBGene00015098,snpc-3.1,B0273.3,"snpc-3.1 is an ortholog of human SNAPC3 (small nuclear RNA activating complex, polypeptide 3).",2.725951244,7.07e-28,1422.0,83.0,105.0,1.519098926,98.0,98.0,1.839286851,882.0,800.0,15.89639047,WBGene00015098,WBGene00015098,History: N.A.
WBGene00012896,snrp-200,Y46G5A.4,"snrp-200 is an ortholog of human SNRNP200 (small nuclear ribonucleoprotein (U5)); snrp-200 is predicted to have nucleic acid binding activity and ATP binding activity, based on protein domain information.",1.30402766,1.8999999999999998e-23,6786.0,16164.0,11977.0,47.28394004,13653.0,10573.0,46.96921962,34180.0,30749.0,128.5500675,WBGene00012896,WBGene00012896,History: Renamed on 2005-03-17
WBGene00004952,spd-1,Y34D9A.4,"spd-1 encodes a homolog of human PRC1, tobacco MAP-65, and S. cerevisiae Ase1p that is required for embryonic viability due to its requirement for mitotic spindle stability during the late stages of cytokinesis; SPD-1 is also required for fertility, gonad development, locomotion, and vulval development.",1.512319916,4.6200000000000003e-35,1791.0,3547.0,2779.0,40.30573415,4281.0,3361.0,56.18048193,13241.0,10557.0,177.7712036,WBGene00004952,WBGene00004952,History: N.A.
WBGene00004955,spd-5,F56A3.4,"spd-5 encodes a coiled-coil domain protein; spd-5 activity is required for centrosome maturation, symmetry breaking, pronuclear migration, mitotic spindle assembly, and cell division; in regulating centrosome maturation, spd-5 interacts genetically with spd-2, which also encodes a coiled-coil protein; SPD-5 physically interacts with CED-9, a C. elegans BCL2 ortholog and spd-5(RNAi) results in increased germline apoptosis, suggesting an additional role for SPD-5 in regulation of apoptosis; SPD-5 localizes to the pericentriolar material.",1.065136751,3.18e-22,3807.0,18817.0,15609.0,103.2743375,20856.0,15833.0,126.6550123,45862.0,36891.0,290.9050943,WBGene00004955,WBGene00004955,History: N.A.
WBGene00015515,spdl-1,C06A8.5,"spdl-1 encodes a coiled-coil protein; RNAi screens indicate that spdl-1 activity is required for proper chromosome segregation, embryonic development, body morphology, and normal growth rates.",2.053587916,3.27e-47,1583.0,2237.0,1674.0,28.17447616,2741.0,2085.0,40.07037624,12655.0,9669.0,188.393156,WBGene00015515,WBGene00015515,History: N.A.
WBGene00006379,sys-1,T23D8.9,"sys-1 encodes a novel protein that contains three divergent armadillo repeats; during gonadogenesis, SYS-1 functions in a Wnt/MAPK signaling pathway as a dosage-dependent beta-catenin-like transcriptional coactivator required for specification of distal cell fates; consistent with its role as a beta-catenin, SYS-1 interacts, in yeast two-hybrid and coimmunoprecipitation assays, with the POP-1/TCF transcription factor with which it can  stimulate transcription via TCF binding sites; in two hybrid-assays, the POP-1/SYS-1 interaction requires the N-terminal beta-catenin binding domain of POP-1, and most of the SYS-1 protein; a VNS::SYS-1 reporter fusion protein is expressed in several tissues during embryonic and larval development and localizes to both the nucleus and cytoplasm as well as to what appears to be the centrosomes; in many tissues, SYS-1 is distributed asymmetrically, in a manner reciprocal to the asymmetric distribution of POP-1.",1.123968392,5.75e-09,3098.0,2851.0,1823.0,17.16709762,1993.0,1464.0,14.63864908,4500.0,3824.0,36.02736781,WBGene00006379,WBGene00006379,History: N.A.
WBGene00006394,taf-11.2,K10D3.3,"taf-11.2 is an ortholog of human TAF11 (TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor); taf-11.2 is predicted to have protein heterodimerization activity, based on protein domain information.",1.986504576,2.15e-41,1139.0,3076.0,3248.0,63.63121288,2825.0,2230.0,58.45234536,12768.0,9649.0,262.8227115,WBGene00006394,WBGene00006394,History: N.A.
WBGene00044077,tag-232,T18H9.7,tag-232 is an ortholog of human PACS1 (phosphofurin acidic cluster sorting protein 1) and PACS2 (phosphofurin acidic cluster sorting protein 2).,1.198127314,6.9e-33,3552.0,5497.0,4781.0,33.06895686,5553.0,4595.0,37.72629027,13830.0,11349.0,94.9331684,WBGene00044077,WBGene00044077,History: Renamed on 2019-07-15
WBGene00006430,tag-51,K02F3.1,,1.096005359,1.09e-10,1665.0,625.0,549.0,8.059362719,527.0,466.0,7.904392475,1327.0,1022.0,18.85223297,WBGene00006430,WBGene00006430,History: N.A.
WBGene00012360,tat-3,W09D10.2,"tat-3 encodes one of six C. elegans subfamily IV P-type ATPase that, by sequence similarity, is proposed to function as an aminophospholipid translocase (flippase); loss of tat-3 function via RNAi or deletion mutation results in no obvious developmental or morphological defects, however loss of tat-3 function can enhance the sterol deprivation hypersensitivity seen in tat-4 mutants; a tat-3::gfp promoter fusion is expressed beginning at embryogenesis and continuing through adulthood with expression detected in pharyngeal cells, rectal epithelial cells, hypodermal cells (particularly the seam cells), the XXX cells, unidentified cells in the head and tail, the distal tip cell, anchor cell and vulval cells.",1.253849712,1.9199999999999998e-42,4657.0,7423.0,6611.0,34.45153618,7583.0,6107.0,38.75988918,18676.0,16443.0,101.2408576,WBGene00012360,WBGene00012360,History: N.A.
WBGene00006563,teg-1,Y47D3A.27,"teg-1 encodes a protein with similarity to mammalian CD2BP2 and Saccharomyces cerevisiae Lin1p; teg-1 is involved in regulating the stem cell proliferation versus differentiation decision in the germ line; TEG-1 physically interacts in vivo with UAF-1, the C. elegans homolog of the U2AF65 splicing factor; TEG-1 is expressed in the germline and somatic cells of the gonad and in the intestine; in the gonad, TEG-1 is enriched in the nucleoplasm with fainter levels seen in the cytoplasm of the gonad and intestine; within the gonad, TEG-1 nucleoplasmic expression is highest in oocytes, the somatic Distal Tip Cell (DTC), and sheath cells.",1.113995088,1.19e-13,1553.0,1109.0,873.0,14.5644745,1042.0,836.0,15.94110113,2506.0,1945.0,38.30863736,WBGene00006563,WBGene00006563,History: N.A.
WBGene00006740,tofu-3,K02F2.4,"tofu-3 is predicted to have cysteine-type peptidase activity, based on protein domain information, and is involved in 21U RNA biogenesis",1.874596801,1.4599999999999999e-24,1172.0,852.0,999.0,18.12740644,1234.0,1092.0,26.30473928,5569.0,4228.0,111.646169,WBGene00006740,WBGene00006740,History: Renamed on 2014-03-28; Renamed on 2014-09-02
WBGene00019013,tofu-4,F57C9.7,tofu-4 encodes a protein that participates in 21U RNA biogenesis,1.293612556,2.57e-22,1499.0,1341.0,1114.0,18.70456762,1496.0,1078.0,22.50256696,3736.0,3111.0,61.20302744,WBGene00019013,WBGene00019013,History: N.A.
WBGene00006840,unc-116,R05D3.7,"unc-116 encodes a kinesin-1 heavy chain ortholog; UNC-116 is predicted to function as an anterograde microtubule-based motor and its activity is required for transport and localization of synaptic vesicle components and thus for normal locomotion and larval development; in addition, unc-116 is required for normal early translocation of the meiotic spindle to the oocyte cortex, cortical positioning of the meiosis II spindle, and polar body formation; in neurons, UNC-116 retrograde displacements are regulated by PTL-1/Tau; UNC-116 physically interacts with the kinesin light chain KLC-2 to form a kinesin-1 complex in vivo; an UNC-116::GFP fusion protein is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, UNC-116::GFP exhibits diffuse localization that is excluded from the nucleus and depends upon wild-type activity of KLC-2.",1.391759342,4.04e-25,3085.0,9917.0,7710.0,65.1941386,8233.0,6557.0,63.17289699,21093.0,21067.0,184.2815599,WBGene00006840,WBGene00006840,History: N.A.
WBGene00006817,unc-85,F10G7.3,"unc-85 was identified in screens for mutations that disrupt postembryonic cell lineages; unc-85 mutant animals exhibit abnormalities in egg laying and locomotion as a result of defects in multiple, but not all, postembryonic cell divisions.",2.036832357,1.81e-71,1030.0,3394.0,2860.0,69.3597623,5108.0,3972.0,116.0092879,23031.0,17846.0,530.429532,WBGene00006817,WBGene00006817,History: Renamed on 2008-06-05
WBGene00010263,wago-4,F58G1.1,"wago-4 is an ortholog of human AGO1 (argonaute RISC catalytic component 1), AGO4 (argonaute RISC catalytic component 4), AGO3 (argonaute RISC catalytic component 3) and AGO2 (argonaute RISC catalytic component 2); wago-4 is predicted to have nucleic acid binding activity, based on protein domain information.",1.23754523,1.24e-19,3339.0,5942.0,6084.0,41.25852222,5126.0,4112.0,36.47137885,12039.0,11605.0,95.3678326,WBGene00010263,WBGene00010263,History: N.A.
WBGene00006943,wrm-1,B0336.1,"wrm-1 encodes, along with bar-1 and hmp-2, one of three C. elegans beta-catenin-like proteins; during development, wrm-1 functions in noncanonical Wnt signaling pathways that specify cell fates in the early embryo, the somatic gonad, and postembryonic hypodermal lineages.",1.310158634,3.35e-26,2788.0,5514.0,4199.0,39.7390611,5029.0,3925.0,42.27238304,12842.0,11238.0,115.9287797,WBGene00006943,WBGene00006943,History: N.A.
WBGene00007258,,C01H6.9,"C01H6.9 encodes a homolog of haploid germ cell-specific nuclear protein kinase (haspin) that specifically binds GOA-1 in yeast two-hybrid assays; C01H6.9 is expressed in PHB sensory neurons and PVT interneurons in the tail, several unidentified neurons in the head (with projections to the nose and nerve ring), and intestinal cells, with mainly nuclear localization; C01H6.9 has no obvious function or phenotype in RNAi assays, either alone or with inactivation of a close paralog (F22H10.5).",1.567333691,1.61e-26,3009.0,2552.0,1918.0,16.94185658,2310.0,1766.0,17.80939658,7586.0,5761.0,59.24397781,WBGene00007258,WBGene00007258,History: N.A.
WBGene00015557,,C06G4.1,,1.11305114,6.54e-28,2760.0,3844.0,3332.0,29.71234813,4868.0,3878.0,41.75651703,10629.0,9698.0,98.99795579,WBGene00015557,WBGene00015557,History: N.A.
WBGene00007505,,C10C5.1,,2.077405223,1.1600000000000001e-64,8704.0,7770.0,5906.0,17.92196804,5400.0,4592.0,15.18191344,24569.0,21925.0,71.74683835,WBGene00007505,WBGene00007505,History: N.A.
WBGene00015817,,C16A11.4,,1.981022828,6.08e-63,2254.0,4269.0,4243.0,43.24142132,4582.0,3915.0,49.8676959,20178.0,16766.0,219.5995027,WBGene00015817,WBGene00015817,History: N.A.
WBGene00016169,,C27F2.7,"This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins.",1.19326319,4.2e-07,1350.0,1296.0,931.0,18.80112312,1233.0,941.0,21.17003336,3618.0,2099.0,56.04601975,WBGene00016169,WBGene00016169,History: N.A.
WBGene00007788,,C28A5.1,,1.356109089,5.45e-13,3833.0,1741.0,1313.0,9.087139503,1946.0,1382.0,11.36903136,5716.0,3828.0,33.11290594,WBGene00007788,WBGene00007788,History: N.A.
WBGene00007789,,C28A5.2,,2.969249297,1.63e-136,3771.0,1266.0,1278.0,7.7264577,1836.0,1460.0,11.51626389,15604.0,13151.0,102.2147564,WBGene00007789,WBGene00007789,History: N.A.
WBGene00016444,,C35D10.7,,1.351662586,1.3e-36,2213.0,3932.0,3752.0,39.73491294,4572.0,3602.0,48.64193489,12217.0,10341.0,136.6600004,WBGene00016444,WBGene00016444,History: N.A.
WBGene00016460,,C35E7.8,,1.468003536,1.4700000000000001e-21,1267.0,886.0,851.0,15.69027991,828.0,710.0,16.0610262,2697.0,2033.0,49.84888691,WBGene00016460,WBGene00016460,History: N.A.
WBGene00007966,,C36A4.5,,2.602737498,6.779999999999999e-94,2625.0,1801.0,1848.0,15.92454045,3200.0,2577.0,29.01730913,21748.0,17420.0,199.658839,WBGene00007966,WBGene00007966,History: N.A.
WBGene00008005,,C38D4.4,,1.296283368,1.26e-32,1834.0,5258.0,4460.0,60.53487792,6988.0,5250.0,87.64584926,17912.0,14552.0,236.9754231,WBGene00008005,WBGene00008005,History: Renamed on 2021-12-09
WBGene00016701,,C46A5.5,,1.10354187,8.7e-16,1306.0,1322.0,1211.0,22.18206285,1450.0,1186.0,26.63543574,3507.0,2679.0,63.27583764,WBGene00016701,WBGene00016701,History: N.A.
WBGene00016947,,C55B7.11,,1.424137487,1.1e-20,1624.0,1612.0,1754.0,23.76392666,2126.0,1788.0,31.85382703,6016.0,5551.0,95.77834486,WBGene00016947,WBGene00016947,History: N.A.
WBGene00016993,,CD4.8,,3.799788027,2.91e-112,1899.0,403.0,481.0,5.344347044,533.0,458.0,6.905461512,8743.0,7823.0,117.1812282,WBGene00016993,WBGene00016993,History: N.A.
WBGene00008404,,D2013.6,,1.222173238,2.46e-25,1191.0,1800.0,1521.0,31.85380836,1654.0,1281.0,32.42233058,4050.0,3362.0,83.37785916,WBGene00008404,WBGene00008404,History: N.A.
WBGene00008503,,F01G4.4,,1.421989203,6.17e-16,2992.0,3634.0,4182.0,29.97527879,4852.0,4088.0,39.49537871,13200.0,13388.0,119.8930298,WBGene00008503,WBGene00008503,History: N.A.
WBGene00008740,,F13D12.5,,1.538619111,3.27e-18,1452.0,1652.0,1950.0,28.47577131,2464.0,2110.0,41.6764408,8349.0,6612.0,137.8189477,WBGene00008740,WBGene00008740,History: N.A.
WBGene00008934,,F18C12.3,,1.494265039,1.07e-18,1714.0,1785.0,1637.0,22.8342262,1480.0,1144.0,20.13974902,4958.0,3325.0,64.26923855,WBGene00008934,WBGene00008934,History: N.A.
WBGene00009113,,F25D7.4,,1.4549483,1.0600000000000001e-29,2879.0,6156.0,4796.0,43.40602693,6117.0,4477.0,48.26299947,17479.0,14139.0,147.0036,WBGene00009113,WBGene00009113,History: N.A.
WBGene00009374,,F34D10.4,,2.291269282,8.12e-64,2492.0,4227.0,3041.0,33.24093779,3904.0,3100.0,37.02919937,20262.0,17877.0,205.4817171,WBGene00009374,WBGene00009374,History: N.A.
WBGene00018317,,F41H10.4,,1.317598139,9.39e-23,1903.0,2296.0,1998.0,25.78762914,2285.0,1916.0,29.17218677,6602.0,4903.0,80.68540808,WBGene00018317,WBGene00018317,History: N.A.
WBGene00009922,,F52B5.3,The F52B5.3 gene encodes a DEAH helicase orthologous to the Drosophila SpindleE protein.,1.140117849,6.54e-28,4506.0,7009.0,6114.0,33.28474122,6341.0,5064.0,33.35704661,13957.0,13057.0,80.65660498,WBGene00009922,WBGene00009922,History: N.A.
WBGene00019008,,F57C9.1,,1.157308781,1.4e-11,1470.0,1248.0,1392.0,20.59831553,1681.0,1425.0,27.93840927,4299.0,3372.0,69.77572103,WBGene00019008,WBGene00019008,History: N.A.
WBGene00010231,,F58B3.4,,1.032115998,8.2e-12,1874.0,3712.0,3399.0,43.39788471,3330.0,2590.0,41.57206707,7772.0,5487.0,94.26076439,WBGene00010231,WBGene00010231,History: N.A.
WBGene00010787,,K12D12.5,,1.105848544,3.74e-16,2161.0,2613.0,2121.0,25.01076078,2938.0,2104.0,30.56509005,6531.0,5220.0,72.75684654,WBGene00010787,WBGene00010787,History: N.A.
WBGene00019766,,M4.1,,1.214119476,5.31e-26,1994.0,4460.0,3629.0,46.31676028,4126.0,3198.0,48.32697145,10174.0,8223.0,123.4935946,WBGene00019766,WBGene00019766,History: N.A.
WBGene00019877,,R05D3.2,"R05D3.2 is orthologous to the human gene, LMBR1 (Limb Region 1, Mouse, Homolog Of).",1.388107772,5.39e-34,2643.0,6064.0,4736.0,46.62729001,5206.0,4162.0,46.7152569,14255.0,12333.0,134.9717302,WBGene00019877,WBGene00019877,History: N.A.
WBGene00019894,,R05F9.11,,1.131908552,2.37e-12,1686.0,611.0,635.0,8.467650632,807.0,629.0,11.20978341,1877.0,1569.0,27.38987418,WBGene00019894,WBGene00019894,History: N.A.
WBGene00020098,,R144.10,,1.456829338,2.29e-16,728.0,1029.0,1205.0,35.2209211,1531.0,1266.0,50.73189867,4773.0,3827.0,158.0770335,WBGene00020098,WBGene00020098,History: N.A.
WBGene00044789,,T07A9.14,,3.421500738,2.14e-182,963.0,1971.0,1881.0,45.77486574,1877.0,1705.0,49.37199292,22999.0,20269.0,603.2194732,WBGene00044789,WBGene00044789,History: N.A.
WBGene00011562,,T07C4.10,,2.1962717,2.56e-83,3170.0,3108.0,2453.0,20.02038744,2802.0,2248.0,21.00031102,13894.0,11531.0,107.4546456,WBGene00011562,WBGene00011562,"History: Split into ""WBGene00044098"" on 2005-02-03"
WBGene00020403,,T10B11.7,,1.392139221,4.5499999999999995e-45,1812.0,3355.0,3035.0,40.32495572,3353.0,2703.0,44.06933781,9260.0,7911.0,127.0867127,WBGene00020403,WBGene00020403,History: N.A.
WBGene00020464,,T12E12.3,,4.281569171,2.22e-264,2844.0,2025.0,1638.0,14.70412036,1981.0,1558.0,16.38577281,39266.0,38873.0,370.3741481,WBGene00020464,WBGene00020464,History: Renamed on 2021-04-19
