# Note: The workbook which this sheet was a part of contained links which did not update.
gene,OP50_N2_1,OP50_N2_1(rpm),OP50_N2_2,OP50_N2_2(rpm),OP50_hj41_1,OP50_hj41_1(rpm),OP50_hj41_2,OP50_hj41_2(rpm),average of OP50_N2,average of OP50_hj41,average rpm of OP50_N2,average rpm of OP50_hj41,Input,Suggested Match,History
C25A1.12,188,6.79552524783425,206,7.39961107500508,253,7.4596243409842,181,6.93973621257493,197.0,217.0,7.09756816141967,7.19968027677957,C25A1.12,WBGene00007711,Sequence name for WBGene00007711(lid-1). History: N.A.
ZC434.6,441,15.9405672036963,463,16.6311646977056,515,15.1846108126754,404,15.4897979551396,452.0,459.5,16.285865950701,15.3372043839075,ZC434.6,WBGene00000148,Sequence name for WBGene00000148(aph-2). History: N.A.
ZK20.4,464,16.7719346542292,503,18.0679823821726,617,18.1920482940208,442,16.9467591489399,483.5,529.5,17.4199585182009,17.5694037214803,ZK20.4,WBGene00013925,Sequence name for WBGene00013925(coa-7). History: N.A.
R06C1.2,555,20.0612580454681,626,22.4861967619086,743,21.907118123918,623,23.8864953615148,590.5,683.0,21.2737274036884,22.8968067427164,R06C1.2,WBGene00011058,Sequence name for WBGene00011058(fdps-1). History: N.A.
M01E5.3,533,19.266037005828,554,19.899924929868,589,17.3664772207103,515,19.7456582843983,543.5,552.0,19.582980967848,18.5560677525543,M01E5.3,WBGene00010806,Public name for WBGene00010806. History: N.A.
ZK1248.13,772,27.9050292091917,869,31.2148641950457,1108,32.6690267581443,869,33.3184020371692,820.5,988.5,29.5599467021187,32.9937143976567,ZK1248.13,WBGene00022882,Sequence name for WBGene00022882(gtap-1). History: N.A.
Y40B1B.8,351,12.6873902233501,373,13.3983249076548,430,12.6784129115542,373,14.301224349671,362.0,401.5,13.0428575655025,13.4898186306126,Y40B1B.8,WBGene00012740,Sequence name for WBGene00012740(slc-25A46). History: N.A.
T08D2.7,2431,87.8719248802397,2826,101.511169407594,3455,101.869573510278,2814,107.891810509314,2628.5,3134.5,94.6915471439168,104.880692009796,T08D2.7,WBGene00011612,Sequence name for WBGene00011612(chkr-1). History: N.A.
Y40B1B.6,1216,43.9540356455662,1311,47.0916996084061,1591,46.9101277727505,1266,48.5398124039772,1263.5,1428.5,45.5228676269862,47.7249700883638,Y40B1B.6,WBGene00005010,Sequence name for WBGene00005010(spr-5). History: N.A.
Y6B3A.1,1265,45.7252097793103,1281,46.0140863450559,1510,44.5218685963879,1260,48.3097658996929,1273.0,1385.0,45.8696480621831,46.4158172480404,Y6B3A.1,WBGene00012386,Sequence name for WBGene00012386(agef-1). History: N.A.
B0546.2,679,24.5434129961673,693,24.8928663833909,829,24.4428007062289,705,27.0304642533996,686.0,767.0,24.7181396897791,25.7366324798142,B0546.2,WBGene00015249,Sequence name for WBGene00015249(otub-4). History: N.A.
W04A8.7,1080,39.0381237641542,1181,42.4220421338883,1276,37.6224531980073,1114,42.7119676287761,1130.5,1195.0,40.7300829490213,40.1672104133917,W04A8.7,WBGene00006382,Sequence name for WBGene00006382(taf-1). History: N.A.
F54B3.1,2281,82.4499632463294,2353,84.5208002887716,2780,81.9674137072573,2369,90.8300281082321,2317.0,2574.5,83.4853817675505,86.3987209077447,F54B3.1,WBGene00010013,Public name for WBGene00010013. History: N.A.
Y105E8A.10,816,29.4954712884721,843,30.2809327001421,975,28.7475641599194,885,33.9318593819272,829.5,930.0,29.8882019943071,31.3397117709233,Y105E8A.10,WBGene00013670,Sequence name for WBGene00013670(hpo-13). History: N.A.
Y105E8A.23,492,17.7840341592258,584,20.9775381932183,553,16.3050286978825,575,22.0461233272408,538.0,564.0,19.380786176222,19.1755760125616,Y105E8A.23,WBGene00013680,Sequence name for WBGene00013680(rpom-1). History: N.A.
Y71A12B.9,1370,49.5205829230475,1504,54.0243449359594,1574,46.4088881925262,1215,46.584417117561,1437.0,1394.5,51.7724639295034,46.4966526550436,Y71A12B.9,WBGene00013506,Sequence name for WBGene00013506(usp-3). History: N.A.
Y59A8B.6,1441,52.0869780964317,1648,59.1968886000406,1983,58.4681227990975,1614,61.8825096524638,1544.5,1798.5,55.6419333482362,60.1753162257806,Y59A8B.6,WBGene00013343,Sequence name for WBGene00013343(prp-6). History: N.A.
R17.2,293,10.5908983915715,315,11.3149392651777,414,12.2066580125196,337,12.9209453239655,304.0,375.5,10.9529188283746,12.5638016682425,R17.2,WBGene00011268,Sequence name for WBGene00011268(pde-12). History: N.A.
Y77E11A.11,719,25.9892694318767,748,26.868490699533,871,25.6811573161946,669,25.6501852276941,733.5,770.0,26.4288800657049,25.6656712719444,Y77E11A.11,WBGene00000547,Sequence name for WBGene00000547(clp-7). History: N.A.
K05C4.7,795,28.7363966597246,883,31.7177503846092,1148,33.8484140057307,952,36.5007120131013,839.0,1050.0,30.2270735221669,35.174563009416,K05C4.7,WBGene00010583,Public name for WBGene00010583. History: N.A.
F32A7.5,2217,80.1365929491943,2612,93.8241947956955,3483,102.695144583589,2471,94.7408186810644,2414.5,2977.0,86.9803938724449,98.7179816323267,F32A7.5,WBGene00009306,Sequence name for WBGene00009306(maph-1.1). History: N.A.
C36A4.5,13938,503.808675022946,15245,547.607139992488,20723,611.011048293343,16552,634.621623152156,14591.5,18637.5,525.707907507717,622.81633572275,C36A4.5,WBGene00007966,Sequence name for WBGene00007966(maph-1.3). History: N.A.
W10D9.4,365,13.1934399758484,396,14.2244950762234,419,12.3540814184679,398,15.2597514508554,380.5,408.5,13.7089675260359,13.8069164346616,W10D9.4,WBGene00021132,Sequence name for WBGene00021132(nfyb-1). History: N.A.
VF13D12L.1,1546,55.8823512401689,1962,70.4759074231066,2649,78.1049204714117,2069,79.3277028940195,1754.0,2359.0,63.1791293316378,78.7163116827156,VF13D12L.1,WBGene00012148,Sequence name for WBGene00012148(inos-1). History: N.A.
Y51H7C.15,854,30.869034902396,883,31.7177503846092,575,16.953691684055,461,17.67523974584,868.5,518.0,31.2933926435026,17.3144657149475,Y51H7C.15,WBGene00044439,Public name for WBGene00044439. History: N.A.
F29G9.1,1009,36.47172859077,1034,37.1417371434721,835,24.6197087933668,664,25.4584798074572,1021.5,749.5,36.806732867121,25.039094300412,F29G9.1,WBGene00017930,Public name for WBGene00017930. History: N.A.
Y13C8A.1,677,24.4711201743819,695,24.9647072676142,516,15.214095493865,411,15.7581855434713,686.0,463.5,24.717913720998,15.4861405186681,Y13C8A.1,WBGene00021188,Public name for WBGene00021188. History: N.A.
Y46H3C.7,1705,61.6296305721138,1736,62.3578875058681,1313,38.7133864020247,1033,39.6063398209387,1720.5,1173.0,61.993759038991,39.1598631114817,Y46H3C.7,WBGene00021607,Public name for WBGene00021607. History: N.A.
F14D2.2,706,25.5193660902712,697,25.0365481518376,851,25.0914636924014,753,28.8708362876736,701.5,802.0,25.2779571210544,26.9811499900375,F14D2.2,WBGene00017451,Sequence name for WBGene00017451(lido-14). History: N.A.
T06D4.1,194,7.01240371319066,222,7.97433814879188,260,7.66601710931183,237,9.08683691922795,208.0,248.5,7.49337093099127,8.37642701426989,T06D4.1,WBGene00020290,Public name for WBGene00020290. History: N.A.
Y49F6B.2,661,23.8927776000981,748,26.868490699533,1000,29.4846811896609,736,28.2190378588682,704.5,868.0,25.3806341498155,28.8518595242646,Y49F6B.2,WBGene00021715,Public name for WBGene00021715. History: N.A.
K07D4.3,2846,102.872685400725,3112,111.784415851533,3377,99.5697683774848,2811,107.776787257172,2979.0,3094.0,107.328550626129,103.673277817328,K07D4.3,WBGene00004467,Sequence name for WBGene00004467(rpn-11). History: N.A.
T12C9.7,945,34.1583582936349,1012,36.3514874170152,1116,32.9049042076616,914,35.043750819301,978.5,1015.0,35.2549228553251,33.9743275134813,T12C9.7,WBGene00020461,Public name for WBGene00020461. History: N.A.
F10G7.9,498,18.0009126245822,551,19.792163603533,707,20.8456696010903,571,21.8927589910513,524.5,639.0,18.8965381140576,21.3692142960708,F10G7.9,WBGene00017372,Public name for WBGene00017372. History: N.A.
F33G12.3,2570,92.8962759943299,2993,107.509883240244,4148,122.302457574713,2680,102.754105246966,2781.5,3414.0,100.203079617287,112.52828141084,F33G12.3,WBGene00018015,Public name for WBGene00018015. History: N.A.
F33G12.4,471,17.0249595304784,528,18.9659934349645,660,19.4598895851762,564,21.6243714027197,499.5,612.0,17.9954764827214,20.5421304939479,F33G12.4,WBGene00018016,Sequence name for WBGene00018016(lrr-1). History: N.A.
F33G12.5,829,29.9653746300776,826,29.6702851842437,979,28.865502884678,772,29.5993168845737,827.5,875.5,29.8178299071607,29.2324098846259,F33G12.5,WBGene00018017,Sequence name for WBGene00018017(golg-2). History: N.A.
C27A2.1,1108,40.0502232691508,1183,42.4938830181117,1334,39.3325647070076,1077,41.2933475190232,1145.5,1205.5,41.2720531436313,40.3129561130154,C27A2.1,WBGene00016151,Sequence name for WBGene00016151(smc-5). History: N.A.
F09E5.5,551,19.9166724018972,576,20.6901746563249,708,20.8751542822799,564,21.6243714027197,563.5,636.0,20.303423529111,21.2497628424998,F09E5.5,WBGene00017284,Sequence name for WBGene00017284(sec-6). History: N.A.
EEED8.7,443,16.0128600254818,550,19.7562431614213,675,19.9021598030211,537,20.5891621334405,496.5,606.0,17.8845515934516,20.2456609682308,EEED8.7,WBGene00004701,Sequence name for WBGene00004701(rsp-4). History: N.A.
EEED8.9,369,13.3380256194194,405,14.5477790552284,436,12.8553209986921,410,15.7198444594239,387.0,423.0,13.9429023373239,14.287582729058,EEED8.9,WBGene00017137,Sequence name for WBGene00017137(pink-1). History: N.A.
F12A10.8,328,11.8560227728172,296,10.6324508650558,421,12.4130507808472,282,10.8121857013598,312.0,351.5,11.2442368189365,11.6126182411035,F12A10.8,WBGene00017397,Public name for WBGene00017397. History: N.A.
C17G10.1,606,21.9047250009976,640,22.9890829514721,735,21.6712406744008,642,24.614975958415,623.0,688.5,22.4469039762349,23.1431083164079,C17G10.1,WBGene00015915,Public name for WBGene00015915. History: N.A.
F59E12.9,938,33.9053334173858,1016,36.495169185462,1161,34.2317148611963,921,35.3121384076327,977.0,1041.0,35.2002513014239,34.7719266344145,F59E12.9,WBGene00019124,Public name for WBGene00019124. History: N.A.
T05A10.1,227,8.20523527265093,241,8.65682654891371,348,10.260669054002,304,11.6556895504021,234.0,326.0,8.43103091078232,10.958179302202,T05A10.1,WBGene00004862,Sequence name for WBGene00004862(sma-9). History: N.A.
ZK1248.10,625,22.5915068079596,658,23.6356509094822,762,22.4673270665216,662,25.3817976393625,641.5,712.0,23.1135788587209,23.924562352942,ZK1248.10,WBGene00022880,Sequence name for WBGene00022880(tbc-2). History: N.A.
ZK1248.14,1491,53.8942986410685,1622,58.2629571051371,1982,58.4386381179079,1604,61.49909881199,1556.5,1793.0,56.0786278731028,59.968868464949,ZK1248.14,WBGene00001509,Sequence name for WBGene00001509(fzo-1). History: N.A.
F55C12.5,447,16.1574456690527,504,18.1039028242843,584,17.219053814762,552,21.1642783941512,475.5,568.0,17.1306742466685,19.1916661044566,F55C12.5,WBGene00018872,Public name for WBGene00018872. History: N.A.
F59G1.8,555,20.0612580454681,613,22.0192310144569,763,22.4968117477113,639,24.4999527062728,584.0,701.0,21.0402445299625,23.498382226992,F59G1.8,WBGene00019129,Public name for WBGene00019129. History: N.A.
F21H12.1,542,19.5913547038626,603,21.6600265933401,755,22.260934298194,602,23.0813325965199,572.5,678.5,20.6256906486013,22.671133447357,F21H12.1,WBGene00017683,Sequence name for WBGene00017683(rbbp-5). History: Renamed on 2012-12-05
T24H7.2,327,11.8198763619245,338,12.1411094337462,408,12.0297499253816,366,14.0328367613394,332.5,387.0,11.9804928978353,13.0312933433605,T24H7.2,WBGene00020781,Public name for WBGene00020781. History: N.A.
C56E6.1,670,24.2180952981327,744,26.7248089310863,849,25.0324943300221,664,25.4584798074572,707.0,756.5,25.4714521146095,25.2454870687397,C56E6.1,WBGene00006522,"Sequence name for WBGene00006522(abcx-1). History: Split into ""WBGene00195085"" on 2010-05-06. Public name for Dead gene WBGene00016969. History of WBGene00016969: Merged into ""WBGene00006522"" on 2005-10-05"
C56C10.13,308,11.1330945549625,303,10.8838939598376,376,11.0862401273125,298,11.4256430461178,305.5,337.0,11.0084942574,11.2559415867152,C56C10.13,WBGene00001026,Sequence name for WBGene00001026(dnj-8). History: N.A.
T14B4.1,864,31.2304990113234,830,29.8139669526904,879,25.9170347657119,770,29.522634716479,847.0,824.5,30.5222329820069,27.7198347410955,T14B4.1,WBGene00020498,Public name for WBGene00020498. History: N.A.
T13C2.6,266,9.61494529746761,345,12.3925525285279,360,10.6144852282779,282,10.8121857013598,305.5,321.0,11.0037489129978,10.7133354648189,T13C2.6,WBGene00020481,Public name for WBGene00020481. History: N.A.
ZK1127.7,2353,85.0525048306064,2665,95.7279782276143,3461,102.046481597416,2667,102.25567115435,2509.0,3064.0,90.3902415291103,102.151076375883,ZK1127.7,WBGene00022854,Sequence name for WBGene00022854(cin-4). History: N.A.
ZK1127.5,639,23.0975565604579,657,23.5997304673706,720,21.2289704565558,621,23.8098131934201,648.0,670.5,23.3486435139142,22.519391824988,ZK1127.5,WBGene00022852,Public name for WBGene00022852. History: N.A.
T02G5.13,253,9.14504195586205,247,8.87234920158376,308,9.08128180641555,274,10.5054570289808,250.0,291.0,9.00869557872291,9.7933694176982,T02G5.13,WBGene00020169,Sequence name for WBGene00020169(mmaa-1). History: N.A.
F32A5.1,1280,46.2674059427013,1379,49.534289672,1743,51.3917993135789,1462,56.0546648772627,1329.5,1602.5,47.9008478073507,53.7232320954208,F32A5.1,WBGene00017967,Sequence name for WBGene00017967(ada-2). History: N.A.
C07D10.2,304,10.9885089113916,317,11.386780149401,448,13.2091371729681,385,14.7613173582395,310.5,416.5,11.1876445303963,13.9852272656038,C07D10.2,WBGene00015567,Sequence name for WBGene00015567(bath-44). History: N.A.
D1022.7,556,20.0974044563609,573,20.5824133299899,672,19.8137057594521,544,20.8575497217722,564.5,608.0,20.3399088931754,20.3356277406121,D1022.7,WBGene00000101,Sequence name for WBGene00000101(aka-1). History: N.A.
R07G3.3,1716,62.0272410919339,1748,62.7889328112082,1992,58.7334849298045,1669,63.9912692750694,1732.0,1830.5,62.408086951571,61.362377102437,R07G3.3,WBGene00019940,Sequence name for WBGene00019940(npp-21). History: N.A.
B0495.2,797,28.8086894815101,818,29.3829216473503,967,28.5116867104021,789,30.2511153133791,807.5,878.0,29.0958055644302,29.3814010118906,B0495.2,WBGene00015203,Sequence name for WBGene00015203(cdk-11.1). History: N.A.
C06A8.2,641,23.1698493822434,718,25.7908774361828,807,23.7941377200563,696,26.6853944969732,679.5,751.5,24.4803634092131,25.2397661085148,C06A8.2,WBGene00015513,Sequence name for WBGene00015513(snpc-1.1). History: N.A.
T01H3.2,393,14.205539480845,418,15.0147448026802,455,13.4155299412957,396,15.1830692827606,405.5,425.5,14.6101421417626,14.2992996120282,T01H3.2,WBGene00011348,Public name for WBGene00011348. History: N.A.
C08B11.9,1730,62.5332908444322,1833,65.8421703907005,2218,65.3970228786679,1814,69.5507264619388,1781.5,2016.0,64.1877306175664,67.4738746703033,C08B11.9,WBGene00007436,Public name for WBGene00007436. History: N.A.
C08B11.5,272,9.83182376282402,310,11.1353370546193,308,9.08128180641555,255,9.77697643208071,291.0,281.5,10.4835804087217,9.42912911924813,C08B11.5,WBGene00004723,Sequence name for WBGene00004723(sap-49). History: N.A.
C08B11.6,669,24.18194888724,668,23.994855330599,847,24.9735249676428,680,26.0719371522152,668.5,763.5,24.0884021089195,25.522731059929,C08B11.6,WBGene00007434,Sequence name for WBGene00007434(arp-6). History: N.A.
T13H2.5,1527,55.1955694332069,1525,54.7786742203046,1224,36.0892497761449,965,36.9991461057172,1526.0,1094.5,54.9871218267558,36.5441979409311,T13H2.5,WBGene00020496,Sequence name for WBGene00020496(spat-3). History: N.A.
C08B11.7,915,33.0739659668529,999,35.8845216695635,1134,33.4356284690754,975,37.3825569461909,957.0,1054.5,34.4792438182082,35.4090927076332,C08B11.7,WBGene00006724,Sequence name for WBGene00006724(ubh-4). History: N.A.
T05H10.1,2624,94.8481821825376,2839,101.978135155046,3288,96.945631751605,2853,109.387112787162,2731.5,3070.5,98.4131586687917,103.166372269383,T05H10.1,WBGene00011507,Public name for WBGene00011507. History: N.A.
T05H10.7,671,24.2542417090254,713,25.6112752256244,881,25.9760041280912,725,27.7972859343471,692.0,803.0,24.9327584673249,26.8866450312192,T05H10.7,WBGene00011511,Sequence name for WBGene00011511(gpcp-2). History: N.A.
K02C4.3,715,25.8446837883058,754,27.0840133522031,874,25.7696113597636,718,27.5288983460155,734.5,796.0,26.4643485702544,26.6492548528895,K02C4.3,WBGene00010502,Public name for WBGene00010502. History: N.A.
K01C8.5,2702,97.667602232171,3000,107.761326335025,3613,106.528153138245,3018,115.713391654979,2851.0,3315.5,102.714464283598,111.120772396612,K01C8.5,WBGene00001571,Sequence name for WBGene00001571(gei-14). History: N.A.
K01C8.9,647,23.3867278475998,798,28.6645128051168,933,27.5092075499536,784,30.0594098931422,722.5,858.5,26.0256203263583,28.7843087215479,K01C8.9,WBGene00003821,Sequence name for WBGene00003821(nst-1). History: N.A.
T13H5.7,344,12.434365347101,317,11.386780149401,459,13.5334686660543,393,15.0680460306185,330.5,426.0,11.910572748251,14.3007573483364,T13H5.7,WBGene00004383,Sequence name for WBGene00004383(rnh-2). History: N.A.
D2085.4,1072,38.7489524770123,1202,43.1763714182335,1357,40.0107123743698,1191,45.664231100424,1137.0,1274.0,40.9626619476229,42.8374717373969,D2085.4,WBGene00008429,Sequence name for WBGene00008429(etc-1). History: N.A.
F46C5.8,149,5.38581522301757,129,4.63373703240609,146,4.30476345369049,151,5.78950369115367,139.0,148.5,5.00977612771183,5.04713357242208,F46C5.8,WBGene00009783,Sequence name for WBGene00009783(rer-1). History: N.A.
T21B10.7,625,22.5915068079596,719,25.8267978782944,856,25.2388870983497,706,27.068805337447,672.0,781.0,24.209152343127,26.1538462178983,T21B10.7,WBGene00000378,"Sequence name for WBGene00000378(cct-2). History: N.A.. Public name for Dead gene WBGene00011889. History of WBGene00011889: Merged into ""WBGene00000378"" on 2007-10-09"
C18E9.3,861,31.1220597786452,936,33.6215338165279,1027,30.2807675817817,887,34.0085415500219,898.5,957.0,32.3717967975865,32.1446545659018,C18E9.3,WBGene00004105,Sequence name for WBGene00004105(szy-20). History: Renamed on 2008-10-08
F44G4.1,668,24.1458024763472,709,25.4675934571777,929,27.391268825195,721,27.6439215981576,688.5,825.0,24.8066979667625,27.5175952116763,F44G4.1,WBGene00009711,Public name for WBGene00009711. History: N.A.
F37B12.2,522,18.8684264860079,550,19.7562431614213,639,18.8407112801933,538,20.6275032174879,536.0,588.5,19.3123348237146,19.7341072488406,F37B12.2,WBGene00001527,Sequence name for WBGene00001527(gcs-1). History: N.A.
F37B12.3,838,30.2906923281123,912,32.7594432058477,1147,33.818929324541,899,34.4686345585904,875.0,1023.0,31.52506776698,34.1437819415657,F37B12.3,WBGene00009505,Public name for WBGene00009505. History: N.A.
T24B8.7,1537,55.5570335421343,1756,63.0762963481016,2115,62.3601007161328,1607,61.6141220641321,1646.5,1861.0,59.3166649451179,61.9871113901325,T24B8.7,WBGene00011980,Public name for WBGene00011980. History: N.A.
T24H10.3,453,16.3743241344091,463,16.6311646977056,561,16.5409061473998,440,16.8700769808451,458.0,500.5,16.5027444160574,16.7054915641225,T24H10.3,WBGene00001041,Sequence name for WBGene00001041(dnj-23). History: N.A.
C01G6.6,455,16.4466169561946,500,17.9602210558376,671,19.7842210782625,600,23.0046504284252,477.5,635.5,17.2034190060161,21.3944357533438,C01G6.6,WBGene00006510,Sequence name for WBGene00006510(mtrr-1). History: Renamed on 2011-04-20
AH6.5,401,14.4947107679869,384,13.7934497708833,454,13.386045260106,405,15.528139039187,392.5,429.5,14.1440802694351,14.4570921496465,AH6.5,WBGene00003231,Sequence name for WBGene00003231(mex-6). History: N.A.
ZK1307.6,502,18.1454982681532,592,21.2649017301117,694,20.4623687456247,577,22.1228054953356,547.0,635.5,19.7051999991324,21.2925871204801,ZK1307.6,WBGene00001510,Sequence name for WBGene00001510(fzr-1). History: N.A.
Y53C12A.3,620,22.4107747534959,723,25.9704796467411,805,23.735168357677,684,26.2253014884047,671.5,744.5,24.1906272001185,24.9802349230409,Y53C12A.3,WBGene00013139,"Public name for WBGene00013139. History: Split into Y53C12A.10(WBGene00175030). History of WBGene00013139: Split into ""WBGene00175030"" on 2008-11-27"
F33H1.4,1587,57.364354086771,1761,63.2558985586599,2087,61.5345296428223,1662,63.7228816867378,1674.0,1874.5,60.3101263227155,62.62870566478,F33H1.4,WBGene00009365,Public name for WBGene00009365. History: N.A.
Y51A2D.7,1078,38.9658309423687,1283,46.0859272292792,1216,35.8533723266276,1064,40.7949134264073,1180.5,1140.0,42.525879085824,38.3241428765175,Y51A2D.7,WBGene00013075,Sequence name for WBGene00013075(ints-5). History: N.A.
F56B3.4,527,19.0491585404715,544,19.5407205087513,608,17.9266861633138,480,18.4037203427402,535.5,544.0,19.2949395246114,18.165203253027,F56B3.4,WBGene00004824,Public name for WBGene00004824. History: N.A.
C14A4.4,1295,46.8096021060923,1293,46.445131650396,1580,46.5857962796642,1368,52.4506029768094,1294.0,1474.0,46.6273668782441,49.5181996282368,C14A4.4,WBGene00000796,Sequence name for WBGene00000796(crn-3). History: Renamed on 2007-06-04
M28.5,738,26.6760512388387,838,30.1013304895838,1151,33.9368680492997,932,35.7338903321538,788.0,1041.5,28.3886908642112,34.8353791907267,M28.5,WBGene00010896,Sequence name for WBGene00010896(snu-13). History: Renamed on 2005-03-17
F59E10.1,348,12.5789509906719,347,12.4643934127513,413,12.1771733313299,364,13.9561545932446,347.5,388.5,12.5216722017116,13.0666639622873,F59E10.1,WBGene00003882,Sequence name for WBGene00003882(orc-2). History: N.A.
R03D7.1,538,19.4467690602916,575,20.6542542142132,747,22.0250568486767,622,23.8481542774674,556.5,684.5,20.0505116372524,22.9366055630721,R03D7.1,WBGene00010988,Sequence name for WBGene00010988(metr-1). History: N.A.
F33A8.4,532,19.2298905949352,604,21.6959470354518,780,22.9980513279355,629,24.1165418657991,568.0,704.5,20.4629188151935,23.5572965968673,F33A8.4,WBGene00009352,Public name for WBGene00009352. History: N.A.
C09H10.7,757,27.3628330458007,978,35.1301923852183,1037,30.5756143936783,859,32.9349911966954,867.5,948.0,31.2465127155095,31.7553027951869,C09H10.7,WBGene00003133,"Sequence name for Dead gene WBGene00007501. History of WBGene00007501: Merged into ""WBGene00003133"" on 2022-01-03. Remark: Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information.  Therefore this is not a genetic map position based on recombination frequencies or genetic experiments.  This was done on advice of the CGC."
C47G2.3,496,17.9286198027967,568,20.4028111194315,714,21.0520623694179,577,22.1228054953356,532.0,645.5,19.1657154611141,21.5874339323767,C47G2.3,WBGene00008164,Public name for WBGene00008164. History: N.A.
W02B12.3,1207,43.6287179475316,1368,49.1391648087716,1674,49.3573563114923,1280,49.0765875806404,1287.5,1477.0,46.3839413781516,49.2169719460664,W02B12.3,WBGene00004698,Sequence name for WBGene00004698(rsp-1). History: N.A.
B0334.5,531,19.1937441840425,609,21.8755492460102,676,19.9316444842108,570,21.8544179070039,570.0,623.0,20.5346467150263,20.8930311956073,B0334.5,WBGene00007145,Public name for WBGene00007145. History: N.A.
C13B4.2,870,31.4473774766798,1007,36.1718852064569,1209,35.6469795583,959,36.7690996014329,938.5,1084.0,33.8096313415683,36.2080395798665,C13B4.2,WBGene00006856,Sequence name for WBGene00006856(usp-14). History: N.A.
W07B3.2,583,21.0733575504647,575,20.6542542142132,702,20.6982461951419,574,22.0077822431934,579.0,638.0,20.863805882339,21.3530142191677,W07B3.2,WBGene00001561,Sequence name for WBGene00001561(gei-4). History: N.A.
F30H5.1,786,28.41107896169,888,31.8973525951675,1004,29.6026199144195,809,31.0179369943266,837.0,906.5,30.1542157784288,30.3102784543731,F30H5.1,WBGene00006781,Sequence name for WBGene00006781(unc-45). History: N.A.
T20G5.14,466,16.8442274760147,473,16.9903691188223,638,18.8112265990036,539,20.6658443015353,469.5,588.5,16.9172982974185,19.7385354502695,T20G5.14,WBGene00011875,"Sequence name for WBGene00011875(cox-14). History: Split into Y70G10A.4(WBGene00303019). History of WBGene00011875: Split into ""WBGene00303019"" on 2018-03-06"
F45E4.10,668,24.1458024763472,778,27.9461039628833,834,24.5902241121772,742,28.4490843631525,723.0,788.0,26.0459532196152,26.5196542376648,F45E4.10,WBGene00001584,Sequence name for WBGene00001584(nrde-4). History: Renamed on 2011-05-17
B0412.3,756,27.3266866349079,816,29.3110807631269,906,26.7131211578328,792,30.3661385655213,786.0,849.0,28.3188836990174,28.539629861677,B0412.3,WBGene00015173,Sequence name for WBGene00015173(trpp-11). History: N.A.
K02F3.1,679,24.5434129961673,677,24.3181393096041,787,23.2044440962631,769,29.4842936324316,678.0,778.0,24.4307761528857,26.3443688643474,K02F3.1,WBGene00006430,"Sequence name for WBGene00006430(tag-51). History: N.A.. Public name for Dead gene WBGene00019325. History of WBGene00019325: Merged into ""WBGene00006430"" on 2007-11-02"
T24C4.6,693,25.0494627486656,776,27.8742630786599,826,24.3543466626599,694,26.6087123288785,734.5,760.0,26.4618629136628,25.4815294957692,T24C4.6,WBGene00020762,Sequence name for WBGene00020762(zer-1). History: N.A.
F23H11.2,1093,39.5080271057598,1087,39.0455205753909,1312,38.6839017208351,1050,40.2581382497441,1090.0,1181.0,39.2767738405753,39.4710199852896,F23H11.2,WBGene00017758,Public name for WBGene00017758. History: N.A.
Y119D3B.16,967,34.9535793332751,1011,36.3155669749036,1349,39.7748349248525,1026,39.3379522326071,989.0,1187.5,35.6345731540893,39.5563935787298,Y119D3B.16,WBGene00022493,Sequence name for WBGene00022493(mrpl-45). History: N.A.
Y67D2.4,407,14.7115892333433,418,15.0147448026802,527,15.5384269869513,432,16.5633483084661,412.5,479.5,14.8631670180118,16.0508876477087,Y67D2.4,WBGene00022054,Sequence name for WBGene00022054(mtg-1). History: N.A.
Y39A3CL.1,512,18.5069623770805,561,20.1513680246498,588,17.3369925395206,523,20.0523869567773,536.5,555.5,19.3291652008651,18.6946897481489,Y39A3CL.1,WBGene00021440,Public name for WBGene00021440. History: N.A.
F26F2.7,310,11.205387376748,346,12.4284729706396,411,12.1182039689506,327,12.5375344834917,328.0,369.0,11.8169301736938,12.3278692262212,F26F2.7,WBGene00009172,Public name for WBGene00009172. History: N.A.
B0524.1,249,9.00045631229111,287,10.3091668860508,298,8.78643499451895,284,10.8888678694546,268.0,291.0,9.65481159917094,9.83765143198677,B0524.1,WBGene00004128,"Public name for Dead gene WBGene00015240. History of WBGene00015240: Merged into ""WBGene00004128"" on 2009-08-28"
Y54F10BM.1,541,19.5552082929698,618,22.1988332250152,718,21.1700010941765,575,22.0461233272408,579.5,646.5,20.8770207589925,21.6080622107087,Y54F10BM.1,WBGene00021856,Sequence name for WBGene00021856(ppm-1.D). History: N.A.
C34C12.2,480,17.350277228513,535,19.2174365297462,623,18.3689563811587,537,20.5891621334405,507.5,580.0,18.2838568791296,19.4790592572996,C34C12.2,WBGene00007921,Public name for WBGene00007921. History: N.A.
M01F1.2,505,18.2539375008314,534,19.1815160876345,779,22.9685666467458,625,23.9631775296096,519.5,702.0,18.7177267942329,23.4658720881777,M01F1.2,WBGene00004428,Sequence name for WBGene00004428(rpl-16). History: N.A.
M01F1.3,49,1.77117413374403,53,1.90378343191878,91,2.68310598825914,63,2.41548829498465,51.0,77.0,1.83747878283141,2.54929714162189,M01F1.3,WBGene00010809,Sequence name for WBGene00010809(lias-1). History: N.A.
