Unnamed: 0,1: adareri,2: adareri,3: double,4: double,average double,average triple,tripl/double,fold change,Pvalue,gene name,seq name,Input,Suggested Match,History
WBGene00219490,53.57736534,75.17292105,316.5412018,1635.810685,976.1759432,64.37514319,0.06594625,0.06594625,3.35e-05,0,Y116A8B.98,WBGene00219490,WBGene00219490,History: N.A.
WBGene00011387,4.121335795,3.758646052,47.125516,128.1236055,87.62456077,3.939990924,0.044964458,0.044964458,3.4e-05,0,T02G6.4,WBGene00011387,WBGene00011387,History: N.A.
WBGene00019282,87.72557621,100.2305614,306.7604343,4018.015862,2162.388148,93.9780688,0.043460314,0.043460314,3.48e-05,mps-2,K01A2.8,WBGene00019282,WBGene00019282,History: N.A.
WBGene00019483,85.95928944,175.4034824,273.8614892,15470.18046,7872.020977,130.6813859,0.016600742,0.016600742,4.2e-05,0,K07D4.2,WBGene00019483,WBGene00019483,History: N.A.
WBGene00189984,180.7500127,246.8177574,1193.253632,3542.766674,2368.010153,213.7838851,0.09027997,0.09027997,4.31e-05,0,K02E2.13,WBGene00189984,WBGene00189984,History: N.A.
WBGene00043065,580.5195849,1330.560703,96.91851404,89.388562,93.15353802,955.5401437,10.2576903,10.2576903,4.42e-05,0,C55C3.7,WBGene00043065,WBGene00043065,History: N.A.
WBGene00044074,478.0749523,295.6801561,36.45558785,40.2248529,38.34022037,386.8775542,10.09064503,10.09064503,4.56e-05,mltn-5,W02B8.6,WBGene00044074,WBGene00044074,History: N.A.
WBGene00195022,11.18648287,36.33357851,101.3643174,989.2334195,545.2988685,23.76003069,0.043572492,0.043572492,6.26e-05,0,F39E9.15,WBGene00195022,WBGene00195022,History: N.A.
WBGene00195255,55.34365211,85.19597719,525.4939614,746.3944927,635.9442271,70.26981465,0.11049682,0.11049682,6.82e-05,0,H16D19.7,WBGene00195255,WBGene00195255,History: N.A.
WBGene00008204,395.0594741,339.5310267,48.90383736,22.3471405,35.62548893,367.2952504,10.30990062,10.30990062,6.88e-05,0,C49C3.15,WBGene00008204,WBGene00008204,History: N.A.
WBGene00219302,0.588762256,7.517292105,30.23146309,359.0440574,194.6377602,4.053027181,0.020823437,0.020823437,6.97e-05,0,Y43F8B.28,WBGene00219302,WBGene00219302,History: N.A.
WBGene00185118,690.6181268,1049.915131,4478.702341,12600.80762,8539.754982,870.2666287,0.101907681,0.101907681,8.73e-05,0,K02E2.11,WBGene00185118,WBGene00185118,History: N.A.
WBGene00219343,30.02687508,80.18444912,227.6251339,1580.687738,904.156436,55.1056621,0.060947044,0.060947044,9.38e-05,0,Y17D7C.9,WBGene00219343,WBGene00219343,History: N.A.
WBGene00006393,783.0538011,1038.639192,108.4776029,116.2051306,112.3413667,910.8464968,8.107845963,8.107845963,9.46e-05,taf-11.1,F48D6.1,WBGene00006393,WBGene00006393,History: N.A.
WBGene00194652,3.532573539,1.252882017,78.24613977,40.2248529,59.23549634,2.392727778,0.040393479,0.040393479,0.000101486,0,F15H9.8,WBGene00194652,WBGene00194652,History: N.A.
WBGene00219451,58.87622565,78.9315671,253.4107936,1670.0763,961.7435468,68.90389637,0.071644771,0.071644771,0.000102856,0,F52D2.12,WBGene00219451,WBGene00219451,History: N.A.
WBGene00016486,854.2940341,1133.858226,149.3789941,81.93951517,115.6592546,994.07613,8.594868894,8.594868894,0.000104417,fbxa-170,C36C9.3,WBGene00016486,WBGene00016486,History: N.A.
WBGene00001551,16.48534318,15.03458421,69.35453298,421.6160508,245.4852919,15.7599637,0.064199218,0.064199218,0.000108177,gcy-31,T07D1.1,WBGene00001551,WBGene00001551,History: N.A.
WBGene00020149,4.710098052,5.01152807,45.34719464,119.1847493,82.26597199,4.860813061,0.059086557,0.059086557,0.000114958,0,T01D1.4,WBGene00020149,WBGene00020149,History: N.A.
WBGene00019529,20.01791672,38.83934254,54.23880143,1868.220946,961.2298736,29.42862963,0.0306156,0.0306156,0.000116856,0,K08D10.5,WBGene00019529,WBGene00019529,History: N.A.
WBGene00219728,518.1107857,558.7853798,1910.8063,11115.46768,6513.136992,538.4480827,0.082671082,0.082671082,0.000124256,linc-16,T08E11.10,WBGene00219728,WBGene00219728,History: N.A.
WBGene00195040,0,1.252882017,5.334964075,353.0848199,179.209892,0.626441009,0.003495572,0.003495572,0.00013078,0,K08A2.10,WBGene00195040,WBGene00195040,History: N.A.
WBGene00206362,34.14821088,75.17292105,172.4971718,1655.178206,913.8376891,54.66056596,0.059814305,0.059814305,0.000141441,0,B0041.11,WBGene00206362,WBGene00206362,History: N.A.
WBGene00002216,28.26058831,53.87392675,49.79299804,4265.324217,2157.558607,41.06725753,0.019034133,0.019034133,0.000141972,klp-3,T09A5.2,WBGene00002216,WBGene00002216,History: N.A.
WBGene00050903,3.532573539,12.52882017,16.00489223,808.9664861,412.4856892,8.030696857,0.019469031,0.019469031,0.000152093,0,Y17D7C.4,WBGene00050903,WBGene00050903,History: N.A.
WBGene00045366,539.8949892,2119.876374,3157.409572,64966.11705,34061.76331,1329.885681,0.03904336,0.03904336,0.000156193,0,Y17D7C.3,WBGene00045366,WBGene00045366,History: N.A.
WBGene00010782,4.121335795,5.01152807,6.224124755,1358.706142,682.4651336,4.566431933,0.006691085,0.006691085,0.000165783,0,K11H3.5,WBGene00010782,WBGene00010782,History: N.A.
WBGene00015693,17.07410544,40.09222456,29.34230241,4505.183525,2267.262914,28.583165,0.012606904,0.012606904,0.00019195,ugt-28,C10H11.4,WBGene00015693,WBGene00015693,History: N.A.
WBGene00000397,37.68078441,92.71326929,63.13040823,13931.20739,6997.168898,65.19702685,0.009317629,0.009317629,0.000215203,cdh-5,F08B4.2,WBGene00000397,WBGene00000397,"History: Split into F08B4.8(WBGene00255375). History of WBGene00000397: Split into ""WBGene00255375"" on 2014-02-26"
WBGene00219800,2599.385362,9580.788787,823.362789,424.5956695,623.9792292,6090.087075,9.760079806,9.760079806,0.000229201,0,C05D9.12,WBGene00219800,WBGene00219800,History: N.A.
WBGene00219718,23.55049026,12.52882017,113.8125669,263.6962579,188.7544124,18.03965522,0.095572098,0.095572098,0.000229426,linc-42,R10F2.8,WBGene00219718,WBGene00219718,History: N.A.
WBGene00020627,24.13925252,45.10375263,28.45314174,6760.754906,3394.604024,34.62150257,0.010198981,0.010198981,0.000238981,0,T20F5.5,WBGene00020627,WBGene00020627,History: N.A.
WBGene00021709,109.5097797,224.2658811,175.1646538,11432.79708,5803.980867,166.8878304,0.028754028,0.028754028,0.000250802,ugt-29,Y49C4A.8,WBGene00021709,WBGene00021709,History: N.A.
WBGene00219670,1.177524513,0,3.556642717,229.4306425,116.4936426,0.588762256,0.005054029,0.005054029,0.000252461,anr-26,E02H9.11,WBGene00219670,WBGene00219670,History: N.A.
WBGene00021892,466.8884694,1226.571495,127.1499771,53.6331372,90.39155717,846.7299822,9.367356961,9.367356961,0.000260131,0,Y54G2A.28,WBGene00021892,WBGene00021892,"History: Split into Y54G2A.73(WBGene00219425). History of WBGene00021892: Split into ""WBGene00219425"" on 2012-04-10"
WBGene00016044,14.13029416,6.264410087,1041.207155,10.42866557,525.8179105,10.19735212,0.019393315,0.019393315,0.000278846,0,C24B5.1,WBGene00016044,WBGene00016044,History: N.A.
WBGene00195184,0.588762256,0,18.67237426,46.18409037,32.42823232,0.294381128,0.009077927,0.009077927,0.000285931,0,F19G12.8,WBGene00195184,WBGene00195184,History: N.A.
WBGene00021117,50.0447918,157.8631342,8.891606792,0,4.445803396,103.953963,23.38249215,23.38249215,0.000289217,clec-126,W09G10.5,WBGene00021117,WBGene00021117,History: N.A.
WBGene00270290,21.78420349,30.06916842,28.45314174,1565.789644,797.1213931,25.92668595,0.032525392,0.032525392,0.000294428,0,ZK938.11,WBGene00270290,WBGene00270290,History: N.A.
WBGene00017610,15.89658092,18.79323026,48.01467668,487.1676629,267.5911698,17.34490559,0.064818677,0.064818677,0.000308168,0,F19G12.2,WBGene00017610,WBGene00017610,History: N.A.
WBGene00000208,199.5904049,241.8062294,466.8093566,5778.970533,3122.889945,220.6983172,0.07067118,0.07067118,0.000317933,trip-4,Y53F4B.15,WBGene00000208,WBGene00000208,History: Renamed on 2017-11-13
WBGene00020900,117.7524513,228.0245272,18.67237426,19.36752177,19.01994802,172.8884892,9.089850776,9.089850776,0.00032851,0,T28F2.1,WBGene00020900,WBGene00020900,History: N.A.
WBGene00019279,157.1995225,171.6448364,342.3268615,4296.610214,2319.468538,164.4221794,0.070887868,0.070887868,0.000334363,0,K01A2.4,WBGene00019279,WBGene00019279,History: N.A.
WBGene00005351,7.065147078,8.770174122,15.11573155,375.4319604,195.273846,7.9176606,0.040546447,0.040546447,0.000359842,srh-134,Y59A8B.4,WBGene00005351,WBGene00005351,History: N.A.
WBGene00119203,71.82899529,27.56340438,165.3838863,1075.642363,620.5131245,49.69619984,0.080088878,0.080088878,0.00036881,0,T04A8.18,WBGene00119203,WBGene00119203,History: N.A.
WBGene00195185,39.44707118,47.60951666,271.1940072,365.0032948,318.098651,43.52829392,0.136838977,0.136838977,0.000372484,0,F19G12.9,WBGene00195185,WBGene00195185,History: N.A.
WBGene00269386,0,0,14.22657087,47.67389973,30.9502353,0,0,0,0.000373042,0,F41F3.10,WBGene00269386,WBGene00269386,History: N.A.
WBGene00000832,277.8957851,541.2450315,47.125516,59.59237467,53.35894533,409.5704083,7.675759064,7.675759064,0.000378008,ctn-1,Y23H5A.5,WBGene00000832,WBGene00000832,History: N.A.
WBGene00219669,1.766286769,0,3.556642717,208.5733113,106.064977,0.883143385,0.008326437,0.008326437,0.000420011,anr-28,E02H9.10,WBGene00219669,WBGene00219669,History: N.A.
WBGene00007960,14.13029416,45.10375263,72.9111757,907.2939043,490.10254,29.61702339,0.060430259,0.060430259,0.000424421,0,C35D6.3,WBGene00007960,WBGene00007960,History: N.A.
WBGene00000135,4.121335795,3.758646052,9.780767472,213.0427394,111.4117535,3.939990924,0.03536423,0.03536423,0.00043771,amt-3,M195.3,WBGene00000135,WBGene00000135,History: N.A.
WBGene00044200,51.81107857,83.94309517,222.2901698,1141.193975,681.7420724,67.87708687,0.099564175,0.099564175,0.000441107,0,H37A05.4,WBGene00044200,WBGene00044200,History: N.A.
WBGene00021163,17.66286769,17.54034824,9.780767472,5801.317674,2905.549221,17.60160797,0.006057928,0.006057928,0.000454203,nhr-275,Y5H2A.2,WBGene00021163,WBGene00021163,History: N.A.
WBGene00050658,7.065147078,5.01152807,19.56153494,208.5733113,114.0674231,6.038337574,0.052936565,0.052936565,0.000468721,21ur-5098,Y4C6A.19,WBGene00050658,WBGene00050658,History: N.A.
WBGene00016703,96.55701006,161.6217802,64.90872958,12801.93189,6433.420309,129.0893952,0.020065438,0.020065438,0.000491575,rdl-1,C46A5.8,WBGene00016703,WBGene00016703,History: N.A.
WBGene00021743,44.15716924,35.08069649,38.23390921,1857.79228,948.0130947,39.61893286,0.041791546,0.041791546,0.000494467,0,Y50D4B.4,WBGene00021743,WBGene00021743,History: N.A.
WBGene00044391,65.35261047,20.04611228,105.8101208,1172.479972,639.1450462,42.69936137,0.066806997,0.066806997,0.000513098,0,C25H3.15,WBGene00044391,WBGene00044391,History: N.A.
WBGene00044439,37.09202216,85.19597719,173.3863325,1252.929677,713.1580049,61.14399967,0.08573696,0.08573696,0.000513976,0,Y51H7C.15,WBGene00044439,WBGene00044439,History: N.A.
WBGene00044265,2.943811282,7.517292105,3.556642717,1926.323511,964.9400769,5.230551694,0.005420597,0.005420597,0.000532551,0,Y105E8B.11,WBGene00044265,WBGene00044265,History: N.A.
WBGene00001136,37.09202216,52.62104473,24.00733834,3645.56352,1834.785429,44.85653345,0.024447836,0.024447836,0.000532994,eat-5,F13G3.8,WBGene00001136,WBGene00001136,History: N.A.
WBGene00050948,5.887622565,8.770174122,7.113285434,502.0657566,254.589521,7.328898343,0.028787117,0.028787117,0.000534796,0,Y48B6A.16,WBGene00050948,WBGene00050948,History: N.A.
WBGene00015991,35.91449764,77.67868508,39.12306989,3708.135514,1873.629292,56.79659136,0.030313676,0.030313676,0.000549578,0,C18H2.4,WBGene00015991,WBGene00015991,History: N.A.
WBGene00000658,5.298860308,10.02305614,5.334964075,704.6798304,355.0073973,7.660958224,0.021579714,0.021579714,0.000565893,col-83,F33A8.9,WBGene00000658,WBGene00000658,History: N.A.
WBGene00006530,15.30781867,35.08069649,14.22657087,10053.23361,5033.730089,25.19425758,0.005005087,0.005005087,0.000591512,tba-4,F44F4.11,WBGene00006530,WBGene00006530,History: N.A.
WBGene00005632,0.588762256,1.252882017,1.778321358,216.0223582,108.9003398,0.920822137,0.008455641,0.008455641,0.000599098,srj-53,Y49C4A.6,WBGene00005632,WBGene00005632,History: N.A.
WBGene00009295,560.5016682,469.8307565,99.58599607,31.2859967,65.43599639,515.1662124,7.872825979,7.872825979,0.000614196,fbxa-180,F31E9.1,WBGene00009295,WBGene00009295,History: N.A.
WBGene00020449,18.25162995,15.03458421,26.67482038,555.6988938,291.1868571,16.64310708,0.057156107,0.057156107,0.000622859,fbxa-54,T12B5.2,WBGene00020449,WBGene00020449,History: N.A.
WBGene00044681,590.5285432,656.5101771,80.91362181,116.2051306,98.55937621,623.5193602,6.32633225,6.32633225,0.000666431,0,T24C4.8,WBGene00044681,WBGene00044681,History: N.A.
WBGene00018115,84.19300268,221.7601171,12.44824951,20.85733113,16.65279032,152.9765599,9.186241881,9.186241881,0.000673463,0,F36H9.7,WBGene00018115,WBGene00018115,History: N.A.
WBGene00000462,1403.020457,1176.456214,143.1548694,260.7166392,201.9357543,1289.738336,6.38687458,6.38687458,0.000682061,ceh-41,T26C11.5,WBGene00000462,WBGene00000462,History: N.A.
WBGene00006873,89.49186298,176.6563645,16.00489223,14.89809367,15.45149295,133.0741137,8.612379023,8.612379023,0.000684741,vab-7,M142.4,WBGene00006873,WBGene00006873,History: N.A.
WBGene00003610,15.30781867,43.85087061,45.34719464,1019.029607,532.1884007,29.57934464,0.055580589,0.055580589,0.000692899,nhr-11,ZC410.1,WBGene00003610,WBGene00003610,History: N.A.
WBGene00195057,4.710098052,6.264410087,3.556642717,487.1676629,245.3621528,5.487254069,0.022363898,0.022363898,0.000718978,0,B0261.9,WBGene00195057,WBGene00195057,History: N.A.
WBGene00012281,7.653909334,5.01152807,2.667482038,904.3142856,453.4908838,6.332718702,0.013964379,0.013964379,0.000726531,0,W05E10.2,WBGene00012281,WBGene00012281,History: N.A.
WBGene00003411,817.7907742,1589.90728,86.24858589,235.3898799,160.8192329,1203.849027,7.485727953,7.485727953,0.000726974,mrp-5,F14F4.3,WBGene00003411,WBGene00003411,History: N.A.
WBGene00010011,664.1238253,1142.6284,162.7164043,117.69494,140.2056721,903.3761126,6.443220869,6.443220869,0.000728467,0,F53H4.6,WBGene00010011,WBGene00010011,History: N.A.
WBGene00021605,5.887622565,12.52882017,34.67726649,204.1038832,119.3905749,9.20822137,0.07712687,0.07712687,0.00072913,0,Y46H3C.5,WBGene00021605,WBGene00021605,History: N.A.
WBGene00009690,201.3566917,499.899925,40.01223057,53.6331372,46.82268388,350.6283083,7.488428242,7.488428242,0.000734938,0,F44E5.3,WBGene00009690,WBGene00009690,History: N.A.
WBGene00017941,25.90553928,37.58646052,193.8370281,247.3083549,220.5726915,31.7459999,0.143925341,0.143925341,0.000749835,0,F31A9.2,WBGene00017941,WBGene00017941,History: N.A.
WBGene00007146,8.242671591,6.264410087,10.66992815,309.8803483,160.2751382,7.253540839,0.045256806,0.045256806,0.000792121,0,B0334.6,WBGene00007146,WBGene00007146,History: N.A.
WBGene00194939,80.07166688,127.7939658,14.22657087,8.9388562,11.58271353,103.9328163,8.973097368,8.973097368,0.000834283,0,C01B9.5,WBGene00194939,WBGene00194939,History: N.A.
WBGene00168318,7.065147078,5.01152807,6.224124755,341.166345,173.6952349,6.038337574,0.034763979,0.034763979,0.000838602,21ur-5460,Y73F8A.711,WBGene00168318,WBGene00168318,History: N.A.
WBGene00020276,12.95276964,13.78170219,14.22657087,539.3109907,276.7687808,13.36723592,0.048297485,0.048297485,0.000846749,0,T05H4.15,WBGene00020276,WBGene00020276,History: N.A.
WBGene00017441,734.7752961,597.6247223,826.030271,17597.62824,9211.829255,666.2000092,0.072320056,0.072320056,0.000874704,0,F13H8.8,WBGene00017441,WBGene00017441,History: N.A.
WBGene00195186,150.7231377,225.5187631,814.4711822,1574.728501,1194.599841,188.1209504,0.157476122,0.157476122,0.000906119,0,F19G12.10,WBGene00195186,WBGene00195186,History: N.A.
WBGene00165601,45.923456,53.87392675,126.2608165,822.3747704,474.3177934,49.89869138,0.105200969,0.105200969,0.000920558,21ur-14793,Y49F6C.9,WBGene00165601,WBGene00165601,History: N.A.
WBGene00022352,20.01791672,25.05764035,64.90872958,387.3504353,226.1295825,22.53777853,0.099667537,0.099667537,0.000931243,0,Y82E9BR.20,WBGene00022352,WBGene00022352,History: N.A.
WBGene00021189,2.355049026,3.758646052,9.780767472,129.6134149,69.69709119,3.056847539,0.04385904,0.04385904,0.000933245,0,Y13C8A.2,WBGene00021189,,History: Killed on 2018-11-14. Remark: 192mer repeat region only
WBGene00007911,27.0830638,100.2305614,28.45314174,5603.173028,2815.813085,63.6568126,0.022606903,0.022606903,0.000933766,0,C34B7.1,WBGene00007911,WBGene00007911,History: N.A.
WBGene00015394,1.177524513,0,1.778321358,159.4096022,80.5939618,0.588762256,0.00730529,0.00730529,0.000953586,0,C03G6.6,WBGene00015394,WBGene00015394,History: N.A.
WBGene00010463,12.36400739,13.78170219,15.11573155,470.7797599,242.9477457,13.07285479,0.053809327,0.053809327,0.000990185,0,K01D12.3,WBGene00010463,WBGene00010463,History: N.A.
WBGene00001819,249.6351967,315.7262684,320.0978445,7609.946245,3965.022045,282.6807326,0.071293609,0.071293609,0.001001816,haf-9,ZK484.2,WBGene00001819,WBGene00001819,History: N.A.
WBGene00013162,237.8599516,701.6139298,296.9796669,22408.22268,11352.60118,469.7369407,0.041377032,0.041377032,0.001035723,0,Y53F4B.16,WBGene00013162,WBGene00013162,History: N.A.
WBGene00044961,228.4397555,214.242825,39.12306989,28.30637797,33.71472393,221.3412902,6.565122429,6.565122429,0.001055809,0,F56A12.5,WBGene00044961,WBGene00044961,History: N.A.
WBGene00022020,906.693875,1627.493741,265.8590431,117.69494,191.7769915,1267.093808,6.607121103,6.607121103,0.001059493,hpo-39,Y61A9LA.9,WBGene00022020,WBGene00022020,History: N.A.
WBGene00007779,437.4503566,1214.042675,605.5184226,33516.24132,17060.87987,825.7465157,0.048399996,0.048399996,0.001081027,0,C27D8.3,WBGene00007779,WBGene00007779,History: N.A.
WBGene00005355,9.420196104,6.264410087,33.78810581,146.0013179,89.89471187,7.842303095,0.087238759,0.087238759,0.00109367,srh-138,T08G3.12,WBGene00005355,WBGene00005355,History: N.A.
WBGene00017980,683.5529798,1573.619814,227.6251339,101.3070369,164.4660854,1128.586397,6.862122328,6.862122328,0.001164111,0,F32B5.7,WBGene00017980,WBGene00017980,History: N.A.
WBGene00009304,41.21335795,90.20750526,818.0278249,221.9815956,520.0047103,65.7104316,0.12636507,0.12636507,0.001186728,eva-1,F32A7.3,WBGene00009304,WBGene00009304,History: Renamed on 2007-10-09
WBGene00019644,435.6840698,265.6109877,63.13040823,49.1637091,56.14705866,350.6475287,6.245162918,6.245162918,0.001196577,cpt-4,K11D12.4,WBGene00019644,WBGene00019644,History: N.A.
WBGene00007091,101.8558704,129.0468478,500.5974624,874.5180983,687.5577803,115.4513591,0.167915137,0.167915137,0.001212388,eri-12,B0001.6,WBGene00007091,WBGene00007091,History: N.A.
WBGene00194844,85.37052719,68.90851096,9.780767472,7.449046834,8.614907153,77.13951907,8.954190418,8.954190418,0.001225741,0,Y55F3C.13,WBGene00194844,WBGene00194844,History: N.A.
WBGene00044553,11.77524513,10.02305614,20.45069562,287.5332078,153.9919517,10.89915063,0.070777404,0.070777404,0.00123826,0,T23B12.11,WBGene00044553,WBGene00044553,History: N.A.
WBGene00022837,60.05375016,112.7593816,12.44824951,5.959237467,9.203743488,86.40656586,9.388197963,9.388197963,0.001334674,ceh-45,ZK993.1,WBGene00022837,WBGene00022837,History: N.A.
WBGene00008426,372.6865083,454.7961723,196.5045101,16417.69922,8307.101866,413.7413403,0.049805738,0.049805738,0.00143896,0,D2045.9,WBGene00008426,WBGene00008426,History: N.A.
WBGene00022731,286.7272189,323.2435605,1331.073537,1979.956648,1655.515093,304.9853897,0.184223865,0.184223865,0.001465234,0,ZK402.5,WBGene00022731,WBGene00022731,History: N.A.
WBGene00045496,2.355049026,5.01152807,18.67237426,90.87837137,54.77537282,3.683288548,0.067243514,0.067243514,0.001492801,0,C08E8.8,WBGene00045496,WBGene00045496,History: N.A.
WBGene00167686,28.84935057,31.32205044,60.46292619,536.331372,298.3971491,30.0857005,0.100824356,0.100824356,0.001534362,21ur-8667,Y57G11C.669,WBGene00167686,WBGene00167686,History: N.A.
WBGene00171079,28.84935057,31.32205044,60.46292619,536.331372,298.3971491,30.0857005,0.100824356,0.100824356,0.001534362,21ur-7453,Y57G11C.883,WBGene00171079,WBGene00171079,History: N.A.
WBGene00020774,87.13681396,296.9330381,7.113285434,32.77580607,19.94454575,192.034926,9.628443207,9.628443207,0.001541932,0,T24E12.5,WBGene00020774,WBGene00020774,History: N.A.
WBGene00269422,69.47394626,192.9438307,13.33741019,19.36752177,16.35246598,131.2088885,8.023798285,8.023798285,0.001583137,0,T01H10.11,WBGene00269422,WBGene00269422,History: N.A.
WBGene00010835,5.887622565,3.758646052,8.002446113,180.2669334,94.13468974,4.823134309,0.051236524,0.051236524,0.001624576,0,M03B6.3,WBGene00010835,WBGene00010835,History: N.A.
WBGene00022728,123.0513116,175.4034824,604.6292619,1106.928359,855.7788107,149.227397,0.17437613,0.17437613,0.001631057,0,ZK402.1,WBGene00022728,WBGene00022728,History: N.A.
WBGene00050691,15.89658092,17.54034824,7.113285434,794.0683925,400.5908389,16.71846458,0.041734516,0.041734516,0.001650272,21ur-1685,Y105C5B.588,WBGene00050691,WBGene00050691,History: N.A.
WBGene00167506,0,0,15.11573155,28.30637797,21.71105476,0,0,0,0.001676681,21ur-12752,F57G8.11,WBGene00167506,WBGene00167506,History: N.A.
WBGene00005147,783.6425634,1404.480742,224.0684912,29.79618733,126.9323393,1094.061652,8.619250688,8.619250688,0.001687458,srd-70,F48F5.4,WBGene00005147,WBGene00005147,History: N.A.
WBGene00015750,2.355049026,2.505764035,3.556642717,141.5318898,72.54426628,2.43040653,0.033502393,0.033502393,0.001694715,0,C14A11.5,WBGene00015750,WBGene00015750,History: N.A.
WBGene00006777,128.3501719,239.3004653,208.0635989,4186.36432,2197.21396,183.8253186,0.083662912,0.083662912,0.001729447,unc-41,C27H6.1,WBGene00006777,WBGene00006777,History: Renamed on 2008-02-06
WBGene00013374,11.18648287,13.78170219,174.2754931,44.694281,109.4848871,12.48409253,0.114025715,0.114025715,0.001756963,0,Y62E10A.3,WBGene00013374,WBGene00013374,History: N.A.
WBGene00022130,50.0447918,97.72479736,32.00978445,3046.660155,1539.33497,73.88479458,0.047997867,0.047997867,0.001777958,0,Y71F9B.9,WBGene00022130,WBGene00022130,History: N.A.
WBGene00044642,40.6245957,68.90851096,62.24124755,1281.236055,671.7386515,54.76655333,0.081529555,0.081529555,0.001789176,clec-69,F56D6.15,WBGene00044642,WBGene00044642,History: N.A.
WBGene00005580,8.831433847,3.758646052,7.113285434,247.3083549,127.2108202,6.29503995,0.049485098,0.049485098,0.001886892,sri-68,B0462.2,WBGene00005580,WBGene00005580,History: N.A.
WBGene00269431,257.8778683,400.9222456,653.5330992,4718.226264,2685.879682,329.400057,0.122641405,0.122641405,0.001890455,0,T16A1.10,WBGene00269431,WBGene00269431,History: N.A.
WBGene00007132,800.7166688,789.315671,192.0587067,56.61275593,124.3357313,795.0161699,6.394108608,6.394108608,0.00193293,pals-27,B0284.2,WBGene00007132,WBGene00007132,History: N.A.
WBGene00045356,3.532573539,5.01152807,0.889160679,408.2077665,204.5484636,4.272050804,0.020885274,0.020885274,0.001973659,0,T03E6.9,WBGene00045356,WBGene00045356,History: N.A.
WBGene00013644,152.4894244,254.3350495,1058.101208,1095.009885,1076.555546,203.412237,0.188947275,0.188947275,0.001999231,0,Y105C5A.25,WBGene00013644,WBGene00013644,History: N.A.
WBGene00000210,139.5366548,370.8530772,32.89894513,44.694281,38.79661307,255.194866,6.577761454,6.577761454,0.002041048,asg-2,C53B7.4,WBGene00000210,WBGene00000210,History: N.A.
WBGene00004858,138.3591303,107.7478535,94.251032,3173.293951,1633.772492,123.0534919,0.075318621,0.075318621,0.002053975,sma-4,R12B2.1,WBGene00004858,WBGene00004858,History: N.A.
WBGene00011850,60.64251242,225.5187631,104.9209601,4554.347234,2329.634097,143.0806378,0.061417644,0.061417644,0.002129064,0,T20B3.1,WBGene00011850,WBGene00011850,History: N.A.
WBGene00021089,929.655603,1559.838112,300.5363096,116.2051306,208.3707201,1244.746857,5.973712894,5.973712894,0.002161731,0,W08E12.8,WBGene00021089,WBGene00021089,History: N.A.
WBGene00010756,2684.75589,3768.669108,750.4516133,123.6541774,437.0528954,3226.712499,7.382887823,7.382887823,0.002183484,0,K10G9.2,WBGene00010756,WBGene00010756,History: N.A.
WBGene00004148,1778.062015,2251.428985,507.7107478,199.6344551,353.6726015,2014.7455,5.696640032,5.696640032,0.002205019,pqn-65,T13H2.4,WBGene00004148,WBGene00004148,History: N.A.
WBGene00011070,5.298860308,1.252882017,141.376548,5.959237467,73.66789273,3.275871163,0.044468099,0.044468099,0.002249978,msrp-7,R06F6.7,WBGene00011070,WBGene00011070,History: Renamed on 2017-11-13
WBGene00219751,32.97068636,35.08069649,70.24369366,506.5351847,288.3894392,34.02569143,0.11798522,0.11798522,0.002272898,anr-24,Y40A1A.4,WBGene00219751,WBGene00219751,History: N.A.
WBGene00171477,0.588762256,0,14.22657087,29.79618733,22.0113791,0.294381128,0.013374043,0.013374043,0.002285783,21ur-11268,F13G11.111,WBGene00171477,WBGene00171477,History: N.A.
WBGene00020230,109.5097797,1336.825113,102.2534781,37.24523417,69.74935614,723.1674462,10.36808777,10.36808777,0.002291394,nep-2,T05A8.4,WBGene00020230,WBGene00020230,"History: Split into T05A8.11(WBGene00303077). History of WBGene00020230: Split into ""WBGene00303077"" on 2018-03-02"
WBGene00020018,193.1140201,334.5194987,152.0464761,7659.109954,3905.578215,263.8167594,0.067548707,0.067548707,0.002293592,0,R12B2.2,WBGene00020018,WBGene00020018,History: N.A.
WBGene00044020,255.5228193,228.0245272,393.0090202,3650.032948,2021.520984,241.7736732,0.119599883,0.119599883,0.002308322,0,ZK856.14,WBGene00044020,WBGene00044020,History: N.A.
WBGene00001008,3652.681039,5437.507956,1147.017276,470.7797599,808.898518,4545.094497,5.618868617,5.618868617,0.002333866,dlk-1,F33E2.2,WBGene00001008,WBGene00001008,History: N.A.
WBGene00010586,86.5480517,130.2997298,174.2754931,1729.668675,951.9720839,108.4238908,0.113893981,0.113893981,0.002351295,0,K05C4.10,WBGene00010586,WBGene00010586,History: N.A.
WBGene00077606,0.588762256,0,3.556642717,61.08218403,32.31941338,0.294381128,0.009108492,0.009108492,0.002375079,0,C06C6.10,WBGene00077606,WBGene00077606,History: N.A.
WBGene00271649,9.420196104,21.2989943,12.44824951,469.2899505,240.8691,15.3595952,0.063767396,0.063767396,0.002444518,0,T22A3.13,WBGene00271649,WBGene00271649,History: N.A.
WBGene00077584,1.177524513,2.505764035,4.445803396,95.34779947,49.89680143,1.841644274,0.036909065,0.036909065,0.002448653,0,C01G10.19,WBGene00077584,WBGene00077584,History: N.A.
WBGene00194913,371.5089838,552.5209697,885.6040365,6087.361072,3486.482554,462.0149768,0.132516073,0.132516073,0.002461169,0,Y105C5A.1272,WBGene00194913,WBGene00194913,History: N.A.
