Gene name,Sample 1,Sample 2,log2FoldChange,adjusted p-value,Input,Suggested Match,History
WBGene00012648,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.2151498557041,2.43334311048949e-05,WBGene00012648,WBGene00012648,History: N.A.
WBGene00000702,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.21473578236557,0.0001108652632451,WBGene00000702,WBGene00000702,History: N.A.
WBGene00002206,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.21213249351663,0.0002947272491778,WBGene00002206,WBGene00002206,History: N.A.
WBGene00011951,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.20964863149599,1.11192910688266e-05,WBGene00011951,WBGene00011951,History: N.A.
WBGene00011836,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.20918867086617,1.37862441487596e-07,WBGene00011836,WBGene00011836,History: N.A.
WBGene00016136,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.20870832337266,9.011587379655e-07,WBGene00016136,WBGene00016136,History: N.A.
WBGene00012219,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.20841338262826,0.0009358280190528,WBGene00012219,WBGene00012219,History: N.A.
WBGene00010092,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.20541788799965,0.0001102977901708,WBGene00010092,WBGene00010092,History: N.A.
WBGene00008605,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.20491233721916,2.65068726268387e-10,WBGene00008605,WBGene00008605,History: N.A.
WBGene00235114,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.20202387818474,0.0102005757166801,WBGene00235114,WBGene00235114,History: N.A.
WBGene00012912,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.20068417094472,4.89368222634846e-10,WBGene00012912,WBGene00012912,History: N.A.
WBGene00020991,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.19953336539989,0.0002857500008259,WBGene00020991,WBGene00020991,History: N.A.
WBGene00001159,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.19484174583196,2.44988044539383e-07,WBGene00001159,WBGene00001159,History: N.A.
WBGene00006952,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.1947808074954,1.65329492786648e-10,WBGene00006952,WBGene00006952,History: N.A.
WBGene00021976,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.19358952574774,0.0019710692220013,WBGene00021976,WBGene00021976,History: N.A.
WBGene00012596,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.19178018163013,0.000216685147236,WBGene00012596,WBGene00012596,History: N.A.
WBGene00015281,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.19135336380073,0.0042331825492289,WBGene00015281,WBGene00015281,History: N.A.
WBGene00001692,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.19085414625488,1.74312743611414e-05,WBGene00001692,WBGene00001692,History: N.A.
WBGene00018082,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.18741082055699,7.40953152437378e-05,WBGene00018082,WBGene00018082,History: N.A.
WBGene00012545,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.18428222331333,6.12668104320436e-08,WBGene00012545,WBGene00012545,History: N.A.
WBGene00023502,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.18217235896437,0.0046127550265633,WBGene00023502,WBGene00023502,History: N.A.
WBGene00020501,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.18175547125028,2.91241893189434e-05,WBGene00020501,WBGene00020501,"History: Split into T14B4.20(WBGene00303080). History of WBGene00020501: Split into ""WBGene00303080"" on 2018-03-02"
WBGene00010881,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.18080406475123,6.22498116420695e-07,WBGene00010881,WBGene00010881,History: N.A.
WBGene00020846,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17907857550978,5.19952865617765e-09,WBGene00020846,WBGene00020846,History: N.A.
WBGene00008712,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17892952184025,1.78119867667271e-05,WBGene00008712,WBGene00008712,History: N.A.
WBGene00021650,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17547238523495,2.94467235940002e-06,WBGene00021650,WBGene00021650,History: N.A.
WBGene00011744,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17480855924746,8.79884378122611e-05,WBGene00011744,WBGene00011744,History: N.A.
WBGene00007530,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17448082333831,3.13037424881942e-05,WBGene00007530,WBGene00007530,History: N.A.
WBGene00235281,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17340732864308,0.0013031475869579,WBGene00235281,WBGene00235281,History: N.A.
WBGene00022757,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17322186695225,0.0059759811180747,WBGene00022757,WBGene00022757,History: N.A.
WBGene00009279,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17249770189614,0.0044539676336243,WBGene00009279,WBGene00009279,"History: Split into F31B9.7(WBGene00304797). History of WBGene00009279: Split into ""WBGene00304797"" on 2019-05-20"
WBGene00011407,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17191321229771,1.7789066674962e-11,WBGene00011407,WBGene00011407,History: N.A.
WBGene00022146,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17190832496882,1.23281521735573e-06,WBGene00022146,WBGene00022146,History: N.A.
WBGene00017560,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17173851979696,1.14751103195297e-08,WBGene00017560,WBGene00017560,History: N.A.
WBGene00019272,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.17049893057891,5.46300306434565e-10,WBGene00019272,WBGene00019272,History: N.A.
WBGene00007820,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.1671114360295,6.2568770665658e-06,WBGene00007820,WBGene00007820,History: N.A.
WBGene00003460,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.16484711591632,1.48533397268993e-05,WBGene00003460,WBGene00003460,History: N.A.
WBGene00003764,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.16463435650049,2.23902831005545e-06,WBGene00003764,WBGene00003764,History: N.A.
WBGene00010125,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.16405534676296,2.99396588111424e-07,WBGene00010125,WBGene00010125,History: N.A.
WBGene00010370,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.1626329194761,1.94970852265214e-08,WBGene00010370,WBGene00010370,History: N.A.
WBGene00016749,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.16182872115624,3.12698773875011e-10,WBGene00016749,WBGene00016749,History: N.A.
WBGene00000928,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.1616315625278,4.68061798037741e-07,WBGene00000928,WBGene00000928,History: N.A.
WBGene00235369,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.16162763885387,0.013784518433406,WBGene00235369,WBGene00235369,History: N.A.
WBGene00016996,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.16025944990544,8.82627135108189e-05,WBGene00016996,WBGene00016996,History: N.A.
WBGene00016625,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.16004306176012,2.91049932346399e-06,WBGene00016625,WBGene00016625,History: N.A.
WBGene00012591,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.15866465289415,1.57735929964902e-05,WBGene00012591,WBGene00012591,History: N.A.
WBGene00015523,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.15767675675688,0.0008343684395636,WBGene00015523,WBGene00015523,History: N.A.
WBGene00013104,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.15310289538236,6.81487283492445e-10,WBGene00013104,WBGene00013104,History: N.A.
WBGene00017819,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.15307834608386,0.0001509195438831,WBGene00017819,WBGene00017819,History: N.A.
WBGene00020104,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.15286527729964,2.06649980451129e-10,WBGene00020104,WBGene00020104,History: N.A.
WBGene00045246,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.15223611707412,0.0008358162061484,WBGene00045246,WBGene00045246,History: N.A.
WBGene00015435,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.15154644129941,0.0145377856674259,WBGene00015435,WBGene00015435,History: N.A.
WBGene00016675,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.14962524442365,0.0005281122869853,WBGene00016675,WBGene00016675,History: N.A.
WBGene00019318,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.14890205030563,1.40180464502917e-07,WBGene00019318,WBGene00019318,History: N.A.
WBGene00016419,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.14842795671349,8.82364807811383e-08,WBGene00016419,WBGene00016419,History: N.A.
WBGene00000969,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.14839125279821,2.88707937650116e-06,WBGene00000969,WBGene00000969,History: N.A.
WBGene00000401,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.14827154319072,1.49734630781534e-05,WBGene00000401,WBGene00000401,History: N.A.
WBGene00012317,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.14679139156204,2.05724064227466e-08,WBGene00012317,WBGene00012317,History: Renamed on 2015-07-03
WBGene00003888,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.14549655131715,1.35815688076178e-06,WBGene00003888,WBGene00003888,History: N.A.
WBGene00000749,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.14362993783401,0.0004293766974292,WBGene00000749,WBGene00000749,History: N.A.
WBGene00044530,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.14244845302823,6.10181154195075e-07,WBGene00044530,WBGene00044530,History: N.A.
WBGene00019426,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.14195822328511,0.0015333410652094,WBGene00019426,WBGene00019426,History: N.A.
WBGene00001068,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13836482956719,0.0102734168427864,WBGene00001068,WBGene00001068,History: N.A.
WBGene00020976,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13747601551663,0.0129450986817069,WBGene00020976,WBGene00020976,History: N.A.
WBGene00003482,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13616652601052,1.35886426488591e-07,WBGene00003482,WBGene00003482,History: N.A.
WBGene00011024,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13494816678244,0.0003529702487099,WBGene00011024,WBGene00011024,History: N.A.
WBGene00021353,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13464582951855,0.0155625049227931,WBGene00021353,WBGene00021353,History: N.A.
WBGene00269346,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13464036446556,0.0084334278940441,WBGene00269346,WBGene00269346,History: N.A.
WBGene00006544,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13407710443688,0.0038118565670297,WBGene00006544,WBGene00006544,History: N.A.
WBGene00004776,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13377454051786,0.0067828500240452,WBGene00004776,WBGene00004776,History: N.A.
WBGene00004219,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.1334900013519,8.1051294006263e-09,WBGene00004219,WBGene00004219,History: N.A.
WBGene00001079,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13291054910099,1.38655770717555e-08,WBGene00001079,WBGene00001079,History: N.A.
WBGene00017184,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13275634966269,4.76340243102629e-05,WBGene00017184,WBGene00017184,History: N.A.
WBGene00016973,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13205681774822,0.0008966084362834,WBGene00016973,WBGene00016973,History: N.A.
WBGene00011891,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13177431064119,4.3504740482341e-05,WBGene00011891,WBGene00011891,History: N.A.
WBGene00016283,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13081365959027,0.0005752098590216,WBGene00016283,WBGene00016283,History: N.A.
WBGene00007987,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13075184884934,3.3087770460518e-06,WBGene00007987,WBGene00007987,History: N.A.
WBGene00010621,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.13056743736022,7.1084126591485e-09,WBGene00010621,WBGene00010621,History: N.A.
WBGene00008656,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.12788876964359,7.50260688073611e-05,WBGene00008656,WBGene00008656,History: N.A.
WBGene00017211,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.12396949819334,0.0051289467381255,WBGene00017211,WBGene00017211,"History: Split into F07E5.13(WBGene00304173). History of WBGene00017211: Split into ""WBGene00304173"" on 2018-09-17"
WBGene00269337,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.12323599430692,0.006348797939906,WBGene00269337,WBGene00269337,History: N.A.
WBGene00012635,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.12313387469882,1.58563507879341e-08,WBGene00012635,WBGene00012635,History: N.A.
WBGene00019751,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.12305292651041,0.0005124006722421,WBGene00019751,WBGene00019751,History: N.A.
WBGene00015332,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.1222980679543,7.84686439643211e-05,WBGene00015332,WBGene00015332,History: N.A.
WBGene00010205,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.11949138413294,0.0005814398942492,WBGene00010205,WBGene00010205,History: N.A.
WBGene00013946,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.11831785456614,0.0001091748610177,WBGene00013946,WBGene00013946,History: N.A.
WBGene00015510,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.11662536478569,3.01981797951995e-06,WBGene00015510,WBGene00015510,History: N.A.
WBGene00009340,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.11542425921584,6.33883967143632e-06,WBGene00009340,WBGene00009340,History: N.A.
WBGene00009414,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.11476436963172,0.018603117218065,WBGene00009414,WBGene00009414,History: N.A.
WBGene00013074,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.11420702942252,0.0046170788370278,WBGene00013074,WBGene00013074,History: N.A.
WBGene00014030,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.11242639400826,2.60910941207673e-07,WBGene00014030,WBGene00014030,History: N.A.
WBGene00220261,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.11056516771921,2.4580218747915e-05,WBGene00220261,WBGene00220261,History: N.A.
WBGene00010033,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.10768850271493,0.0002670017953901,WBGene00010033,WBGene00010033,History: N.A.
WBGene00219208,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.10713293365474,1.96324766324591e-05,WBGene00219208,WBGene00219208,History: N.A.
WBGene00001707,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.10706058422687,2.50784055261289e-08,WBGene00001707,WBGene00001707,History: N.A.
WBGene00017633,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.10369015790172,0.0063959936497008,WBGene00017633,WBGene00017633,History: N.A.
WBGene00022611,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.10279336741093,3.48607034410152e-08,WBGene00022611,WBGene00022611,History: N.A.
WBGene00020062,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.10268114961485,0.0084775531830595,WBGene00020062,WBGene00020062,History: N.A.
WBGene00002248,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.10025265048752,0.0127680619788065,WBGene00002248,WBGene00002248,History: N.A.
WBGene00009513,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.0986842221551,0.0013812522247578,WBGene00009513,WBGene00009513,History: N.A.
WBGene00003622,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.09317602515811,0.0008027531637864,WBGene00003622,WBGene00003622,History: Renamed on 2015-03-05
WBGene00017535,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.09297544866575,0.0007647635772572,WBGene00017535,WBGene00017535,History: N.A.
WBGene00017039,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.09207293582006,5.84976264206125e-05,WBGene00017039,WBGene00017039,History: N.A.
WBGene00021247,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.09114078063113,0.0003749286161847,WBGene00021247,WBGene00021247,History: N.A.
WBGene00011548,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.08852582948243,5.51645671519783e-07,WBGene00011548,WBGene00011548,History: N.A.
WBGene00021529,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.08821603868938,0.0010816645774871,WBGene00021529,WBGene00021529,History: N.A.
WBGene00020840,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.08704140688866,8.79884378122611e-05,WBGene00020840,WBGene00020840,History: N.A.
WBGene00008383,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.08553922069332,5.14155490667548e-05,WBGene00008383,WBGene00008383,History: N.A.
WBGene00008987,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.08183167704963,2.9617457461781103e-09,WBGene00008987,WBGene00008987,History: N.A.
WBGene00001699,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.08158638139828,0.0019426287661813,WBGene00001699,WBGene00001699,History: N.A.
WBGene00001432,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.08144869913914,3.49389923689576e-05,WBGene00001432,WBGene00001432,History: N.A.
WBGene00020052,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.07966155029147,9.48717748233571e-06,WBGene00020052,WBGene00020052,History: N.A.
WBGene00000013,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.07768613632566,0.022514510227513,WBGene00000013,WBGene00000013,History: N.A.
WBGene00017716,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.0765529600787,6.59869730246571e-07,WBGene00017716,WBGene00017716,History: N.A.
WBGene00010544,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.07506739156672,0.0115864355218907,WBGene00010544,WBGene00010544,History: N.A.
WBGene00000220,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.07475242991068,4.02766786971713e-05,WBGene00000220,WBGene00000220,History: N.A.
WBGene00006981,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.0736408278918,0.0009793448843608,WBGene00006981,WBGene00006981,History: N.A.
WBGene00001570,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.07285893418352,1.84883761367404e-11,WBGene00001570,WBGene00001570,History: N.A.
WBGene00020194,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.07248819994178,5.42490384008283e-08,WBGene00020194,WBGene00020194,History: N.A.
WBGene00020626,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.07199820424955,1.00032322158761e-06,WBGene00020626,WBGene00020626,History: N.A.
WBGene00017390,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.07169558022882,0.0017547186818738,WBGene00017390,WBGene00017390,"History: Split into F12A10.9(WBGene00077704). History of WBGene00017390: Split into ""WBGene00077704"" on 2008-04-08"
WBGene00009371,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.07134256403598,0.001655732976347,WBGene00009371,WBGene00009371,History: N.A.
WBGene00007875,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.06968985956082,2.26271828789588e-05,WBGene00007875,WBGene00007875,History: N.A.
WBGene00044777,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.06909207740518,0.002030313633347,WBGene00044777,WBGene00044777,History: N.A.
WBGene00015259,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.06687562550823,0.0034426981003012,WBGene00015259,WBGene00015259,History: N.A.
WBGene00012761,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.06666827513335,0.0023042824067338,WBGene00012761,WBGene00012761,History: N.A.
WBGene00235268,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.06641914021709,1.85692647730625e-06,WBGene00235268,WBGene00235268,History: N.A.
WBGene00010547,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.06597963345102,0.0002215732659169,WBGene00010547,WBGene00010547,History: N.A.
WBGene00235383,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.06484991239662,0.0017237816093478,WBGene00235383,WBGene00235383,History: N.A.
WBGene00013884,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.06337659633886,6.96347811413928e-10,WBGene00013884,WBGene00013884,History: N.A.
WBGene00022591,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.0626124957214,5.55571922721307e-06,WBGene00022591,WBGene00022591,History: Renamed on 2015-03-05
WBGene00010514,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.0570857556037,1.07963483410475e-05,WBGene00010514,WBGene00010514,History: N.A.
WBGene00022612,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.05508656483086,0.0011657901256188,WBGene00022612,WBGene00022612,History: N.A.
WBGene00007481,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.0540948050179,0.0152896642283765,WBGene00007481,WBGene00007481,History: N.A.
WBGene00018275,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.05352375170772,6.02484391159068e-08,WBGene00018275,WBGene00018275,History: N.A.
WBGene00044333,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.05097793985681,0.017164317021271,WBGene00044333,WBGene00044333,History: N.A.
WBGene00003057,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.05024265804766,1.65250213457882e-10,WBGene00003057,WBGene00003057,History: N.A.
WBGene00013180,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.0500236380463,0.0128624090490497,WBGene00013180,WBGene00013180,History: N.A.
WBGene00011372,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.0471109124004,0.012655931953708,WBGene00011372,WBGene00011372,History: N.A.
WBGene00007613,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.04657222154056,0.0013636761610705,WBGene00007613,WBGene00007613,"History: Split into C15H11.13(WBGene00077576). History of WBGene00007613: Split into ""WBGene00077576"" on 2008-02-06"
WBGene00007994,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.04640189407327,0.0019780774250898,WBGene00007994,WBGene00007994,History: N.A.
WBGene00000870,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.04630562691503,0.0013007724392062,WBGene00000870,WBGene00000870,History: N.A.
WBGene00019232,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.045826551186,0.0019006000602005,WBGene00019232,WBGene00019232,History: N.A.
WBGene00044772,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.04304271557742,0.0062211397324846,WBGene00044772,WBGene00044772,History: N.A.
WBGene00014752,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03971961632343,0.0309507804753679,WBGene00014752,WBGene00014752,History: N.A.
WBGene00018000,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03771089124419,0.0266031649398688,WBGene00018000,WBGene00018000,History: N.A.
WBGene00009281,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03714325806605,0.0113274349328335,WBGene00009281,WBGene00009281,History: N.A.
WBGene00014665,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03605804632293,7.23595948660112e-05,WBGene00014665,WBGene00014665,History: N.A.
WBGene00013568,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03571750983958,1.71571258965877e-05,WBGene00013568,WBGene00013568,History: N.A.
WBGene00019486,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03531863032603,0.0072080020152094,WBGene00019486,WBGene00019486,History: N.A.
WBGene00022517,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03476807035637,7.64182492159814e-10,WBGene00022517,WBGene00022517,History: N.A.
WBGene00012783,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03428290149454,0.0006800269894047,WBGene00012783,WBGene00012783,History: N.A.
WBGene00001389,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03382245433033,1.08350659354253e-05,WBGene00001389,WBGene00001389,History: N.A.
WBGene00004134,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03301104414767,7.5092992303036e-05,WBGene00004134,WBGene00004134,History: Renamed on 2014-12-09
WBGene00001702,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03270871229527,0.0029573512593886,WBGene00001702,WBGene00001702,History: N.A.
WBGene00012423,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03254967750196,6.88399874339471e-08,WBGene00012423,WBGene00012423,History: N.A.
WBGene00016132,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03243698317016,1.34770840336151e-05,WBGene00016132,WBGene00016132,History: N.A.
WBGene00013693,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03221039513081,1.48572360229499e-05,WBGene00013693,WBGene00013693,History: N.A.
WBGene00018576,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.03024658385514,2.64663441348746e-05,WBGene00018576,WBGene00018576,History: N.A.
WBGene00008360,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.02889253158144,0.0219066140144754,WBGene00008360,WBGene00008360,History: N.A.
WBGene00017307,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.02879209512495,8.80487397515796e-07,WBGene00017307,WBGene00017307,History: N.A.
WBGene00019672,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.02830685270559,0.0325095123744651,WBGene00019672,WBGene00019672,History: N.A.
WBGene00012628,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.02705545199883,3.16923463366036e-06,WBGene00012628,WBGene00012628,History: N.A.
WBGene00000979,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.0257185194324,0.001105472329777,WBGene00000979,WBGene00000979,History: N.A.
WBGene00003766,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.02508889363173,0.0079586248022048,WBGene00003766,WBGene00003766,History: N.A.
WBGene00003100,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.02455031271184,0.0041687330016899,WBGene00003100,WBGene00003100,History: N.A.
WBGene00019945,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.02444278302725,0.002152301962764,WBGene00019945,WBGene00019945,History: N.A.
WBGene00000526,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.02380606789465,0.0014288226846562,WBGene00000526,WBGene00000526,History: N.A.
WBGene00016029,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.023699097129,0.0004214748209019,WBGene00016029,WBGene00016029,History: N.A.
WBGene00000990,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.02140826087785,0.0001976448283943,WBGene00000990,WBGene00000990,"History: Split into C04F6.7(WBGene00195081). History of WBGene00000990: Split into ""WBGene00195081"" on 2010-04-28"
WBGene00000618,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.0211115904675,0.0004921792153003,WBGene00000618,WBGene00000618,History: N.A.
WBGene00008763,wild-type - 20ºC,csr-1a(cmp143) - 20ºC,-1.0209623806468,0.0013755997775405,WBGene00008763,WBGene00008763,History: N.A.
