Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00018987,2.35865373,1.41e-09,WBGene00018987,WBGene00018987,History: N.A.
WBGene00007190,2.356795782,3.31e-20,WBGene00007190,WBGene00007190,History: N.A.
WBGene00012634,2.356648184,5.71e-08,WBGene00012634,WBGene00012634,History: N.A.
WBGene00008230,2.355282518,4.5900000000000006e-37,WBGene00008230,WBGene00008230,History: Renamed on 2014-03-03
WBGene00012647,2.354054886,6.18e-09,WBGene00012647,WBGene00012647,History: N.A.
WBGene00010035,2.353139075,4.24e-26,WBGene00010035,WBGene00010035,History: N.A.
WBGene00012011,2.349733037,3.25e-17,WBGene00012011,WBGene00012011,History: N.A.
WBGene00014667,2.34945998,1.5699999999999995e-54,WBGene00014667,WBGene00014667,History: N.A.
WBGene00010014,2.348829972,6.14e-13,WBGene00010014,WBGene00010014,"History: Split into F54B3.4(WBGene00175034). History of WBGene00010014: Split into ""WBGene00175034"" on 2008-12-09"
WBGene00011006,2.34855632,9.21e-22,WBGene00011006,WBGene00011006,"History: Split into C08B6.14(WBGene00044044). History of WBGene00011006: Split into ""WBGene00044080"" on 2005-01-05"
WBGene00016607,2.347991965,2.63e-29,WBGene00016607,WBGene00016607,History: N.A.
WBGene00021869,2.345524495,3.5e-11,WBGene00021869,WBGene00021869,History: N.A.
WBGene00197673,2.34400092,1.08e-07,WBGene00197673,WBGene00197673,History: N.A.
WBGene00001754,2.343448334,2.2e-11,WBGene00001754,WBGene00001754,History: N.A.
WBGene00010770,2.342697965,2e-19,WBGene00010770,WBGene00010770,History: N.A.
WBGene00016182,2.342325704,5.31e-20,WBGene00016182,WBGene00016182,History: N.A.
WBGene00021023,2.340215972,5.72e-37,WBGene00021023,WBGene00021023,History: N.A.
WBGene00002271,2.339754597,1.09e-36,WBGene00002271,WBGene00002271,History: N.A.
WBGene00020190,2.3382407,3.8400000000000003e-29,WBGene00020190,WBGene00020190,History: N.A.
WBGene00015823,2.337627082,4.91e-19,WBGene00015823,WBGene00015823,History: N.A.
WBGene00001511,2.3367427,2.81e-27,WBGene00001511,WBGene00001511,History: Renamed on 2017-02-17
WBGene00007009,2.334682473,1.14e-49,WBGene00007009,WBGene00007009,History: N.A.
WBGene00020381,2.332949255,7.64e-10,WBGene00020381,WBGene00020381,History: N.A.
WBGene00009185,2.332601461,6.21e-29,WBGene00009185,WBGene00009185,History: N.A.
WBGene00020449,2.33182322,1.57e-24,WBGene00020449,WBGene00020449,History: N.A.
WBGene00001882,2.330585556,3.31e-20,WBGene00001882,WBGene00001882,History: N.A.
WBGene00016843,2.330250356,2.18e-17,WBGene00016843,WBGene00016843,History: N.A.
WBGene00001894,2.328531522,7.1e-18,WBGene00001894,WBGene00001894,History: N.A.
WBGene00016760,2.326872329,1.41e-11,WBGene00016760,WBGene00016760,History: N.A.
WBGene00011672,2.325874927,2.12e-07,WBGene00011672,WBGene00011672,History: N.A.
WBGene00022632,2.323949907,6.23e-13,WBGene00022632,WBGene00022632,History: N.A.
WBGene00199244,2.321623605,1.03e-07,WBGene00199244,WBGene00199244,History: N.A.
WBGene00020223,2.320605154,1.25e-38,WBGene00020223,WBGene00020223,History: N.A.
WBGene00021381,2.320432176,3.67e-18,WBGene00021381,WBGene00021381,History: N.A.
WBGene00202259,2.319391858,1.79e-07,WBGene00202259,WBGene00202259,History: N.A.
WBGene00018000,2.31873964,3.63e-11,WBGene00018000,WBGene00018000,History: N.A.
WBGene00023422,2.317850008,2.06e-14,WBGene00023422,WBGene00023422,History: N.A.
WBGene00012138,2.315840289,1.16e-24,WBGene00012138,WBGene00012138,History: N.A.
WBGene00021795,2.309633427,2.84e-09,WBGene00021795,WBGene00021795,History: N.A.
WBGene00022399,2.307888062,2.7999999999999997e-29,WBGene00022399,WBGene00022399,History: N.A.
WBGene00017647,2.305076938,1.21e-18,WBGene00017647,WBGene00017647,History: N.A.
WBGene00007959,2.304760504,1.35e-15,WBGene00007959,WBGene00007959,History: N.A.
WBGene00022707,2.304040587,6.87e-09,WBGene00022707,WBGene00022707,History: N.A.
WBGene00000221,2.302978349,1.54e-57,WBGene00000221,WBGene00000221,"History: Split into T04C10.11(WBGene00303075). History of WBGene00000221: Split into ""WBGene00303075"" on 2018-03-02; Renamed on 2019-07-15"
WBGene00003241,2.301769806,7.83e-28,WBGene00003241,WBGene00003241,History: N.A.
WBGene00008968,2.299193129,3.81e-24,WBGene00008968,WBGene00008968,History: N.A.
WBGene00013654,2.298692066,1.37e-12,WBGene00013654,WBGene00013654,History: N.A.
WBGene00016358,2.295083306,9.33e-26,WBGene00016358,WBGene00016358,History: N.A.
WBGene00022412,2.29328545,1.39e-16,WBGene00022412,WBGene00022412,History: N.A.
WBGene00022593,2.290871263,9.49e-32,WBGene00022593,WBGene00022593,History: N.A.
WBGene00000275,2.288708465,3.83e-40,WBGene00000275,WBGene00000275,History: N.A.
WBGene00008019,2.286629073,2.61e-24,WBGene00008019,WBGene00008019,History: N.A.
WBGene00008567,2.285975553,3.25e-22,WBGene00008567,WBGene00008567,History: Renamed on 2017-01-05
WBGene00020340,2.28459445,1.87e-24,WBGene00020340,WBGene00020340,History: N.A.
WBGene00003216,2.280361698,1.09e-15,WBGene00003216,WBGene00003216,History: Renamed on 2016-10-14
WBGene00009605,2.280303242,2.38e-28,WBGene00009605,WBGene00009605,History: N.A.
WBGene00019738,2.280240673,1.47e-19,WBGene00019738,WBGene00019738,History: N.A.
WBGene00004901,2.279682703,1.99e-14,WBGene00004901,WBGene00004901,History: N.A.
WBGene00016312,2.277571902,6.56e-22,WBGene00016312,WBGene00016312,History: N.A.
WBGene00010246,2.277566831,1.07e-15,WBGene00010246,WBGene00010246,History: N.A.
WBGene00016742,2.276519247,6.91e-14,WBGene00016742,WBGene00016742,History: N.A.
WBGene00018602,2.276197287,1.21e-19,WBGene00018602,WBGene00018602,History: N.A.
WBGene00022970,2.272444574,2.38e-11,WBGene00022970,WBGene00022970,History: N.A.
WBGene00219581,2.270051425,4.18e-13,WBGene00219581,WBGene00219581,History: N.A.
WBGene00003670,2.2690531,2.52e-08,WBGene00003670,WBGene00003670,History: N.A.
WBGene00016245,2.264283721,1.02e-10,WBGene00016245,WBGene00016245,History: N.A.
WBGene00010265,2.264025038,1.49e-22,WBGene00010265,WBGene00010265,History: N.A.
WBGene00010266,2.263886242,2.17e-27,WBGene00010266,WBGene00010266,History: N.A.
WBGene00001928,2.260792336,7.96e-20,WBGene00001928,WBGene00001928,History: N.A.
WBGene00012972,2.25897196,1.05e-36,WBGene00012972,WBGene00012972,History: N.A.
WBGene00022709,2.257480821,2.67e-13,WBGene00022709,WBGene00022709,History: N.A.
WBGene00009129,2.257440722,1.01e-11,WBGene00009129,WBGene00009129,History: N.A.
WBGene00002219,2.255046981,9.4e-56,WBGene00002219,WBGene00002219,History: N.A.
WBGene00020298,2.254072501,1.22e-30,WBGene00020298,WBGene00020298,History: N.A.
WBGene00001817,2.251267595,1.21e-08,WBGene00001817,WBGene00001817,History: N.A.
WBGene00016167,2.250178143,9.08e-15,WBGene00016167,WBGene00016167,History: N.A.
WBGene00022393,2.249542097,5.62e-22,WBGene00022393,WBGene00022393,History: N.A.
WBGene00015330,2.249076225,1.97e-23,WBGene00015330,WBGene00015330,History: N.A.
WBGene00020284,2.248228588,4.1800000000000006e-37,WBGene00020284,WBGene00020284,History: N.A.
WBGene00194681,2.247270925,3.2400000000000003e-47,WBGene00194681,WBGene00194681,History: N.A.
WBGene00021759,2.246436508,7.82e-07,WBGene00021759,WBGene00021752,"History: Merged into ""WBGene00021752"" on 2017-11-24"
WBGene00000761,2.244337111,2.08e-22,WBGene00000761,WBGene00000761,History: Renamed on 2015-03-04
WBGene00017735,2.24321239,7.41e-18,WBGene00017735,WBGene00017735,History: N.A.
WBGene00003957,2.24262349,6.77e-31,WBGene00003957,WBGene00003957,History: N.A.
WBGene00004959,2.242502971,1.24e-19,WBGene00004959,WBGene00004959,History: Renamed on 2012-04-24
WBGene00020442,2.241933068,7.57e-26,WBGene00020442,WBGene00020442,History: N.A.
WBGene00008137,2.241333305,1.11e-20,WBGene00008137,WBGene00008137,History: N.A.
WBGene00004368,2.239376527,1.04e-11,WBGene00004368,WBGene00004368,History: N.A.
WBGene00018901,2.238468377,2.8e-14,WBGene00018901,WBGene00018901,History: N.A.
WBGene00013307,2.238150642,1.7000000000000003e-28,WBGene00013307,WBGene00013307,History: N.A.
WBGene00045484,2.236269742,2.3e-11,WBGene00045484,WBGene00045484,History: N.A.
WBGene00015696,2.234759959,1.57e-08,WBGene00015696,WBGene00015696,History: N.A.
WBGene00012715,2.234146811,8.46e-45,WBGene00012715,WBGene00012715,History: N.A.
WBGene00006446,2.233818625,3.0499999999999998e-24,WBGene00006446,WBGene00006446,History: N.A.
WBGene00002229,2.23304875,4.99e-44,WBGene00002229,WBGene00002229,History: N.A.
WBGene00185089,2.232600244,4.500000000000001e-28,WBGene00185089,WBGene00185089,History: N.A.
WBGene00010476,2.231811609,2.73e-16,WBGene00010476,WBGene00010476,History: Renamed on 2008-08-22
WBGene00020388,2.231780736,9.51e-10,WBGene00020388,WBGene00020388,History: N.A.
WBGene00004929,2.231483205,9.81e-17,WBGene00004929,WBGene00004929,History: N.A.
WBGene00020838,2.23063139,2.33e-24,WBGene00020838,WBGene00020838,History: N.A.
WBGene00008607,2.229927151,5.77e-34,WBGene00008607,WBGene00008607,History: N.A.
WBGene00021829,2.229891462,2.09e-12,WBGene00021829,WBGene00021829,History: N.A.
WBGene00016680,2.229818826,6.61e-09,WBGene00016680,WBGene00016680,History: N.A.
WBGene00017123,2.229563092,7e-20,WBGene00017123,WBGene00017123,History: N.A.
WBGene00010892,2.228034133,1.05e-19,WBGene00010892,WBGene00010892,History: N.A.
WBGene00006553,2.227038007,1.17e-08,WBGene00006553,WBGene00006553,History: N.A.
WBGene00007100,2.226666096,2e-20,WBGene00007100,WBGene00007100,History: N.A.
WBGene00015026,2.224955242,4.3e-16,WBGene00015026,WBGene00015026,History: N.A.
WBGene00006997,2.224465474,1.87e-37,WBGene00006997,WBGene00006997,History: N.A.
WBGene00185078,2.223680181,5.87e-13,WBGene00185078,WBGene00185078,History: N.A.
WBGene00015211,2.222831385,1.74e-06,WBGene00015211,WBGene00015211,History: N.A.
WBGene00016960,2.217145729,1.05e-17,WBGene00016960,WBGene00016960,History: N.A.
WBGene00007258,2.216668496,2.15e-33,WBGene00007258,WBGene00007258,History: N.A.
WBGene00021998,2.215633363,7.86e-17,WBGene00021998,WBGene00021998,History: N.A.
WBGene00195023,2.214513998,4.73e-12,WBGene00195023,WBGene00195023,History: N.A.
WBGene00009432,2.212845129,2.57e-10,WBGene00009432,WBGene00009432,History: N.A.
WBGene00013019,2.209721406,1.39e-24,WBGene00013019,WBGene00013019,History: N.A.
WBGene00016125,2.206312534,4.62e-19,WBGene00016125,WBGene00016125,History: N.A.
WBGene00195024,2.20616542,1.25e-12,WBGene00195024,WBGene00195024,History: N.A.
WBGene00015689,2.205727003,1.94e-26,WBGene00015689,WBGene00015689,History: N.A.
WBGene00007267,2.205239984,2.67e-19,WBGene00007267,WBGene00007267,History: N.A.
WBGene00010634,2.205050148,2.47e-15,WBGene00010634,WBGene00010634,History: N.A.
WBGene00017417,2.203343721,1.44e-06,WBGene00017417,WBGene00017417,History: N.A.
WBGene00007213,2.202168989,1.1e-51,WBGene00007213,WBGene00007213,History: N.A.
WBGene00011218,2.200887626,3.7e-13,WBGene00011218,WBGene00011218,History: N.A.
WBGene00020462,2.200133407,8.23e-19,WBGene00020462,WBGene00020462,History: N.A.
WBGene00012360,2.199825039,1.84e-46,WBGene00012360,WBGene00012360,History: N.A.
WBGene00017551,2.19937782,4.34e-10,WBGene00017551,WBGene00017551,History: N.A.
WBGene00008934,2.198832592,2.29e-23,WBGene00008934,WBGene00008934,History: N.A.
WBGene00019084,2.198758416,8.589999999999999e-23,WBGene00019084,WBGene00019084,History: N.A.
WBGene00020577,2.197891369,1.2e-11,WBGene00020577,WBGene00020577,History: N.A.
WBGene00020003,2.197332105,2.51e-25,WBGene00020003,WBGene00020003,History: N.A.
WBGene00011445,2.195607539,8.65e-13,WBGene00011445,WBGene00011445,History: N.A.
WBGene00006050,2.192123371,1.39e-19,WBGene00006050,WBGene00006050,History: N.A.
WBGene00004806,2.192009682,1.7700000000000001e-29,WBGene00004806,WBGene00004806,History: N.A.
WBGene00019748,2.189982201,5.1399999999999994e-30,WBGene00019748,WBGene00019748,History: N.A.
WBGene00000519,2.189914963,4.55e-14,WBGene00000519,WBGene00000519,History: N.A.
WBGene00000892,2.186366915,1.25e-08,WBGene00000892,WBGene00000892,History: N.A.
WBGene00044347,2.186135554,1.26e-10,WBGene00044347,WBGene00044347,History: N.A.
WBGene00008428,2.185745244,2.82e-31,WBGene00008428,WBGene00008428,History: N.A.
WBGene00008342,2.184616523,7.95e-11,WBGene00008342,WBGene00008342,History: N.A.
WBGene00011407,2.183574071,1.87e-10,WBGene00011407,WBGene00011407,History: N.A.
WBGene00019812,2.183545632,3.04e-17,WBGene00019812,WBGene00019812,History: N.A.
WBGene00011444,2.183409018,8.54e-15,WBGene00011444,WBGene00011444,History: Renamed on 2021-04-19
WBGene00006575,2.183263222,6.310000000000001e-32,WBGene00006575,WBGene00006575,History: Renamed on 2005-11-09
WBGene00008925,2.177643911,1.56e-18,WBGene00008925,WBGene00008925,History: N.A.
WBGene00001936,2.174381754,3.54e-39,WBGene00001936,WBGene00001936,History: N.A.
WBGene00006734,2.17421976,3.92e-36,WBGene00006734,WBGene00006734,History: N.A.
WBGene00021905,2.172948786,3.59e-25,WBGene00021905,WBGene00021905,History: Renamed on 2012-02-17
WBGene00020128,2.170384256,9.44e-42,WBGene00020128,WBGene00020128,History: N.A.
WBGene00007020,2.168794019,2.16e-07,WBGene00007020,WBGene00007020,History: N.A.
WBGene00011788,2.167837231,4.25e-17,WBGene00011788,WBGene00011788,History: N.A.
WBGene00010238,2.167778035,8.36e-14,WBGene00010238,WBGene00010238,History: N.A.
WBGene00001908,2.167610084,5.5e-13,WBGene00001908,WBGene00001908,History: N.A.
WBGene00006381,2.167209698,2.4e-22,WBGene00006381,WBGene00006381,History: N.A.
WBGene00004007,2.164690291,1.66e-09,WBGene00004007,WBGene00004007,History: N.A.
WBGene00201453,2.164592437,1.62e-12,WBGene00201453,WBGene00201453,History: N.A.
WBGene00015684,2.15877079,4.71e-14,WBGene00015684,WBGene00015684,History: N.A.
WBGene00007048,2.158255082,1.3e-41,WBGene00007048,WBGene00007048,History: Renamed on 2011-09-23
WBGene00021276,2.157136749,1.46e-30,WBGene00021276,WBGene00021276,History: N.A.
WBGene00021784,2.155787852,8.73e-33,WBGene00021784,WBGene00021784,"History: Split into Y51H7C.41(WBGene00302984). History of WBGene00021784: Split into ""WBGene00302984"" on 2018-03-06"
WBGene00017261,2.155662979,1.8599999999999997e-30,WBGene00017261,WBGene00017261,History: N.A.
WBGene00010232,2.154889114,9.21e-32,WBGene00010232,WBGene00010232,History: N.A.
WBGene00018143,2.153799659,3.79e-12,WBGene00018143,WBGene00018143,History: N.A.
WBGene00195255,2.153079441,2.98e-38,WBGene00195255,WBGene00195255,History: N.A.
WBGene00269383,2.152912872,1.61e-43,WBGene00269383,WBGene00269383,History: N.A.
WBGene00013779,2.152884113,8.19e-19,WBGene00013779,WBGene00013779,History: N.A.
WBGene00020053,2.150341567,1.94e-18,WBGene00020053,WBGene00020053,History: N.A.
WBGene00018044,2.149407911,4.88e-11,WBGene00018044,WBGene00018044,History: N.A.
WBGene00011088,2.14896852,3.27e-12,WBGene00011088,WBGene00011088,History: N.A.
WBGene00001371,2.147559956,6.47e-24,WBGene00001371,WBGene00001371,History: N.A.
WBGene00007512,2.144609772,3.26e-10,WBGene00007512,WBGene00007512,History: N.A.
WBGene00008408,2.144205211,1.53e-09,WBGene00008408,WBGene00008408,History: N.A.
WBGene00006711,2.14350111,6.53e-07,WBGene00006711,WBGene00006711,History: N.A.
WBGene00010758,2.141955457,6.49e-16,WBGene00010758,WBGene00010758,History: N.A.
WBGene00003391,2.141876506,3.86e-17,WBGene00003391,WBGene00003391,History: N.A.
WBGene00011487,2.14047358,4.57e-28,WBGene00011487,WBGene00011487,History: N.A.
WBGene00018314,2.140306546,4.12e-11,WBGene00018314,WBGene00018314,"History: Merged into ""WBGene00018315"" on 2004-11-29; Resurrected on 2013-10-08"
WBGene00001832,2.138827833,8.71e-41,WBGene00001832,WBGene00001832,History: Renamed on 2015-03-05
WBGene00013465,2.137447122,4.85e-12,WBGene00013465,WBGene00013465,History: N.A.
WBGene00001689,2.136802326,2.3600000000000002e-36,WBGene00001689,WBGene00001689,History: N.A.
WBGene00011338,2.136783876,1.98e-37,WBGene00011338,WBGene00011338,History: N.A.
WBGene00007300,2.136290266,2.31e-11,WBGene00007300,WBGene00007300,History: N.A.
WBGene00010054,2.136104068,3.08e-12,WBGene00010054,WBGene00010054,History: N.A.
WBGene00016868,2.135300165,2.82e-10,WBGene00016868,WBGene00016868,History: N.A.
WBGene00009945,2.134665872,1.67e-13,WBGene00009945,WBGene00009945,"History: Split into F52H3.11(WBGene00303061). History of WBGene00009945: Split into ""WBGene00303061"" on 2018-03-02"
WBGene00017349,2.134478596,8.9e-40,WBGene00017349,WBGene00017349,History: N.A.
WBGene00001977,2.134243828,7.94e-52,WBGene00001977,WBGene00001977,History: N.A.
WBGene00019619,2.133606666,8.379999999999999e-34,WBGene00019619,WBGene00019619,History: N.A.
WBGene00002957,2.132726611,2.79e-30,WBGene00002957,WBGene00002957,History: N.A.
WBGene00004906,2.132352582,1.65e-17,WBGene00004906,WBGene00004906,History: N.A.
WBGene00007554,2.131763635,7.97e-26,WBGene00007554,WBGene00007554,History: N.A.
WBGene00010409,2.130206767,4.99e-11,WBGene00010409,WBGene00010409,History: Renamed on 2022-10-03
WBGene00011120,2.129582392,1.89e-19,WBGene00011120,WBGene00011120,History: N.A.
WBGene00003374,2.129111825,2.06e-13,WBGene00003374,WBGene00003374,History: N.A.
WBGene00015186,2.128265907,1.26e-19,WBGene00015186,WBGene00015186,History: Renamed on 2016-04-27
WBGene00008645,2.1280182,2.7e-27,WBGene00008645,WBGene00008645,History: N.A.
WBGene00016949,2.126788243,3.52e-08,WBGene00016949,WBGene00016949,History: N.A.
WBGene00018841,2.12676952,5.43e-20,WBGene00018841,WBGene00018841,"History: Split into F54H5.14(WBGene00255600). History of WBGene00018841: Split into ""WBGene00255600"" on 2014-11-13"
WBGene00019833,2.125915762,2.65e-07,WBGene00019833,WBGene00019833,History: N.A.
WBGene00016317,2.125390574,3.38e-32,WBGene00016317,WBGene00016317,History: N.A.
WBGene00007305,2.125287559,8.47e-18,WBGene00007305,WBGene00007305,History: N.A.
WBGene00006386,2.124738976,1.89e-15,WBGene00006386,WBGene00006386,History: N.A.
WBGene00010281,2.124570757,3.68e-33,WBGene00010281,WBGene00010281,History: Renamed on 2021-12-09
WBGene00020953,2.123504344,7.82e-13,WBGene00020953,WBGene00020953,History: N.A.
WBGene00014223,2.12293102,1.31e-17,WBGene00014223,WBGene00014223,History: N.A.
WBGene00011495,2.122229474,1.23e-14,WBGene00011495,WBGene00011495,History: N.A.
WBGene00019763,2.121551517,8.43e-08,WBGene00019763,WBGene00019763,History: N.A.
WBGene00008583,2.120676689,7.35e-07,WBGene00008583,WBGene00008583,"History: Split into clec-184(WBGene00023502). History of WBGene00008583: Split into ""WBGene00023502"" on 2004-08-26"
WBGene00022883,2.119879807,2.9e-11,WBGene00022883,WBGene00022883,History: N.A.
WBGene00001476,2.117269727,7.9e-12,WBGene00001476,WBGene00001476,History: N.A.
WBGene00022534,2.116166614,2.89e-09,WBGene00022534,WBGene00022534,History: Renamed on 2012-10-09
WBGene00020392,2.116150434,9.75e-32,WBGene00020392,WBGene00020392,History: N.A.
WBGene00017500,2.115663779,1.06e-11,WBGene00017500,WBGene00017500,History: N.A.
WBGene00013670,2.113957401,4.82e-28,WBGene00013670,WBGene00013670,History: N.A.
WBGene00017643,2.113503055,5.92e-37,WBGene00017643,WBGene00017643,History: N.A.
WBGene00020258,2.113259415,4.55e-10,WBGene00020258,WBGene00020258,History: N.A.
WBGene00004183,2.112286881,9.19e-08,WBGene00004183,WBGene00004183,History: N.A.
WBGene00001688,2.112193158,2.46e-32,WBGene00001688,WBGene00001688,History: N.A.
WBGene00021820,2.112037667,2.39e-15,WBGene00021820,WBGene00021820,History: N.A.
WBGene00020763,2.111899385,3.35e-18,WBGene00020763,WBGene00020763,"History: Split into T24C4.10(WBGene00306002). History of WBGene00020763: Split into ""WBGene00306002"" on 2020-01-20"
WBGene00007685,2.110764951,4.31e-14,WBGene00007685,WBGene00007685,History: N.A.
WBGene00006438,2.107236151,8.87e-28,WBGene00006438,WBGene00006438,History: Renamed on 2012-02-07; Renamed on 2012-07-20
WBGene00004896,2.106605035,8.97e-15,WBGene00004896,WBGene00004896,History: N.A.
WBGene00007143,2.105667942,2.97e-29,WBGene00007143,WBGene00007143,History: N.A.
WBGene00015978,2.105305923,5.28e-19,WBGene00015978,WBGene00015978,History: N.A.
WBGene00001896,2.103745418,9.39e-19,WBGene00001896,WBGene00001896,History: N.A.
WBGene00022390,2.102565271,1.15e-12,WBGene00022390,WBGene00022390,History: N.A.
WBGene00001465,2.101893368,9.3e-07,WBGene00001465,WBGene00001465,History: N.A.
WBGene00018399,2.101354757,3.65e-12,WBGene00018399,WBGene00018399,History: N.A.
WBGene00013934,2.097922259,1.66e-13,WBGene00013934,WBGene00013934,History: N.A.
WBGene00000875,2.097420764,5.490000000000001e-35,WBGene00000875,WBGene00000875,History: N.A.
WBGene00008692,2.096081677,1.31e-13,WBGene00008692,WBGene00008692,History: N.A.
WBGene00016236,2.095128547,2e-21,WBGene00016236,WBGene00016236,History: Renamed on 2018-06-11
WBGene00002173,2.092789236,4.64e-31,WBGene00002173,WBGene00002173,History: N.A.
WBGene00008387,2.091922211,1.7e-15,WBGene00008387,WBGene00008387,History: N.A.
WBGene00011133,2.090839145,2.91e-15,WBGene00011133,WBGene00011133,History: N.A.
WBGene00016390,2.089212415,3.27e-10,WBGene00016390,WBGene00016390,History: N.A.
WBGene00011529,2.088408778,7.75e-19,WBGene00011529,WBGene00011529,History: N.A.
WBGene00019077,2.088071265,3.43e-12,WBGene00019077,WBGene00019077,History: N.A.
WBGene00012481,2.087538321,4.49e-25,WBGene00012481,WBGene00012481,History: N.A.
WBGene00008371,2.086548385,3.86e-14,WBGene00008371,WBGene00008371,History: N.A.
WBGene00021406,2.085397185,8.75e-10,WBGene00021406,WBGene00021406,History: N.A.
WBGene00004510,2.084592495,5.37e-31,WBGene00004510,WBGene00004510,History: Renamed on 2016-06-06
WBGene00010093,2.083290863,3.34e-24,WBGene00010093,WBGene00010093,History: N.A.
WBGene00013168,2.083012014,2.35e-32,WBGene00013168,WBGene00013168,History: N.A.
WBGene00015052,2.080651313,2e-06,WBGene00015052,WBGene00015052,History: N.A.
WBGene00006729,2.078251977,3.52e-08,WBGene00006729,WBGene00006729,History: Renamed on 2016-04-27
WBGene00002193,2.077240555,5.87e-16,WBGene00002193,WBGene00002193,History: N.A.
WBGene00006487,2.074320899,1.03e-09,WBGene00006487,WBGene00006487,History: Renamed on 2017-06-08
WBGene00003999,2.071880399,1.56e-09,WBGene00003999,WBGene00003999,History: N.A.
WBGene00018762,2.071357742,1.67e-11,WBGene00018762,WBGene00018762,History: N.A.
WBGene00011043,2.071239394,2.29e-25,WBGene00011043,WBGene00011043,History: N.A.
WBGene00020840,2.07091283,1.56e-23,WBGene00020840,WBGene00020840,History: N.A.
WBGene00016156,2.070714886,8.83e-11,WBGene00016156,WBGene00016156,History: N.A.
WBGene00015632,2.067475469,5.97e-11,WBGene00015632,WBGene00015632,History: N.A.
WBGene00021313,2.066961676,2.66e-28,WBGene00021313,WBGene00021313,History: Renamed on 2015-08-03
WBGene00006503,2.065155948,7.46e-10,WBGene00006503,WBGene00006503,History: Renamed on 2007-07-20
WBGene00022617,2.064270234,1.16e-08,WBGene00022617,WBGene00022617,History: N.A.
WBGene00017312,2.063031954,9.35e-10,WBGene00017312,WBGene00017312,History: N.A.
WBGene00000889,2.061429509,4.13e-21,WBGene00000889,WBGene00000889,History: N.A.
WBGene00044358,2.060438018,1.3e-12,WBGene00044358,WBGene00044358,History: N.A.
WBGene00009824,2.060005177,5.65e-07,WBGene00009824,WBGene00009824,History: N.A.
WBGene00017441,2.05951413,1.04e-22,WBGene00017441,WBGene00017441,History: N.A.
WBGene00022596,2.059145692,2.61e-07,WBGene00022596,WBGene00022596,History: N.A.
WBGene00000382,2.058036119,1.91e-22,WBGene00000382,WBGene00000382,History: N.A.
WBGene00022140,2.055164791,1.94e-08,WBGene00022140,WBGene00022140,History: N.A.
WBGene00006580,2.054585211,1.11e-06,WBGene00006580,WBGene00006580,History: Renamed on 2005-08-16
WBGene00017035,2.054452728,1.87e-11,WBGene00017035,WBGene00017035,History: N.A.
WBGene00010048,2.053849424,1.81e-16,WBGene00010048,WBGene00010048,History: N.A.
WBGene00009943,2.05219369,5.87e-08,WBGene00009943,WBGene00009943,History: N.A.
WBGene00007195,2.051032995,1.22e-20,WBGene00007195,WBGene00007195,History: N.A.
WBGene00001402,2.050362,3.23e-32,WBGene00001402,WBGene00001402,History: N.A.
WBGene00010479,2.0500061,4.61e-16,WBGene00010479,WBGene00010479,History: N.A.
WBGene00013716,2.049072284,2.9e-17,WBGene00013716,WBGene00013716,History: N.A.
WBGene00001603,2.04752442,2.95e-16,WBGene00001603,WBGene00001603,History: N.A.
WBGene00011800,2.047240107,5.51e-07,WBGene00011800,WBGene00011800,History: N.A.
WBGene00197620,2.046549195,2.78e-16,WBGene00197620,WBGene00197620,History: N.A.
WBGene00016145,2.044737554,9.26e-10,WBGene00016145,WBGene00016145,History: N.A.
WBGene00012784,2.043444224,9.64e-11,WBGene00012784,WBGene00012784,History: N.A.
WBGene00007073,2.042300236,6.8e-08,WBGene00007073,WBGene00007073,History: N.A.
WBGene00018193,2.042295984,2.6e-42,WBGene00018193,WBGene00018193,History: N.A.
WBGene00010897,2.040004739,4.74e-15,WBGene00010897,WBGene00010897,History: N.A.
WBGene00017131,2.039087077,1.3e-06,WBGene00017131,WBGene00017131,History: N.A.
WBGene00003980,2.038925338,2.26e-17,WBGene00003980,WBGene00003980,History: N.A.
WBGene00004840,2.038834252,3.29e-16,WBGene00004840,WBGene00004840,History: N.A.
WBGene00016429,2.036843174,1.88e-08,WBGene00016429,WBGene00016429,History: N.A.
WBGene00019530,2.03604566,3.7e-10,WBGene00019530,WBGene00019530,History: N.A.
WBGene00007220,2.034818024,9.09e-18,WBGene00007220,WBGene00007220,History: N.A.
WBGene00019255,2.034672571,4.81e-07,WBGene00019255,WBGene00019255,History: N.A.
WBGene00020968,2.033384002,1.17e-14,WBGene00020968,WBGene00020970,"History: Merged into ""WBGene00020970"" on 2017-03-03"
WBGene00007762,2.029898667,8.35e-23,WBGene00007762,WBGene00007762,History: N.A.
WBGene00022107,2.029021718,2.28e-08,WBGene00022107,WBGene00022107,History: N.A.
WBGene00020102,2.027886511,1.6600000000000002e-26,WBGene00020102,WBGene00020102,History: N.A.
WBGene00009287,2.02783609,2.63e-11,WBGene00009287,WBGene00009287,History: N.A.
WBGene00006571,2.027532106,9.21e-31,WBGene00006571,WBGene00006571,History: N.A.
WBGene00021785,2.026287144,1.22e-08,WBGene00021785,WBGene00021785,History: N.A.
WBGene00011954,2.025948025,9.41e-13,WBGene00011954,WBGene00011954,History: N.A.
WBGene00018125,2.025853751,3.66e-09,WBGene00018125,WBGene00018125,History: N.A.
WBGene00012928,2.02432812,1.87e-15,WBGene00012928,WBGene00012928,History: N.A.
