# 211 Genes without CSR-1-bound 22G RNA Homology,,,,,,,,,,,,,,,
gene ID,gene name,cosmid ID,Description (from Wormbase),log2FoldChange (SIN vs WT),Padj,gene length,N2 rep1 counts,N2 rep2 counts,N2 rpkm,WT rep1 counts,WT rep2 counts,WT rpkm,SIN rep1 counts,SIN rep2 counts,SIN rpkm,Input,Suggested Match,History
WBGene00006662,twk-7,F22B7.7,"twk-7 is an ortholog of human KCNK18 (potassium channel, two pore domain subfamily K, member 18), KCNK5 (potassium channel, two pore domain subfamily K, member 5) and KCNK17 (potassium channel, two pore domain subfamily K, member 17); twk-7 is predicted to have potassium channel activity, based on protein domain information.",1.023148574,0.002234603,2193,192,129,1.666691265,97,61,0.937198559,219,166,2.344641222,WBGene00006662,WBGene00006662,History: N.A.
WBGene00007072,ugt-1,AC3.7,"ugt-1 is an ortholog of human UGT3A2 (UDP glycosyltransferase 3 family, polypeptide A2) and UGT3A1 (UDP glycosyltransferase 3 family, polypeptide A1); ugt-1 is predicted to have transferase activity, transferring hexosyl groups, based on protein domain information.",1.203173283,2.47e-08,1711,641,449,7.258037981,270,210,3.691821774,683,563,9.754130497,WBGene00007072,WBGene00007072,History: Renamed on 2004-08-25
WBGene00008485,ugt-43,F01D4.1,"ugt-43 is an ortholog of human UGT3A2 (UDP glycosyltransferase 3 family, polypeptide A2) and UGT3A1 (UDP glycosyltransferase 3 family, polypeptide A1); ugt-43 is predicted to have transferase activity, transferring hexosyl groups, based on protein domain information.",1.415467001,1.62e-05,1797,146,97,1.539497334,75,55,0.948938567,208,228,3.282346434,WBGene00008485,WBGene00008485,History: N.A.
WBGene00013904,ugt-6,ZC455.4,"ugt-6 is an ortholog of human UGT3A2 (UDP glycosyltransferase 3 family, polypeptide A2) and UGT3A1 (UDP glycosyltransferase 3 family, polypeptide A1); ugt-6 is predicted to have transferase activity, transferring hexosyl groups, based on protein domain information.",1.312969979,2.1e-05,1688,123,83,1.389664281,81,72,1.201651289,251,214,3.694132807,WBGene00013904,WBGene00013904,History: N.A.
WBGene00006981,zig-4,C09C7.1,"zig-4 encodes a predicted secreted protein that is a member of the immunoglobulin superfamily of proteins; ZIG-4 activity is required for maintenance of ventral nerve cord organization: the AVKL/R and PVQL/R axons of the left and right ventral nerve cords do not maintain their proper spatial positions and drift into the opposite cord; a zig-4::gfp reporter fusion is expressed in the PVT, ASK, BAG, and M2 neurons, with expression also seen during the L1 stage in pharyngeal mesoderm and ectoderm.",1.157997024,0.012168563,1030,102,34,1.490174025,26,28,0.702464139,113,92,2.664708313,WBGene00006981,WBGene00006981,History: N.A.
WBGene00007440,,B0238.12,"B0238.12 encodes a putative secreted TIL-domain protease inhibitor paralogous to SWM-1, ISL-1, and the products of 11 other C. elegans genes; B0238.12 and its relatives are collectively similar to other TIL-domain protease inhibitors from nematodes, insects, and vertebrates; B0238.12 has no obvious function in mass RNAi assays.",1.193118052,0.011208793,680,158,33,3.155637404,53,49,1.992954072,267,159,8.298272566,WBGene00007440,WBGene00007440,History: N.A.
WBGene00007474,,B0462.5,,1.916741536,2.45e-05,780,55,17,1.040924131,4,5,0.155863056,106,60,2.814301604,WBGene00007474,WBGene00007474,History: N.A.
WBGene00007525,,B0545.4,,1.015863545,0.014276733,748,151,75,3.426284554,72,40,1.934951396,178,122,5.337878539,WBGene00007525,WBGene00007525,History: N.A.
WBGene00007765,,C07H6.9,,1.318061645,0.003015542,806,68,29,1.362129045,52,29,1.298945845,224,104,5.347353446,WBGene00007765,WBGene00007765,History: N.A.
WBGene00007777,,C08E8.4,,1.201204397,0.010449029,941,135,29,1.958486829,61,47,1.509587096,286,157,6.219203241,WBGene00007777,WBGene00007777,History: N.A.
WBGene00007867,,C08H9.15,,1.167693958,3.48e-05,606,178,157,6.318948435,103,81,3.998151206,281,206,10.72035691,WBGene00007867,WBGene00007867,History: N.A.
WBGene00007911,,C11G10.1,,1.049319563,0.001317189,733,288,236,8.162812729,144,90,4.151271514,373,211,10.5355468,WBGene00007911,WBGene00007911,History: N.A.
WBGene00007919,,C14B9.3,,1.060181091,0.012269826,1155,89,53,1.397562673,54,65,1.38890848,234,116,3.99006554,WBGene00007919,WBGene00007919,History: N.A.
WBGene00008388,,C16A11.10,,1.972673827,1.34e-23,1457,339,310,5.094296482,330,242,5.149668813,1540,1062,23.77321389,WBGene00008388,WBGene00008388,History: N.A.
WBGene00008390,,C18H7.11,,1.481410533,7.42e-05,1266,94,53,1.318946593,55,34,0.91362921,197,147,3.626964238,WBGene00008390,WBGene00008390,History: N.A.
WBGene00008399,,C23G10.6,,1.181588197,0.012557854,1675,152,42,1.30457021,19,22,0.329276742,91,95,1.499705234,WBGene00008399,WBGene00008399,"History: Split into D2005.7(WBGene00086551). History of WBGene00008399: Split into ""WBGene00086551"" on 2008-06-27"
WBGene00008511,,C25E10.8.1,,1.297323827,0.000168735,544,504,218,15.02433747,323,281,14.70210337,1206,712,46.68870485,WBGene00008511,WBGene00008511,History: N.A.
WBGene00008522,,C27B7.9,,1.21957862,6.72e-13,505,2615,2003,104.3171227,1816,1370,82.88455336,4828,3387,216.6763085,WBGene00008522,WBGene00008522,History: N.A.
WBGene00008579,,C27D8.1,,1.237972573,0.010014765,1074,63,40,1.091138913,8,33,0.543756285,88,148,3.015892946,WBGene00008579,WBGene00008579,History: N.A.
WBGene00008584,,C27H5.2,,1.06704818,7.12e-05,2676,395,348,3.173716686,242,222,2.302769062,714,425,5.63790982,WBGene00008584,WBGene00008584,History: N.A.
WBGene00008591,,C32H11.4,,1.949418981,1.8e-12,1155,469,272,7.290294273,190,115,3.428000651,748,723,17.15415908,WBGene00008591,WBGene00008591,History: N.A.
WBGene00008739,,C34B7.1,"The C34B7.1 gene encodes a divergent MYST acetyltransferase that is (apparently) unique to Caenorhabditis; it has no well-characterized orthologs in the complete Drosophila or S. cerevisiae genomes, and no obvious orthologs in the draft human genome sequence either.",1.115130099,0.000230272,1402,125,110,1.915923186,154,98,2.339605812,388,255,6.095238666,WBGene00008739,WBGene00008739,History: N.A.
WBGene00008744,,C34C6.7,,1.107270716,0.009688022,1681,496,138,4.248464361,154,117,2.118796752,464,368,6.620526002,WBGene00008744,WBGene00008744,History: N.A.
WBGene00008850,,C34H4.1,,1.018631791,0.001747213,1302,109,141,2.206958785,128,99,2.293666673,264,278,5.623765467,WBGene00008850,WBGene00008850,History: N.A.
WBGene00009437,,C39F7.5,,1.57255557,2.79e-08,2111,309,191,2.693818425,258,169,2.636987779,953,600,9.762928013,WBGene00009437,WBGene00009437,History: N.A.
WBGene00009702,,C45B2.2,,1.685108381,0.000119939,401,24,24,1.370747572,11,9,0.65818892,72,59,4.374797006,WBGene00009702,WBGene00009702,History: N.A.
WBGene00009706,,C50A2.3,,1.140259713,0.004065756,1247,149,325,4.399576662,145,121,2.818087123,457,334,8.460909142,WBGene00009706,WBGene00009706,History: N.A.
WBGene00009724,,C52D10.1,,1.428626212,2.34e-10,1299,268,255,4.607240394,212,212,4.355617126,660,655,13.64760018,WBGene00009724,WBGene00009724,History: N.A.
WBGene00010128,,C52D10.3,,1.4121593,9.05e-07,854,140,121,3.492432655,91,85,2.739730762,273,292,8.942641093,WBGene00010128,WBGene00010128,History: N.A.
WBGene00010135,,C53A3.2,,1.275941568,1.09e-13,1412,1299,987,18.46650363,701,578,11.95877658,1982,1466,32.58509973,WBGene00010135,WBGene00010135,History: N.A.
WBGene00010269,,D1086.1,,1.041012865,4.98e-06,797,604,592,17.1793786,395,270,10.90275376,915,622,25.65916814,WBGene00010269,WBGene00010269,History: N.A.
WBGene00010336,,D1086.3,,1.601706402,4.37e-06,778,846,2001,42.39687811,826,685,25.64922296,3335,2916,107.8411971,WBGene00010336,WBGene00010336,History: Renamed on 2017-01-05
WBGene00010449,,D2005.4.2,,1.397881473,4.2700000000000004e-33,3473,4161,3274,24.43070103,3898,3102,26.55778579,10970,9077,77.32547831,WBGene00010449,WBGene00010449,History: N.A.
WBGene00010501,,D2096.5,,1.167153067,0.010721231,456,29,21,1.249832135,23,16,1.118634917,90,50,4.057455368,WBGene00010501,WBGene00010501,History: N.A.
WBGene00010659,,E02H9.9,,1.048119972,0.032040768,483,20,24,1.045939082,12,7,0.509655828,40,34,2.054331053,WBGene00010659,WBGene00010659,History: N.A.
WBGene00010838,,E04F6.9,,1.151230024,5.47e-08,441,1642,1143,71.9434303,1069,732,53.36908531,2650,1831,135.2711611,WBGene00010838,WBGene00010838,History: N.A.
WBGene00010931,,F01G10.9,,1.42840247,6.61e-05,1644,97,107,1.422997619,46,58,0.854927827,223,161,3.114249609,WBGene00010931,WBGene00010931,History: N.A.
WBGene00011030,,F02D8.5,,1.290696286,0.003860349,442,331,86,10.62018895,62,49,3.30775873,285,184,14.09340896,WBGene00011030,WBGene00011030,History: N.A.
WBGene00011105,,F08A8.8,,1.152490754,0.013725238,669,37,31,1.161004376,14,32,0.957232441,101,78,3.575710339,WBGene00011105,WBGene00011105,History: N.A.
WBGene00011236,,F08G2.8,,1.884276507,6.96e-06,781,30,67,1.437956075,28,24,0.880919436,220,149,6.285611626,WBGene00011236,WBGene00011236,History: N.A.
WBGene00011325,,F08G5.6,,1.343027101,6.66e-06,1146,2125,1124,32.17651666,1070,738,20.62526389,3624,1987,64.67838791,WBGene00011325,WBGene00011325,History: N.A.
WBGene00011498,,F08H9.3,"F08H9.3 encodes a heat shock protein (HSP) of the HSP16 class; unlike most HSP16s in C. elegans, it is specifically expressed in a particular tissue (the larval pharynx and the anterior adult pharynx), and its expression is not strongly induced by heat shock; however, F08H9.3 expression is increased by heat shock (with adult expression in the full pharynx) and probably aids heat shock resistance, since F08H9.3(RNAi) animals have sensitivity to heat shock that is sporadically higher than normal; in general, HSP16 proteins are thought to act as passive ligands for unfolded proteins that keep them safe from aggregation until the proteins can be refolded by a large (ATP-consuming) HSP.",1.6295479,5.11e-06,545,79,75,3.23339312,47,26,1.730545247,178,135,7.670272357,WBGene00011498,WBGene00011498,History: N.A.
WBGene00011524,,F09E5.10,,1.446898536,3.35e-22,1758,509,427,6.081573396,530,412,7.051290547,1530,1292,21.51912047,WBGene00011524,WBGene00011524,History: N.A.
WBGene00011624,,F13D12.10,,1.236948012,0.001139262,852,53,35,1.175783047,49,39,1.360960352,161,113,4.283642582,WBGene00011624,WBGene00011624,History: N.A.
WBGene00011708,,F13D12.3,,1.357203817,4.05e-09,979,860,586,16.82131347,490,414,12.20740506,1635,1055,36.49446523,WBGene00011708,WBGene00011708,History: N.A.
WBGene00011979,,F15B9.6,,3.003966349,2.04e-19,1569,99,63,1.174769892,50,55,0.897717492,1002,475,12.3776894,WBGene00011979,WBGene00011979,History: N.A.
WBGene00012231,,F15E6.10,,1.417283431,0.002524525,497,68,14,1.853394164,5,3,0.20885954,92,37,3.395812248,WBGene00012231,WBGene00012231,History: N.A.
WBGene00012300,,F15E6.3,,1.31450591,0.004403119,509,2853,1044,86.49755964,631,339,24.58371637,3162,1545,121.7087099,WBGene00012300,WBGene00012300,History: N.A.
WBGene00012345,,F20A1.10,,1.167345398,5.49e-08,435,759,565,34.7068525,342,262,18.25720547,898,634,46.92017798,WBGene00012345,WBGene00012345,History: N.A.
WBGene00012605,,F21A3.11,,1.503766843,6.94e-05,1598,805,267,7.570586751,285,226,4.212673931,1300,784,17.28187855,WBGene00012605,WBGene00012605,History: N.A.
WBGene00012654,,F23F12.12,,1.134099424,1.22e-07,975,455,406,10.09587188,274,245,7.059348138,754,537,17.64582595,WBGene00012654,WBGene00012654,History: N.A.
WBGene00012810,,F33H12.7,,1.180094247,0.0041067,590,81,35,2.225653482,59,56,2.593489504,167,190,8.196406922,WBGene00012810,WBGene00012810,History: N.A.
WBGene00012859,,F35G2.3,,1.277141927,0.006947218,522,67,25,1.991619312,35,13,1.164878458,165,70,5.899279456,WBGene00012859,WBGene00012859,History: N.A.
WBGene00012861,,F44A2.3,,1.017264454,0.000596735,2061,221,168,2.152869641,153,94,1.557001699,334,245,3.747679185,WBGene00012861,WBGene00012861,History: N.A.
WBGene00012946,,F44F4.3,,1.101123332,0.012162484,801,78,40,1.671270526,36,25,0.995966527,119,73,3.178238029,WBGene00012946,WBGene00012946,History: N.A.
WBGene00013007,,F44G3.2,,1.081231907,0.027551806,1401,105,32,1.102551699,9,3,0.107979307,62,26,0.822801356,WBGene00013007,WBGene00013007,History: N.A.
WBGene00013027,,F45D3.4,,1.013873027,0.002217118,1900,10288,4146,85.92438741,3148,2266,37.33915509,8054,5144,92.22774977,WBGene00013027,WBGene00013027,History: N.A.
WBGene00013207,,F45E1.4,,1.081678065,2.85e-07,1038,870,844,18.90094566,606,655,16.28067562,1720,1314,39.04724758,WBGene00013207,WBGene00013207,History: N.A.
WBGene00013297,,F47E1.2,,1.672109784,7.24e-05,2405,184,59,1.139837433,91,60,0.818812158,580,263,4.602513412,WBGene00013297,WBGene00013297,History: N.A.
WBGene00013439,,F52E4.5,,1.11519052,2.13e-06,1153,707,679,13.75753902,430,380,9.310537901,1252,767,23.21694744,WBGene00013439,WBGene00013439,History: N.A.
WBGene00013484,,F52G3.5,,1.289595502,0.000668145,1253,73,67,1.277906298,59,34,0.960997923,188,116,3.217546837,WBGene00013484,WBGene00013484,History: N.A.
WBGene00013556,,F55G1.7,,1.296951221,0.000210139,1771,263,156,2.689286075,174,106,2.053112492,580,305,6.592334791,WBGene00013556,WBGene00013556,History: N.A.
WBGene00013882,,F55G11.8,,1.147871692,5.64e-05,1143,250,219,4.689821528,133,93,2.586860841,356,234,6.860179619,WBGene00013882,WBGene00013882,History: N.A.
WBGene00014173,,F55H12.4,,1.103516632,0.000427564,733,2560,4736,114.9664345,2498,2044,81.77305766,6923,4831,213.5491717,WBGene00014173,WBGene00014173,History: N.A.
WBGene00014196,,F56C3.9,,1.679724231,3.76e-05,749,174,78,3.810381264,46,31,1.342290482,280,141,7.404763265,WBGene00014196,WBGene00014196,History: N.A.
WBGene00015076,,F57C9.6,,1.455476037,7.32e-05,1316,65,65,1.131222627,68,40,1.063729351,253,148,4.033834323,WBGene00015076,WBGene00015076,History: N.A.
WBGene00015247,,F57H12.6,,2.063866436,4.43e-06,759,177,21,2.919272523,26,25,0.894703088,519,317,14.6022268,WBGene00015247,WBGene00015247,History: N.A.
WBGene00015582,,F58G1.7,,1.878367972,7.18e-16,2046,174,189,2.034137336,136,126,1.701579384,623,529,7.549478062,WBGene00015582,WBGene00015582,History: N.A.
WBGene00015753,,F59C6.18,,2.39094267,3.25e-08,402,32,29,1.735187097,7,31,1.349468531,398,229,20.63635738,WBGene00015753,WBGene00015753,History: N.A.
WBGene00016013,,F59F4.1,,1.140091516,0.000694833,2095,458,227,3.707756207,177,167,2.184084463,569,379,6.016582551,WBGene00016013,WBGene00016013,History: N.A.
WBGene00016097,,K01A11.1,,1.065802962,0.001764672,597,85,99,3.537192007,124,79,4.426279274,312,202,11.43656776,WBGene00016097,WBGene00016097,History: N.A.
WBGene00016172,,K02C4.2,,1.025809725,0.036128659,741,45,21,1.009241907,16,15,0.556269053,82,36,2.088891978,WBGene00016172,WBGene00016172,History: N.A.
WBGene00016424,,K03B8.14,,1.630875655,0.000399332,339,23,19,1.414856753,14,4,0.665024349,57,84,5.683963496,WBGene00016424,WBGene00016424,History: N.A.
WBGene00016540,,K08D8.5,"K08D8.5 encodes a protein that contains a CUB (complement C1r/C1s, Uegf, Bmp1)-like domain; K08D8.5 expression is induced in response to stressors such as ionizing radiation and bacterial infection.",1.025834145,2.2e-05,1077,191,205,4.214867044,239,182,5.138184048,547,420,11.9966248,WBGene00016540,WBGene00016540,History: N.A.
WBGene00016659,,K08H2.10,,1.584396163,1.83e-06,975,157,93,2.914532902,81,76,2.141195147,385,243,8.548472751,WBGene00016659,WBGene00016659,History: N.A.
WBGene00016797,,K11G9.5,,1.572561916,1.48e-05,1682,189,107,1.999093746,78,71,1.175957811,417,215,4.953699991,WBGene00016797,WBGene00016797,History: N.A.
WBGene00016875,,M01D7.9,,2.062940919,2.15e-06,355,13,20,1.071031119,11,6,0.618240387,93,82,6.618381144,WBGene00016875,WBGene00016877,"History: Merged into ""WBGene00016877"" on 2015-03-09"
WBGene00016877,,M02D8.5,,1.165767185,0.000302064,2739,221,137,1.486602227,93,81,0.841252313,280,200,2.335679273,WBGene00016877,WBGene00016877,History: N.A.
WBGene00016892,,M03C11.1,,2.178715601,1.41e-12,1236,127,69,1.800386734,101,76,1.881103848,671,429,11.81670393,WBGene00016892,WBGene00016892,History: N.A.
WBGene00017072,,M162.5,,1.141411966,0.000361174,1482,199,150,2.685783265,94,65,1.402798563,257,169,3.820300069,WBGene00017072,WBGene00017072,History: N.A.
WBGene00017106,,R03H10.6,,1.641374716,6.21e-06,1880,120,176,1.812858987,49,60,0.782312317,286,212,3.535008349,WBGene00017106,WBGene00017106,History: N.A.
WBGene00017128,,R05D7.5,,1.064129665,2.23e-09,1261,704,673,12.49673746,801,702,15.78929631,2034,1458,36.91271096,WBGene00017128,WBGene00017128,History: N.A.
WBGene00017288,,R06A10.4,,1.039630038,0.000282061,1581,218,160,2.725770127,118,105,1.8700704,309,228,4.53202722,WBGene00017288,WBGene00017288,History: N.A.
WBGene00017484,,R07E3.4,,1.233724062,0.006200809,1019,138,353,5.58769559,70,149,2.982265271,494,397,11.70145631,WBGene00017484,WBGene00017484,History: N.A.
WBGene00017621,,R11A8.1,,1.176613331,2.2700000000000004e-21,1752,1300,1119,15.77689932,1581,1235,21.15688715,3548,3323,52.76493631,WBGene00017621,WBGene00017621,History: N.A.
WBGene00017756,,T01C3.11,,1.004158271,0.039876391,715,61,5,1.031120746,18,15,0.609696891,132,61,3.546405029,WBGene00017756,WBGene00017756,History: N.A.
WBGene00018403,,T05G5.1,,1.101630736,3.08e-08,1857,363,352,4.407187229,455,310,5.382019891,1016,798,13.06217605,WBGene00018403,WBGene00018403,History: N.A.
WBGene00018465,,T06D8.3,,1.198348329,0.012767128,1544,132,13,1.049905109,22,11,0.274696374,121,127,2.169669906,WBGene00018465,WBGene00018465,History: N.A.
WBGene00018566,,T08G5.3,,2.202890885,8.14e-13,841,80,73,2.080564014,63,37,1.541099447,371,259,9.976242842,WBGene00018566,WBGene00018566,History: N.A.
WBGene00018702,,T11B7.5,,1.029962087,0.002991124,660,140,172,5.429470402,69,58,2.543162573,158,159,6.478378098,WBGene00018702,WBGene00018702,History: N.A.
WBGene00018713,,T21C12.8,,1.23165635,0.001589017,1477,96,54,1.153560998,60,51,0.993859442,226,130,3.189019484,WBGene00018713,WBGene00018713,History: N.A.
WBGene00018903,,T22B7.7,,1.231291237,0.007787931,1417,6213,693,54.52065663,373,246,5.697043326,7008,5118,114.1414899,WBGene00018903,WBGene00018903,History: N.A.
WBGene00018946,,T24B8.5,"T24B8.5 encodes an ShK-like toxin peptide containing a domain rich in cysteine residues found in the sea anemone potassium channel inhibitor ShK; T24B8.5 expression is regulated by the PMK-1/p38 MAPK signaling pathway and the ATF-7 transcription factor, which is a downstream target of PMK-1.",1.026947477,0.037140287,363,714,187,27.94281471,1598,1009,93.44197677,6075,3015,329.7365306,WBGene00018946,WBGene00018946,History: N.A.
WBGene00019012,,T27E4.1,,1.584282642,4.87e-05,1056,79,43,1.311700581,52,35,1.075631809,249,140,4.870201254,WBGene00019012,WBGene00019012,History: N.A.
WBGene00019021,,W04A4.2,,1.779203262,4.5899999999999996e-34,1098,1197,1051,23.40120165,638,473,13.28051341,2384,1844,51.46259735,WBGene00019021,WBGene00019021,History: N.A.
WBGene00019655,,W06D11.2,,1.11841022,0.006091476,452,116,67,4.600419224,79,40,3.385898949,218,129,10.16685038,WBGene00019655,WBGene00019655,History: N.A.
WBGene00019731,,W08E3.4,,1.246331565,0.005297248,837,50,32,1.114765154,22,12,0.524433303,73,58,2.093677018,WBGene00019731,WBGene00019731,History: N.A.
WBGene00019858,,W09C3.7,,1.599993885,8.69e-17,905,1035,886,24.25292884,587,457,15.18185135,2190,1426,53.08486942,WBGene00019858,WBGene00019858,History: N.A.
WBGene00019911,,Y25C1A.14,,1.071764309,0.018936674,771,204,66,3.950964042,52,46,1.68467107,212,114,5.582025821,WBGene00019911,WBGene00019911,History: N.A.
WBGene00020674,,Y34F4.4,,1.008597089,0.011905503,776,58,71,1.909204281,53,33,1.440846905,113,108,3.834406117,WBGene00020674,WBGene00020674,History: N.A.
WBGene00020861,,Y37E11AL.2,,1.144689844,0.012557854,786,40,35,1.090589385,13,18,0.53568311,58,56,1.953459308,WBGene00020861,WBGene00020861,History: N.A.
WBGene00021114,,Y37E11AL.6,Y37E11AL.6 encodes a predicted secreted protein with two cadherin domains and a C-terminal EGF-like domain.,1.088099037,0.011753376,3443,222,99,1.055818972,70,35,0.391957121,202,118,1.230331882,WBGene00021114,WBGene00021114,History: N.A.
WBGene00021156,,Y37H2A.14,,1.06250981,0.02612756,690,166,46,3.460825696,54,22,1.401379634,147,121,5.202170994,WBGene00021156,WBGene00021156,History: N.A.
WBGene00021339,,Y38F1A.1,,1.123100712,0.009627696,955,66,76,1.706196815,29,39,0.965611656,91,126,3.098719724,WBGene00021339,WBGene00021339,History: N.A.
WBGene00021358,,Y39A1A.16,"This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins.",1.024214517,0.014773431,1169,82,62,1.404949747,66,30,1.050415043,160,99,2.938518333,WBGene00021358,WBGene00021358,History: N.A.
WBGene00021362,,Y39G10AR.32,,1.327672328,1.71e-11,672,1298,1490,47.60451541,1451,1362,55.66365373,4644,3386,159.3740322,WBGene00021362,WBGene00021362,History: N.A.
WBGene00021633,,Y41G9A.10,,1.164032832,0.000394422,725,519,249,12.00731712,336,219,9.977149386,906,609,27.79298242,WBGene00021633,WBGene00021633,History: N.A.
WBGene00021654,,Y43C5A.7,,1.926747847,1.04e-06,449,77,170,6.3681656,46,43,2.635209909,331,260,17.60080578,WBGene00021654,WBGene00021654,History: N.A.
WBGene00021858,,Y43F8A.3,,1.427734618,3.77e-05,1752,95,79,1.134277671,61,73,1.030723608,295,187,3.651822312,WBGene00021858,WBGene00021858,"History: Split into Y54F10BM.22(WBGene00306013), Y54F10BM.21(WBGene00306012). History of WBGene00021858: Split into ""WBGene00306013"" on 2020-01-20; Split into ""WBGene00306012"" on 2020-01-21"
WBGene00022026,,Y45F3A.1,,1.191396437,0.000994193,1084,91,80,1.803095837,56,55,1.365066855,205,125,4.035660382,WBGene00022026,WBGene00022026,History: N.A.
WBGene00022100,,Y45F3A.4,,2.556756391,1.2099999999999999e-24,807,204,256,6.548808777,250,219,7.698517009,2223,1358,58.82848511,WBGene00022100,WBGene00022100,History: N.A.
WBGene00022130,,Y47G6A.3,,1.37051266,0.000430736,665,40,48,1.51936414,42,34,1.507305523,168,107,5.490060194,WBGene00022130,WBGene00022130,History: N.A.
WBGene00022155,,Y47G7B.2,,1.919509828,5.86e-09,1562,148,150,2.185144367,180,102,2.335466105,997,473,12.37453755,WBGene00022155,WBGene00022155,History: N.A.
WBGene00022313,,Y47H9B.2,,1.618312708,6.75e-05,954,47,38,1.017183625,20,19,0.54397178,118,78,2.730992655,WBGene00022313,WBGene00022313,History: N.A.
WBGene00022834,,Y48E1B.8,,1.058287147,0.014841295,1211,163,396,5.349728673,200,105,3.245116072,372,494,9.738369662,WBGene00022834,WBGene00022834,History: N.A.
WBGene00043998,,Y49A3A.4,,1.025210792,0.005558388,782,81,69,2.191488754,92,47,2.287032026,198,148,5.906274921,WBGene00043998,WBGene00043998,History: N.A.
WBGene00044400,,Y4C6B.2,,1.111681712,0.018094363,1679,250,63,2.097903068,92,62,1.19758853,405,163,4.426060915,WBGene00044400,WBGene00044401,"History: Merged into ""WBGene00044401"" on 2014-10-09"
WBGene00044457,,Y54F10BM.3,,1.130673612,0.001196413,2462,179,102,1.296652983,97,107,1.111686518,333,233,3.061855179,WBGene00044457,WBGene00044457,History: N.A.
WBGene00044479,,Y54G9A.4,,1.195641805,0.009100801,989,55,165,2.584172617,54,48,1.367298534,243,154,5.328284055,WBGene00044479,WBGene00044479,History: N.A.
WBGene00044897,,Y55B1BR.5,,1.250349347,0.006342493,688,40,41,1.348690263,14,8,0.413838876,50,45,1.855192763,WBGene00044897,WBGene00044897,History: N.A.
WBGene00044901,,Y57G11B.5,,1.008462327,2.3399999999999997e-23,720,8443,7434,252.0563831,6272,5263,211.718013,13069,11904,466.202254,WBGene00044901,WBGene00044901,History: N.A.
WBGene00044922,,Y65B4A.2,,1.215147498,3.74e-05,1824,172,156,2.056347777,181,96,1.957757769,418,334,5.516233186,WBGene00044922,WBGene00044922,History: N.A.
WBGene00045416,,Y66D12A.13,,1.033201715,0.000125527,1656,499,306,5.528084261,228,179,3.235994748,541,418,7.739284864,WBGene00045416,WBGene00045416,History: N.A.
WBGene00045457,,Y67D8A.10,,1.204610818,2.04e-10,403,717,724,40.9525132,895,698,52.02656691,2440,1665,135.5475517,WBGene00045457,WBGene00045457,History: N.A.
WBGene00045468,,Y69A2AR.31,,1.458573326,7.64e-09,3348,193,174,1.253402502,109,92,0.793640252,368,285,2.60678743,WBGene00045468,WBGene00045468,History: N.A.
WBGene00164968,,Y69H2.9,,1.365926715,0.000564598,1624,137,50,1.300869127,88,93,1.491797409,336,325,5.482327001,WBGene00164968,WBGene00164968,History: N.A.
WBGene00185089,,Y71F9B.9,,1.036941957,0.000190074,1264,177,137,2.834264481,112,94,2.153760579,260,228,5.18241221,WBGene00185089,WBGene00185089,History: N.A.
WBGene00194695,,Y71G12B.17,,1.844986031,1.23e-06,1070,37,69,1.144346737,45,43,1.094710556,257,232,6.140799009,WBGene00194695,WBGene00194695,History: N.A.
WBGene00194783,,Y75B8A.23,,1.666669176,6.4e-05,310,41,96,5.119556801,45,34,3.34827431,219,205,18.40159374,WBGene00194783,WBGene00194783,History: N.A.
WBGene00194985,,Y77E11A.12,,1.44192729,2.6e-05,2571,127,147,1.222995481,96,57,0.771734575,338,204,2.793692491,WBGene00194985,WBGene00194985,History: N.A.
WBGene00206464,,ZC410.5,,1.62769648,6.95e-16,2821,1458,1164,10.6091288,774,671,6.781438216,3189,1989,24.35109809,WBGene00206464,WBGene00206464,History: N.A.
WBGene00219275,,ZK1053.1,,1.361385664,0.0041482,1079,44,101,1.55638234,3,1,0.046734325,39,29,0.841111437,WBGene00219275,WBGene00219275,History: N.A.
WBGene00219316,,ZK970.7,"ZK970.7 encodes, along with C06A8.3, one of two C. elegans proteins with similarity to the Onchocerca volvulus Ov17 hypodermal antigen; ZK970.7 expression increases in lin-35; slr-2 doubly mutant animals and in response to stressors such as ionizing radiation and bacterial infection.",1.471432062,0.001756128,888,389,80,5.932888816,188,120,4.515428163,1548,910,36.64959335,WBGene00219316,WBGene00219316,History: N.A.
WBGene00235356,,ZK973.8,,1.479198274,1.54e-05,1270,85,67,1.365874166,69,38,1.088266011,199,184,4.055638359,WBGene00235356,WBGene00235356,History: N.A.
