Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00016453,2.465899157,2.4e-14,WBGene00016453,WBGene00016453,History: N.A.
WBGene00011017,2.464406929,6.81e-19,WBGene00011017,WBGene00011017,History: N.A.
WBGene00014505,2.4643072,1.51e-25,WBGene00014505,WBGene00014505,History: N.A.
WBGene00007704,2.46141402,8.32e-21,WBGene00007704,WBGene00007704,History: Renamed on 2006-07-21
WBGene00004273,2.4613271,2.25e-24,WBGene00004273,WBGene00004273,History: Renamed on 2006-03-23
WBGene00004766,2.461021601,2.7e-21,WBGene00004766,WBGene00004766,History: Renamed on 2019-01-09
WBGene00021512,2.460136432,1.37e-36,WBGene00021512,WBGene00021512,History: N.A.
WBGene00015486,2.457937059,9.6e-36,WBGene00015486,WBGene00015486,History: N.A.
WBGene00013443,2.457003934,4.73e-33,WBGene00013443,WBGene00013443,History: Renamed on 2013-09-25
WBGene00022791,2.456708313,6.13e-12,WBGene00022791,WBGene00022791,History: N.A.
WBGene00013532,2.455952753,2.29e-32,WBGene00013532,WBGene00013532,History: N.A.
WBGene00014036,2.45547915,5.3800000000000015e-31,WBGene00014036,WBGene00014036,History: N.A.
WBGene00012543,2.455157667,1.42e-37,WBGene00012543,WBGene00012543,History: N.A.
WBGene00019429,2.454733053,2.78e-29,WBGene00019429,WBGene00019429,History: N.A.
WBGene00012551,2.45280145,3.51e-31,WBGene00012551,WBGene00012551,History: N.A.
WBGene00006383,2.452779671,8.35e-40,WBGene00006383,WBGene00006383,History: N.A.
WBGene00016038,2.451528734,3.56e-10,WBGene00016038,WBGene00016038,History: Renamed on 2006-06-30
WBGene00021012,2.45150705,1.3e-40,WBGene00021012,WBGene00021012,History: N.A.
WBGene00019544,2.450554126,4.02e-26,WBGene00019544,WBGene00019544,History: N.A.
WBGene00022722,2.450160695,1.63e-31,WBGene00022722,WBGene00022722,History: N.A.
WBGene00016014,2.448656403,1.64e-33,WBGene00016014,WBGene00016014,History: N.A.
WBGene00006394,2.447210589,2.84e-18,WBGene00006394,WBGene00006394,History: N.A.
WBGene00021363,2.446055266,5.99e-26,WBGene00021363,WBGene00021363,History: N.A.
WBGene00000382,2.445345025,7.97e-35,WBGene00000382,WBGene00000382,History: N.A.
WBGene00019077,2.445305935,3.65e-18,WBGene00019077,WBGene00019077,History: N.A.
WBGene00003989,2.44383273,1.07e-31,WBGene00003989,WBGene00003989,History: N.A.
WBGene00023419,2.443642935,3.2200000000000004e-27,WBGene00023419,WBGene00023419,History: N.A.
WBGene00007433,2.443271462,6.19e-42,WBGene00007433,WBGene00007433,History: N.A.
WBGene00019323,2.443256687,2.93e-38,WBGene00019323,WBGene00019323,History: Renamed on 2005-03-17; Renamed on 2010-02-19; Renamed on 2015-03-02
WBGene00019821,2.442483495,3.47e-33,WBGene00019821,WBGene00019821,History: N.A.
WBGene00021868,2.442415485,4.1e-25,WBGene00021868,WBGene00021868,History: N.A.
WBGene00021815,2.440010818,9.27e-28,WBGene00021815,WBGene00021815,History: N.A.
WBGene00004086,2.439489391,3.75e-31,WBGene00004086,WBGene00004086,History: N.A.
WBGene00006512,2.438311587,4.57e-28,WBGene00006512,WBGene00006512,History: N.A.
WBGene00006563,2.438070837,2.26e-26,WBGene00006563,WBGene00006563,History: N.A.
WBGene00008363,2.436918398,1.4100000000000001e-22,WBGene00008363,WBGene00008363,History: N.A.
WBGene00007585,2.436292679,2.75e-20,WBGene00007585,WBGene00007585,History: N.A.
WBGene00194707,2.435438208,3.05e-29,WBGene00194707,WBGene00194707,History: N.A.
WBGene00001028,2.435426584,6.77e-34,WBGene00001028,WBGene00001028,History: N.A.
WBGene00004028,2.435399866,1.07e-28,WBGene00004028,WBGene00004028,History: N.A.
WBGene00017085,2.435305168,1.1500000000000001e-33,WBGene00017085,WBGene00017085,History: N.A.
WBGene00000227,2.434832186,2.9299999999999997e-41,WBGene00000227,WBGene00000227,History: N.A.
WBGene00009862,2.434533258,9.45e-16,WBGene00009862,WBGene00009862,History: N.A.
WBGene00017356,2.434085298,3.94e-24,WBGene00017356,WBGene00017356,History: N.A.
WBGene00004051,2.433817672,1.02e-38,WBGene00004051,WBGene00004051,History: Renamed on 2014-11-18
WBGene00019510,2.433034943,3e-39,WBGene00019510,WBGene00019510,History: N.A.
WBGene00004502,2.43250369,4.33e-29,WBGene00004502,WBGene00004502,History: N.A.
WBGene00013687,2.431907927,2.4400000000000002e-29,WBGene00013687,WBGene00013687,History: N.A.
WBGene00195093,2.431899458,8.810000000000001e-37,WBGene00195093,WBGene00195093,History: N.A.
WBGene00009364,2.430182577,8.45e-22,WBGene00009364,WBGene00009364,History: N.A.
WBGene00003214,2.430086794,6.04e-44,WBGene00003214,WBGene00003214,History: N.A.
WBGene00016460,2.429775209,3.95e-34,WBGene00016460,WBGene00016460,History: Renamed on 2022-09-29
WBGene00020629,2.429541034,2.11e-34,WBGene00020629,WBGene00020629,History: N.A.
WBGene00016055,2.429275856,2.93e-14,WBGene00016055,WBGene00016055,History: N.A.
WBGene00013737,2.42872959,1.05e-21,WBGene00013737,WBGene00013737,History: N.A.
WBGene00016393,2.427225047,3.78e-20,WBGene00016393,WBGene00016393,History: N.A.
WBGene00012110,2.427175478,1.12e-31,WBGene00012110,WBGene00012110,History: N.A.
WBGene00010942,2.426509748,1.32e-16,WBGene00010942,WBGene00010942,History: N.A.
WBGene00019199,2.426459742,2.78e-28,WBGene00019199,WBGene00019199,History: N.A.
WBGene00001060,2.42625874,6.92e-31,WBGene00001060,WBGene00001060,History: N.A.
WBGene00012767,2.426175618,6.54e-36,WBGene00012767,WBGene00012767,History: N.A.
WBGene00011350,2.425362338,1.11e-30,WBGene00011350,WBGene00011350,History: N.A.
WBGene00219776,2.423033426,4.16e-14,WBGene00219776,WBGene00219776,History: N.A.
WBGene00001284,2.422506627,3.23e-39,WBGene00001284,WBGene00001284,History: N.A.
WBGene00021902,2.420999409,1.49e-36,WBGene00021902,WBGene00021902,History: N.A.
WBGene00000264,2.420566132,1.5199999999999996e-34,WBGene00000264,WBGene00000264,History: N.A.
WBGene00017360,2.418521134,1.12e-16,WBGene00017360,WBGene00017360,History: N.A.
WBGene00013383,2.417834331,5.17e-17,WBGene00013383,WBGene00013383,History: Renamed on 2013-11-11
WBGene00013343,2.417651004,1.59e-34,WBGene00013343,WBGene00013343,History: N.A.
WBGene00020443,2.417403694,1.12e-13,WBGene00020443,WBGene00020443,History: N.A.
WBGene00007784,2.416627846,1.76e-36,WBGene00007784,WBGene00007784,History: N.A.
WBGene00013380,2.4147782,4.16e-39,WBGene00013380,WBGene00013380,History: N.A.
WBGene00009542,2.412439728,4.66e-36,WBGene00009542,WBGene00009542,History: N.A.
WBGene00020184,2.411877158,4.83e-34,WBGene00020184,WBGene00020184,History: N.A.
WBGene00016236,2.410989498,1.86e-37,WBGene00016236,WBGene00016236,History: Renamed on 2018-06-11
WBGene00004824,2.410337092,9.5e-31,WBGene00004824,WBGene00004824,History: N.A.
WBGene00019219,2.409740809,5.49e-29,WBGene00019219,WBGene00019219,History: N.A.
WBGene00009284,2.40891018,2.3800000000000003e-37,WBGene00009284,WBGene00009284,History: N.A.
WBGene00019698,2.408629143,7.339999999999999e-30,WBGene00019698,WBGene00019698,History: Renamed on 2019-07-02
WBGene00015817,2.408447321,4.11e-39,WBGene00015817,WBGene00015817,History: N.A.
WBGene00006520,2.40782865,1.16e-16,WBGene00006520,WBGene00006520,History: Renamed on 2021-01-02
WBGene00008766,2.407017737,5.12e-23,WBGene00008766,WBGene00008766,History: N.A.
WBGene00016837,2.406415648,1.73e-31,WBGene00016837,WBGene00016837,History: N.A.
WBGene00009452,2.406162983,2.84e-29,WBGene00009452,WBGene00009452,History: N.A.
WBGene00021697,2.405872385,1.89e-40,WBGene00021697,WBGene00021697,History: N.A.
WBGene00008132,2.405402601,4.290000000000001e-21,WBGene00008132,WBGene00008132,History: N.A.
WBGene00022218,2.404550089,1.26e-16,WBGene00022218,WBGene00022218,History: N.A.
WBGene00005663,2.404476499,1.42e-28,WBGene00005663,WBGene00005663,History: Renamed on 2010-01-29
WBGene00194981,2.404046821,5.42e-35,WBGene00194981,WBGene00194981,History: N.A.
WBGene00270322,2.40382322,1.09e-32,WBGene00270322,WBGene00270322,History: N.A.
WBGene00019747,2.403429038,5.98e-30,WBGene00019747,WBGene00019747,History: N.A.
WBGene00007355,2.402920258,8.83e-25,WBGene00007355,WBGene00007355,History: N.A.
WBGene00001683,2.401794055,6.35e-37,WBGene00001683,WBGene00001683,History: N.A.
WBGene00010363,2.401632331,6.2399999999999995e-30,WBGene00010363,WBGene00010363,"History: Split into H04D03.6(WBGene00194861). History of WBGene00010363: Split into ""WBGene00194861"" on 2009-11-16"
WBGene00006698,2.401395155,9.89e-24,WBGene00006698,WBGene00006698,History: N.A.
WBGene00003953,2.401369571,2.99e-24,WBGene00003953,WBGene00003953,History: N.A.
WBGene00016704,2.400808182,1.82e-12,WBGene00016704,WBGene00016704,History: N.A.
WBGene00007199,2.399926288,8.31e-15,WBGene00007199,WBGene00007199,History: N.A.
WBGene00000097,2.399851646,4.14e-26,WBGene00000097,WBGene00000097,History: N.A.
WBGene00015147,2.39965137,1.53e-33,WBGene00015147,WBGene00015147,History: N.A.
WBGene00009346,2.399051509,7.94e-20,WBGene00009346,WBGene00009346,History: N.A.
WBGene00255594,2.398668468,3.58e-23,WBGene00255594,WBGene00255594,History: N.A.
WBGene00018159,2.397764953,1.45e-17,WBGene00018159,WBGene00018159,History: N.A.
WBGene00008645,2.397162083,1.16e-33,WBGene00008645,WBGene00008645,History: N.A.
WBGene00007628,2.396172692,3e-24,WBGene00007628,WBGene00007628,History: N.A.
WBGene00004340,2.395692946,2.64e-29,WBGene00004340,WBGene00004340,History: N.A.
WBGene00011225,2.394842055,5.47e-23,WBGene00011225,WBGene00011225,History: N.A.
WBGene00008664,2.393531818,6.04e-18,WBGene00008664,WBGene00008664,History: N.A.
WBGene00006373,2.392788,6.95e-27,WBGene00006373,WBGene00006373,History: Renamed on 2010-04-16
WBGene00021752,2.392112987,3.0500000000000003e-22,WBGene00021752,WBGene00021752,History: N.A.
WBGene00000530,2.39177768,9.53e-21,WBGene00000530,WBGene00000530,History: N.A.
WBGene00044318,2.391458452,1.74e-24,WBGene00044318,WBGene00044318,History: N.A.
WBGene00012678,2.390842934,4.9499999999999994e-23,WBGene00012678,WBGene00012678,History: N.A.
WBGene00012739,2.390719512,6.91e-13,WBGene00012739,WBGene00012739,History: N.A.
WBGene00009374,2.39069443,9.66e-39,WBGene00009374,WBGene00009374,History: N.A.
WBGene00014123,2.389829417,2.5499999999999998e-24,WBGene00014123,WBGene00014123,History: N.A.
WBGene00001080,2.389459125,2.99e-35,WBGene00001080,WBGene00001080,History: N.A.
WBGene00011320,2.388905922,1.3200000000000001e-33,WBGene00011320,WBGene00011320,History: N.A.
WBGene00021049,2.388888529,2.47e-12,WBGene00021049,WBGene00021049,History: N.A.
WBGene00002231,2.387392804,3.539999999999999e-41,WBGene00002231,WBGene00002231,History: N.A.
WBGene00000122,2.386816659,5.04e-28,WBGene00000122,WBGene00000122,History: N.A.
WBGene00015283,2.385887798,1.78e-32,WBGene00015283,WBGene00015283,History: N.A.
WBGene00001037,2.384854891,4.25e-37,WBGene00001037,WBGene00001037,History: Renamed on 2005-12-16
WBGene00013591,2.384417211,2.84e-42,WBGene00013591,WBGene00013591,History: N.A.
WBGene00002324,2.384296284,9.42e-24,WBGene00002324,WBGene00002324,History: N.A.
WBGene00022832,2.384214521,2.0799999999999997e-23,WBGene00022832,WBGene00022832,History: N.A.
WBGene00012845,2.38400697,2.31e-40,WBGene00012845,WBGene00012845,History: N.A.
WBGene00018151,2.38362722,1.99e-28,WBGene00018151,WBGene00018151,History: N.A.
WBGene00045434,2.382948241,6.58e-17,WBGene00045434,WBGene00045434,History: N.A.
WBGene00009329,2.381091677,1.3299999999999998e-23,WBGene00009329,WBGene00009329,History: N.A.
WBGene00003389,2.377681581,1.47e-40,WBGene00003389,WBGene00003389,History: N.A.
WBGene00015885,2.377523554,3.67e-13,WBGene00015885,WBGene00015885,History: N.A.
WBGene00009946,2.377361513,2.54e-30,WBGene00009946,WBGene00009946,History: N.A.
WBGene00010990,2.377230481,3.4500000000000004e-35,WBGene00010990,WBGene00010990,History: N.A.
WBGene00006840,2.376509087,1.86e-37,WBGene00006840,WBGene00006840,History: N.A.
WBGene00006932,2.375882614,9.530000000000001e-36,WBGene00006932,WBGene00006932,History: N.A.
WBGene00009012,2.375763454,5.3500000000000006e-27,WBGene00009012,WBGene00009012,History: N.A.
WBGene00004917,2.375034118,5.63e-25,WBGene00004917,WBGene00004917,History: N.A.
WBGene00010015,2.374467275,1.06e-30,WBGene00010015,WBGene00010015,History: N.A.
WBGene00022667,2.374206004,4.58e-20,WBGene00022667,WBGene00022667,History: N.A.
WBGene00018446,2.373886991,1.5e-11,WBGene00018446,WBGene00018446,History: N.A.
WBGene00004504,2.373798698,3.4000000000000004e-27,WBGene00004504,WBGene00004504,History: N.A.
WBGene00020601,2.373202135,1.4000000000000001e-33,WBGene00020601,WBGene00020601,History: N.A.
WBGene00015927,2.372428356,5.6600000000000015e-31,WBGene00015927,WBGene00015927,History: N.A.
WBGene00010279,2.371882992,3.6599999999999997e-38,WBGene00010279,WBGene00010279,History: N.A.
WBGene00021056,2.370999359,4.28e-26,WBGene00021056,WBGene00021056,History: N.A.
WBGene00003184,2.370576643,5.45e-28,WBGene00003184,WBGene00003184,History: N.A.
WBGene00001102,2.369377196,4.4800000000000004e-29,WBGene00001102,WBGene00001102,History: N.A.
WBGene00006829,2.36921925,2.59e-31,WBGene00006829,WBGene00006829,History: N.A.
WBGene00008338,2.368668719,2.78e-28,WBGene00008338,WBGene00008338,History: N.A.
WBGene00012472,2.368423361,1.1199999999999999e-28,WBGene00012472,WBGene00012472,History: N.A.
WBGene00021986,2.36839752,8.94e-26,WBGene00021986,WBGene00021986,History: N.A.
WBGene00009220,2.368345668,5.14e-16,WBGene00009220,WBGene00009220,"History: Split into pigl-1(WBGene00013131). History of WBGene00009220: Split into ""WBGene00013131"" on 2010-03-11"
WBGene00018625,2.367790156,3.3000000000000003e-34,WBGene00018625,WBGene00018625,History: N.A.
WBGene00008219,2.367356094,5.099999999999998e-25,WBGene00008219,WBGene00008219,History: N.A.
WBGene00008429,2.366784318,2.48e-26,WBGene00008429,WBGene00008429,History: N.A.
WBGene00008789,2.366512135,1.19e-20,WBGene00008789,WBGene00008789,History: N.A.
WBGene00003413,2.366155217,1.94e-32,WBGene00003413,WBGene00003413,History: N.A.
WBGene00008380,2.365485967,2.78e-28,WBGene00008380,WBGene00008380,History: N.A.
WBGene00044423,2.363926458,5.19e-13,WBGene00044423,WBGene00044423,History: N.A.
WBGene00000265,2.363238002,4.11e-30,WBGene00000265,WBGene00000265,History: N.A.
WBGene00013558,2.362032061,1.39e-36,WBGene00013558,WBGene00013558,History: N.A.
WBGene00000933,2.361968808,1.72e-27,WBGene00000933,WBGene00000933,History: Renamed on 2018-06-07
WBGene00000010,2.360648704,1.2600000000000002e-21,WBGene00000010,WBGene00000010,History: N.A.
WBGene00013550,2.360598648,1.8300000000000003e-21,WBGene00013550,WBGene00013550,History: N.A.
WBGene00015083,2.360567474,6.43e-29,WBGene00015083,WBGene00015083,History: N.A.
WBGene00019076,2.360002704,3.23e-22,WBGene00019076,WBGene00019076,History: N.A.
WBGene00000390,2.359819305,1.71e-26,WBGene00000390,WBGene00000390,History: N.A.
WBGene00013038,2.359165969,4.21e-38,WBGene00013038,WBGene00013038,History: N.A.
WBGene00003367,2.359031594,2.67e-27,WBGene00003367,WBGene00003367,History: N.A.
WBGene00001830,2.358699521,3.88e-30,WBGene00001830,WBGene00001830,History: N.A.
WBGene00021638,2.358134617,2.5399999999999998e-24,WBGene00021638,WBGene00021638,History: N.A.
WBGene00021538,2.357620021,1.5400000000000001e-22,WBGene00021538,WBGene00021538,History: Renamed on 2006-03-17
WBGene00000377,2.357153784,4.6900000000000005e-31,WBGene00000377,WBGene00000377,History: N.A.
WBGene00020901,2.356459477,2.92e-12,WBGene00020901,WBGene00020901,History: N.A.
WBGene00018900,2.355906588,6.29e-41,WBGene00018900,WBGene00018900,History: N.A.
WBGene00001598,2.354664105,1.5e-41,WBGene00001598,WBGene00001598,History: N.A.
WBGene00010044,2.35464658,2.47e-31,WBGene00010044,WBGene00010044,History: N.A.
WBGene00016151,2.354616838,2.26e-31,WBGene00016151,WBGene00016151,History: N.A.
WBGene00013580,2.353366772,3.87e-34,WBGene00013580,WBGene00013580,History: N.A.
WBGene00003792,2.353155743,1.15e-39,WBGene00003792,WBGene00003792,History: Renamed on 2015-03-05
WBGene00006392,2.352716865,4.98e-25,WBGene00006392,WBGene00006392,History: N.A.
WBGene00015296,2.351615788,5.400000000000001e-30,WBGene00015296,WBGene00015296,History: N.A.
WBGene00011601,2.351331649,2.54e-29,WBGene00011601,WBGene00011601,History: N.A.
WBGene00012879,2.351253441,2.1e-21,WBGene00012879,WBGene00012879,History: N.A.
WBGene00019890,2.351153165,9.59e-29,WBGene00019890,WBGene00019890,History: N.A.
WBGene00000880,2.350997903,9.43e-28,WBGene00000880,WBGene00000880,History: N.A.
WBGene00000197,2.350777844,1.7299999999999999e-40,WBGene00000197,WBGene00000197,History: Renamed on 2010-01-29; Renamed on 2015-03-03; Resurrected on 2015-03-05
WBGene00004702,2.350750655,6.419999999999999e-24,WBGene00004702,WBGene00004702,History: N.A.
WBGene00003059,2.350198065,4.63e-23,WBGene00003059,WBGene00003059,History: N.A.
WBGene00019247,2.350129248,7.990000000000001e-37,WBGene00019247,WBGene00019247,History: N.A.
WBGene00007616,2.348746316,2.44e-30,WBGene00007616,WBGene00007616,History: N.A.
WBGene00012097,2.34794315,2.92e-35,WBGene00012097,WBGene00012097,History: N.A.
WBGene00006993,2.347494853,5.84e-33,WBGene00006993,WBGene00006993,History: N.A.
WBGene00014012,2.34726247,5.34e-34,WBGene00014012,WBGene00014012,History: N.A.
WBGene00007576,2.34694476,1.74e-24,WBGene00007576,WBGene00007576,History: N.A.
WBGene00002985,2.346749421,1.24e-31,WBGene00002985,WBGene00002985,History: N.A.
WBGene00001443,2.345781194,3.71e-28,WBGene00001443,WBGene00001443,History: N.A.
WBGene00013924,2.345472083,9.19e-29,WBGene00013924,WBGene00013924,History: N.A.
WBGene00004312,2.344313689,2.86e-29,WBGene00004312,WBGene00004312,History: N.A.
WBGene00012496,2.343951407,4.19e-32,WBGene00012496,WBGene00012496,History: N.A.
WBGene00008968,2.343404212,2.47e-32,WBGene00008968,WBGene00008968,History: N.A.
WBGene00012887,2.342634111,3.0500000000000003e-32,WBGene00012887,WBGene00012887,History: N.A.
WBGene00021560,2.342206105,8.7e-28,WBGene00021560,WBGene00021560,History: N.A.
WBGene00019432,2.342023603,9.27e-37,WBGene00019432,WBGene00019432,History: Renamed on 2015-03-02
WBGene00003835,2.341363333,1.51e-25,WBGene00003835,WBGene00003835,History: N.A.
WBGene00001498,2.341125506,3.25e-18,WBGene00001498,WBGene00001498,History: Renamed on 2010-01-29
WBGene00022148,2.340909307,2.91e-37,WBGene00022148,WBGene00022148,History: Renamed on 2015-02-09
WBGene00005153,2.338362803,8.7e-14,WBGene00005153,WBGene00005153,History: N.A.
WBGene00002047,2.338075585,4.2299999999999994e-42,WBGene00002047,WBGene00002047,History: N.A.
WBGene00009993,2.337606692,5.57e-35,WBGene00009993,WBGene00009993,History: N.A.
WBGene00006574,2.336702644,8.27e-18,WBGene00006574,WBGene00006574,History: N.A.
WBGene00004737,2.336313566,3.41e-42,WBGene00004737,WBGene00004737,History: N.A.
WBGene00000834,2.336160406,5.6400000000000004e-33,WBGene00000834,WBGene00000834,History: N.A.
WBGene00022762,2.334205026,2.19e-26,WBGene00022762,WBGene00022762,History: N.A.
WBGene00018431,2.332467872,5.22e-14,WBGene00018431,WBGene00018431,History: N.A.
WBGene00022044,2.33243662,1.05e-23,WBGene00022044,WBGene00022044,History: N.A.
WBGene00019276,2.332165424,1.79e-26,WBGene00019276,WBGene00019276,History: N.A.
WBGene00021097,2.331547905,2.05e-26,WBGene00021097,WBGene00021097,History: N.A.
WBGene00001600,2.331038738,1.23e-36,WBGene00001600,WBGene00001600,History: N.A.
WBGene00000498,2.33072327,7.27e-32,WBGene00000498,WBGene00000498,History: N.A.
WBGene00007111,2.330495354,1.15e-32,WBGene00007111,WBGene00007111,History: N.A.
WBGene00018867,2.330043477,5.45e-14,WBGene00018867,WBGene00018867,History: N.A.
WBGene00022739,2.3299032,7.56e-40,WBGene00022739,WBGene00022739,History: N.A.
WBGene00003224,2.329772622,1.09e-31,WBGene00003224,WBGene00003224,History: N.A.
WBGene00021563,2.329655507,2.22e-25,WBGene00021563,WBGene00021563,History: N.A.
WBGene00000519,2.329625365,6.009999999999999e-24,WBGene00000519,WBGene00000519,History: N.A.
WBGene00012652,2.32602728,2.01e-24,WBGene00012652,WBGene00012652,History: N.A.
WBGene00012716,2.325232547,7.4e-24,WBGene00012716,WBGene00012716,History: N.A.
WBGene00000818,2.324818729,2.3e-26,WBGene00000818,WBGene00000818,History: N.A.
WBGene00021535,2.323408252,1.67e-25,WBGene00021535,WBGene00021535,History: N.A.
WBGene00022118,2.323003113,7.81e-15,WBGene00022118,WBGene00022118,History: N.A.
WBGene00008812,2.322926498,6.08e-21,WBGene00008812,WBGene00008812,"History: Split into F14F7.7(WBGene00206390). History of WBGene00008812: Split into ""WBGene00206390"" on 2011-01-21"
WBGene00010409,2.32189789,1.04e-26,WBGene00010409,WBGene00010409,History: Renamed on 2022-10-03
WBGene00011142,2.321290981,1.48e-26,WBGene00011142,WBGene00011142,History: N.A.
WBGene00000115,2.320878924,2.36e-38,WBGene00000115,WBGene00000115,History: N.A.
WBGene00016173,2.320682848,2.6699999999999998e-24,WBGene00016173,WBGene00016173,History: N.A.
WBGene00006379,2.31889827,3.15e-29,WBGene00006379,WBGene00006379,History: N.A.
WBGene00009035,2.318700373,1.4e-36,WBGene00009035,WBGene00009035,History: N.A.
WBGene00016702,2.318227049,5.46e-31,WBGene00016702,WBGene00016702,History: N.A.
WBGene00009441,2.317147434,4.5000000000000003e-23,WBGene00009441,WBGene00009441,History: N.A.
WBGene00000499,2.316922761,7.97e-36,WBGene00000499,WBGene00000499,History: N.A.
WBGene00002997,2.316502399,1.1e-13,WBGene00002997,WBGene00002997,History: N.A.
WBGene00011431,2.316185576,1e-10,WBGene00011431,WBGene00011431,History: N.A.
WBGene00004945,2.315804773,1.34e-10,WBGene00004945,WBGene00004945,History: N.A.
WBGene00021733,2.313746794,1.05e-24,WBGene00021733,WBGene00021733,History: N.A.
WBGene00010896,2.313054528,1.05e-27,WBGene00010896,WBGene00010896,History: Renamed on 2005-03-17
WBGene00022037,2.312845299,4.7e-31,WBGene00022037,WBGene00022037,History: N.A.
WBGene00011270,2.311288072,5.3899999999999995e-30,WBGene00011270,WBGene00011270,History: N.A.
WBGene00018987,2.31112712,8.16e-13,WBGene00018987,WBGene00018987,History: N.A.
WBGene00017313,2.310765041,3.16e-32,WBGene00017313,WBGene00017313,History: N.A.
WBGene00004699,2.310546167,1.16e-30,WBGene00004699,WBGene00004699,History: N.A.
WBGene00023418,2.309397521,3.23e-21,WBGene00023418,WBGene00023418,History: N.A.
WBGene00018679,2.309246258,6.05e-19,WBGene00018679,WBGene00018679,History: N.A.
WBGene00010542,2.308690657,3.73e-17,WBGene00010542,WBGene00010542,History: N.A.
WBGene00002033,2.307697309,3.87e-33,WBGene00002033,WBGene00002033,History: N.A.
WBGene00021765,2.306962575,7.58e-19,WBGene00021765,WBGene00021765,History: N.A.
WBGene00000257,2.306816502,3.749999999999999e-40,WBGene00000257,WBGene00000257,History: N.A.
WBGene00011410,2.305638877,9.02e-21,WBGene00011410,WBGene00011410,History: N.A.
WBGene00017749,2.30554713,1.99e-30,WBGene00017749,WBGene00017749,History: N.A.
WBGene00010814,2.305237701,2.3399999999999997e-23,WBGene00010814,WBGene00010814,History: N.A.
WBGene00000836,2.304962799,1.2e-31,WBGene00000836,WBGene00000836,History: N.A.
WBGene00022854,2.304714819,1.06e-36,WBGene00022854,WBGene00022854,History: N.A.
WBGene00008412,2.304333125,1.09e-27,WBGene00008412,WBGene00008412,History: N.A.
WBGene00001161,2.304252308,1.65e-27,WBGene00001161,WBGene00001161,History: N.A.
WBGene00013210,2.303302491,1.89e-13,WBGene00013210,WBGene00013210,History: N.A.
WBGene00019121,2.303292234,1.98e-22,WBGene00019121,WBGene00019121,History: N.A.
WBGene00004126,2.302564709,1.56e-11,WBGene00004126,WBGene00004126,History: N.A.
WBGene00007757,2.30226961,5.750000000000001e-21,WBGene00007757,WBGene00007757,History: N.A.
WBGene00017811,2.301879852,2.2e-19,WBGene00017811,WBGene00017811,History: N.A.
WBGene00000891,2.301356793,1.74e-31,WBGene00000891,WBGene00000891,History: N.A.
WBGene00019433,2.300145882,1.45e-22,WBGene00019433,WBGene00019433,History: N.A.
WBGene00011560,2.30012344,7.780000000000001e-37,WBGene00011560,WBGene00011560,History: N.A.
WBGene00003783,2.299714242,1.08e-23,WBGene00003783,WBGene00003783,History: N.A.
WBGene00008995,2.29942604,5.94e-29,WBGene00008995,WBGene00008995,History: N.A.
WBGene00022025,2.299193506,5.83e-16,WBGene00022025,WBGene00022025,History: N.A.
WBGene00001016,2.298906597,3.93e-36,WBGene00001016,WBGene00001016,History: N.A.
WBGene00019712,2.29873167,3.07e-34,WBGene00019712,WBGene00019712,History: N.A.
WBGene00013324,2.298444508,1.36e-20,WBGene00013324,WBGene00013324,History: N.A.
WBGene00004501,2.297949024,3.3299999999999998e-25,WBGene00004501,WBGene00004501,History: N.A.
WBGene00011688,2.297846487,2.84e-20,WBGene00011688,WBGene00011688,History: N.A.
WBGene00010781,2.297408466,3.12e-33,WBGene00010781,WBGene00010781,"History: Split into K11H3.8(WBGene00185002). History of WBGene00010781: Split into ""WBGene00185002"" on 2009-02-11"
WBGene00013268,2.296830648,7.96e-26,WBGene00013268,WBGene00013268,History: N.A.
WBGene00008151,2.296656197,1.82e-32,WBGene00008151,WBGene00008151,History: N.A.
WBGene00019628,2.296050276,2.86e-29,WBGene00019628,WBGene00019628,History: N.A.
WBGene00001470,2.29414857,8.49e-17,WBGene00001470,WBGene00001470,History: Renamed on 2014-10-08
WBGene00006733,2.294116476,2.14e-28,WBGene00006733,WBGene00006733,History: N.A.
WBGene00017435,2.294023435,5.809999999999999e-34,WBGene00017435,WBGene00017435,History: N.A.
WBGene00012244,2.293456694,7.41e-17,WBGene00012244,WBGene00012244,History: N.A.
WBGene00044326,2.292827013,2.0500000000000003e-21,WBGene00044326,WBGene00044326,History: N.A.
WBGene00010159,2.292312225,1.93e-20,WBGene00010159,WBGene00010159,History: N.A.
WBGene00006386,2.291272037,1.16e-23,WBGene00006386,WBGene00006386,History: N.A.
WBGene00017062,2.291266895,1.74e-24,WBGene00017062,WBGene00017062,History: N.A.
WBGene00017799,2.290809237,6.01e-18,WBGene00017799,WBGene00017799,History: N.A.
WBGene00021507,2.290266418,9.43e-24,WBGene00021507,WBGene00021507,History: N.A.
WBGene00006997,2.289222174,8.08e-34,WBGene00006997,WBGene00006997,History: N.A.
WBGene00006405,2.289165626,9.88e-35,WBGene00006405,WBGene00006405,History: N.A.
WBGene00006497,2.28866448,1.76e-36,WBGene00006497,WBGene00006497,History: N.A.
WBGene00012701,2.288533649,1.48e-20,WBGene00012701,WBGene00012701,History: N.A.
WBGene00000765,2.288516531,2.6e-30,WBGene00000765,WBGene00000765,History: N.A.
WBGene00044700,2.286453947,9.63e-08,WBGene00044700,WBGene00044700,History: N.A.
